,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Survey of human embryonic development,cell of skeletal muscle,CL:0000188,female,unknown,623,2.0180098471106507
1,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,45,0.14576315107540813
2,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,445,1.441435605079036
3,Survey of human embryonic development,skeletal muscle satellite cell,CL:0000594,female,unknown,372,1.204975382223374
4,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,4,0.012956724540036279
5,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,2,0.0064783622700181395
6,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,1,0.0032391811350090697
7,Survey of human embryonic development,endothelial cell of lymphatic vessel,CL:0002138,female,unknown,15,0.04858771702513604
8,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,154,0.4988338947913967
9,Survey of human embryonic development,Schwann cell,CL:0002573,female,unknown,20,0.0647836227001814
10,Survey of human embryonic development,cell of skeletal muscle,CL:0000188,female,unknown,933,3.022155998963462
11,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,41,0.13280642653537184
12,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,478,1.5483285825343354
13,Survey of human embryonic development,megakaryocyte,CL:0000556,female,unknown,1,0.0032391811350090697
14,Survey of human embryonic development,skeletal muscle satellite cell,CL:0000594,female,unknown,126,0.40813682301114274
15,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,17,0.05506607929515419
16,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,1,0.0032391811350090697
17,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,2,0.0064783622700181395
18,Survey of human embryonic development,endothelial cell of lymphatic vessel,CL:0002138,female,unknown,9,0.029152630215081625
19,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,147,0.47615962684633323
20,Survey of human embryonic development,Schwann cell,CL:0002573,female,unknown,13,0.04210935475511791
21,Survey of human embryonic development,cell of skeletal muscle,CL:0000188,female,unknown,5342,17.303705623218452
22,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,217,0.7029023062969681
23,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,3725,12.065949727908784
24,Survey of human embryonic development,megakaryocyte,CL:0000556,female,unknown,1,0.0032391811350090697
25,Survey of human embryonic development,skeletal muscle satellite cell,CL:0000594,female,unknown,2392,7.7481212749416954
26,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,70,0.22674267945063487
27,Survey of human embryonic development,erythroblast,CL:0000765,female,unknown,9,0.029152630215081625
28,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,26,0.08421870951023581
