,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,B cell,CL:0000236,female,unknown,37-year-old human stage,805,0.4878787878787879
1,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,dendritic cell,CL:0000451,female,unknown,37-year-old human stage,34,0.020606060606060607
2,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,megakaryocyte,CL:0000556,female,unknown,37-year-old human stage,7,0.004242424242424242
3,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,monocyte,CL:0000576,female,unknown,37-year-old human stage,61,0.036969696969696965
4,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,natural killer cell,CL:0000623,female,unknown,37-year-old human stage,577,0.34969696969696973
5,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,"CD8-positive, alpha-beta T cell",CL:0000625,female,unknown,37-year-old human stage,4722,2.861818181818182
6,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,plasma cell,CL:0000786,female,unknown,37-year-old human stage,19,0.011515151515151515
7,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,mature alpha-beta T cell,CL:0000791,female,unknown,37-year-old human stage,2446,1.4824242424242424
8,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,mature gamma-delta T cell,CL:0000800,female,unknown,37-year-old human stage,286,0.17333333333333334
9,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,"CD14-positive, CD16-negative classical monocyte",CL:0002057,female,unknown,37-year-old human stage,181,0.1096969696969697
10,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,"CD14-positive, CD16-positive monocyte",CL:0002397,female,unknown,37-year-old human stage,4,0.0024242424242424242
11,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,macrophage,CL:0000235,female,unknown,53-year-old human stage,2,0.0012121212121212121
12,Large-scale single-cell analysis reveals critical immune characteristics of COVID-19 patients,B cell,CL:0000236,female,unknown,53-year-old human stage,815,0.49393939393939396
