,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Global,mast cell,CL:0000097,female,unknown,seventh decade human stage,14,0.050687907313540906
1,Global,CD4-positive helper T cell,CL:0000492,female,unknown,seventh decade human stage,25,0.09051412020275162
2,Global,lymphocyte,CL:0000542,female,unknown,seventh decade human stage,161,0.5829109341057205
3,Global,animal cell,CL:0000548,female,unknown,seventh decade human stage,189,0.6842867487328024
4,Global,megakaryocyte,CL:0000556,female,unknown,seventh decade human stage,19,0.06879073135409124
5,Global,alveolar macrophage,CL:0000583,female,unknown,seventh decade human stage,1,0.0036205648081100647
6,Global,erythroid lineage cell,CL:0000764,female,unknown,seventh decade human stage,1,0.0036205648081100647
7,Global,plasmacytoid dendritic cell,CL:0000784,female,unknown,seventh decade human stage,36,0.13034033309196233
8,Global,plasma cell,CL:0000786,female,unknown,seventh decade human stage,6,0.02172338884866039
9,Global,memory B cell,CL:0000787,female,unknown,seventh decade human stage,35,0.12671976828385229
10,Global,naive B cell,CL:0000788,female,unknown,seventh decade human stage,22,0.07965242577842144
11,Global,alpha-beta T cell,CL:0000789,female,unknown,seventh decade human stage,83,0.3005068790731354
12,Global,gamma-delta T cell,CL:0000798,female,unknown,seventh decade human stage,3,0.010861694424330196
13,Global,regulatory T cell,CL:0000815,female,unknown,seventh decade human stage,457,1.6545981173063
14,Global,classical monocyte,CL:0000860,female,unknown,seventh decade human stage,2062,7.465604634322955
15,Global,non-classical monocyte,CL:0000875,female,unknown,seventh decade human stage,41,0.1484431571325127
16,Global,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,female,unknown,seventh decade human stage,4593,16.629254163649527
17,Global,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,female,unknown,seventh decade human stage,141,0.5104996379435192
18,Global,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,female,unknown,seventh decade human stage,2004,7.255611875452571
19,Global,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,unknown,seventh decade human stage,1,0.0036205648081100647
20,Global,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938,female,unknown,seventh decade human stage,389,1.4083997103548154
21,Global,"CD16-positive, CD56-dim natural killer cell, human",CL:0000939,female,unknown,seventh decade human stage,2172,7.863866763215062
22,Global,mucosal invariant T cell,CL:0000940,female,unknown,seventh decade human stage,13,0.04706734250543085
23,Global,plasmablast,CL:0000980,female,unknown,seventh decade human stage,13,0.04706734250543085
24,Global,conventional dendritic cell,CL:0000990,female,unknown,seventh decade human stage,76,0.27516292541636495
25,Global,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",CL:0001062,female,unknown,seventh decade human stage,49,0.1774076755973932
26,Global,group 3 innate lymphoid cell,CL:0001071,female,unknown,seventh decade human stage,6,0.02172338884866039
27,Global,"CD8-positive, alpha-beta memory T cell, CD45RO-positive",CL:0001203,female,unknown,seventh decade human stage,66,0.2389572773352643
28,Global,T follicular helper cell,CL:0002038,female,unknown,seventh decade human stage,42,0.15206372194062273
29,Global,progenitor cell,CL:0011026,female,unknown,seventh decade human stage,55,0.19913106444605358
30,Global,mast cell,CL:0000097,male,unknown,seventh decade human stage,7,0.025343953656770453
31,Global,macrophage,CL:0000235,male,unknown,seventh decade human stage,1,0.0036205648081100647
32,Global,CD4-positive helper T cell,CL:0000492,male,unknown,seventh decade human stage,1,0.0036205648081100647
