cell_type,annotation_level,ontology_id,sex,race,count,percentage
Afferent / Efferent Arteriole Endothelial,kidney_l3,CL_1001096,Female,W,70,1.256507
Ascending Thin Limb,kidney_l3,CL_1001107,Female,W,541,9.711003
Ascending Vasa Recta Endothelial,kidney_l3,CL_1001131,Female,W,489,8.777598
B,kidney_l3,CL_0000785,Female,W,2,0.035900
Connecting Tubule,kidney_l3,CL_1000768,Female,W,1,0.017950
Connecting Tubule Principal,kidney_l3,CL_1001431,Female,W,5,0.089750
Cortical Collecting Duct Intercalated Type A,kidney_l3,CL_0005011,Female,W,2,0.035900
Cortical Collecting Duct Principal,kidney_l3,CL_1001431,Female,W,5,0.089750
Cortical Thick Ascending Limb,kidney_l3,,Female,W,3,0.053850
Cortical Vascular Smooth Muscle / Pericyte,kidney_l3,CL_0000359,Female,W,1,0.017950
Cycling Mononuclear Phagocyte,kidney_l3,CL_0000113,Female,W,8,0.143601
Descending Thin Limb Type 1,kidney_l3,CL_1001111,Female,W,30,0.538503
Descending Thin Limb Type 2,kidney_l3,CL_1001111,Female,W,26,0.466703
Descending Thin Limb Type 3,kidney_l3,CL_1001111,Female,W,341,6.120984
Descending Vasa Recta Endothelial ,kidney_l3,CL_1001285,Female,W,442,7.933944
Fibroblast,kidney_l3,CL_0000057,Female,W,4,0.071800
Glomerular Capillary Endothelial,kidney_l3,CL_1001005,Female,W,2,0.035900
Inner Medullary Collecting Duct,kidney_l3,CL_1000547,Female,W,1167,20.947765
Lymphatic Endothelial,kidney_l3,CL_0002138,Female,W,1,0.017950
Mast,kidney_l3,CL_0000097,Female,W,7,0.125651
Medullary Fibroblast,kidney_l3,CL_0000057,Female,W,1289,23.137677
Medullary Thick Ascending Limb,kidney_l3,CL_1001108,Female,W,348,6.246634
Monocyte,kidney_l3,,Female,W,4,0.071800
Monocyte-derived,kidney_l3,CL_0000576,Female,W,34,0.610303
Natural Killer / Natural Killer T,kidney_l3,,Female,W,6,0.107701
Neutrophil,kidney_l3,CL_0000775,Female,W,2,0.035900
Outer Medullary Collecting Duct Intercalated Type A,kidney_l3,CL_1000717,Female,W,114,2.046311
Outer Medullary Collecting Duct Principal,kidney_l3,CL_1000716,Female,W,55,0.987255
Papillary Tip Epithelial,kidney_l3,CL_1000597,Female,W,219,3.931072
Parietal Epithelial,kidney_l3,CL_1000452,Female,W,1,0.017950
Peritubular Capilary Endothelial ,kidney_l3,CL_1001033,Female,W,19,0.341052
Plasma,kidney_l3,CL_0000786,Female,W,7,0.125651
Proximal Tubule Epithelial Segment 1,kidney_l3,CL_0002306,Female,W,2,0.035900
Proximal Tubule Epithelial Segment 3,kidney_l3,CL_0002306,Female,W,2,0.035900
T,kidney_l3,CL_000084,Female,W,42,0.753904
Tissue-resident Macrophage,kidney_l3,,Female,W,111,1.992461
Vascular Smooth Muscle / Pericyte,kidney_l3,CL_0000359,Female,W,169,3.033567
