,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,endothelial cell,CL:0000115,male,European,13356,23.495883470550982
1,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,macrophage,CL:0000235,male,European,255,0.44859615790584756
2,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney granular cell,CL:0000648,male,European,172,0.3025825065090423
3,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,mesangial cell,CL:0000650,male,European,24,0.04222081486172683
4,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,glomerular visceral epithelial cell,CL:0000653,male,European,370,0.6509042291182886
5,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,leukocyte,CL:0000738,male,European,1727,3.038139469425093
6,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,blood vessel smooth muscle cell,CL:0019018,male,European,505,0.8883963127155021
7,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney interstitial fibroblast,CL:1000692,male,European,473,0.8321018928998662
8,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney proximal convoluted tubule epithelial cell,CL:1000838,male,European,6020,10.59038772781648
9,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney distal convoluted tubule epithelial cell,CL:1000849,male,European,609,1.0713531771163183
10,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,male,European,675,1.1874604179860673
11,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney collecting duct principal cell,CL:1001431,male,European,2637,4.639012032932236
12,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney collecting duct intercalated cell,CL:1001432,male,European,1599,2.81296179016255
13,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,endothelial cell,CL:0000115,male,European,13356,23.495883470550982
14,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,macrophage,CL:0000235,male,European,255,0.44859615790584756
15,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney granular cell,CL:0000648,male,European,172,0.3025825065090423
16,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,mesangial cell,CL:0000650,male,European,24,0.04222081486172683
17,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,glomerular visceral epithelial cell,CL:0000653,male,European,370,0.6509042291182886
18,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,leukocyte,CL:0000738,male,European,1727,3.038139469425093
19,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,blood vessel smooth muscle cell,CL:0019018,male,European,505,0.8883963127155021
20,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney interstitial fibroblast,CL:1000692,male,European,473,0.8321018928998662
21,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney proximal convoluted tubule epithelial cell,CL:1000838,male,European,6020,10.59038772781648
22,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney distal convoluted tubule epithelial cell,CL:1000849,male,European,609,1.0713531771163183
23,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,male,European,675,1.1874604179860673
24,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney collecting duct principal cell,CL:1001431,male,European,2637,4.639012032932236
25,Spatial transcriptomics in the healthy human kidney: Puck_200104_20,kidney collecting duct intercalated cell,CL:1001432,male,European,1599,2.81296179016255
