,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,native cell,CL:0000003,male,European,75-year-old human stage,109,0.3841815874806147
1,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,endothelial cell,CL:0000115,male,European,75-year-old human stage,3779,13.319469899901312
2,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,mesangial cell,CL:0000650,male,European,75-year-old human stage,346,1.2195121951219512
3,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,glomerular visceral epithelial cell,CL:0000653,male,European,75-year-old human stage,162,0.5709854786409136
4,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,pericyte cell,CL:0000669,male,European,75-year-old human stage,942,3.320174820245312
5,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,urothelial cell,CL:0000731,male,European,75-year-old human stage,1,0.0035246017200056398
6,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,leukocyte,CL:0000738,male,European,75-year-old human stage,812,2.8619765966445794
7,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,blood vessel smooth muscle cell,CL:0019018,male,European,75-year-old human stage,208,0.733117157761173
8,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,parietal epithelial cell,CL:1000452,male,European,75-year-old human stage,551,1.9420555477231074
9,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney interstitial fibroblast,CL:1000692,male,European,75-year-old human stage,291,1.025659100521641
10,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney connecting tubule epithelial cell,CL:1000768,male,European,75-year-old human stage,3195,11.261102495418019
11,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney proximal convoluted tubule epithelial cell,CL:1000838,male,European,75-year-old human stage,763,2.689271112364303
12,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney distal convoluted tubule epithelial cell,CL:1000849,male,European,75-year-old human stage,303,1.0679543211617089
13,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney loop of Henle epithelial cell,CL:1000909,male,European,75-year-old human stage,319,1.1243479486817989
14,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,male,European,75-year-old human stage,543,1.9138587339630622
15,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,male,European,75-year-old human stage,61,0.215000704920344
16,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney collecting duct principal cell,CL:1001431,male,European,75-year-old human stage,882,3.1086987170449736
17,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney collecting duct intercalated cell,CL:1001432,male,European,75-year-old human stage,919,3.2391089806851827
18,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,native cell,CL:0000003,male,European,75-year-old human stage,109,0.3841815874806147
19,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,endothelial cell,CL:0000115,male,European,75-year-old human stage,3779,13.319469899901312
20,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,mesangial cell,CL:0000650,male,European,75-year-old human stage,346,1.2195121951219512
21,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,glomerular visceral epithelial cell,CL:0000653,male,European,75-year-old human stage,162,0.5709854786409136
22,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,pericyte cell,CL:0000669,male,European,75-year-old human stage,942,3.320174820245312
23,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,urothelial cell,CL:0000731,male,European,75-year-old human stage,1,0.0035246017200056398
24,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,leukocyte,CL:0000738,male,European,75-year-old human stage,812,2.8619765966445794
25,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,blood vessel smooth muscle cell,CL:0019018,male,European,75-year-old human stage,208,0.733117157761173
26,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,parietal epithelial cell,CL:1000452,male,European,75-year-old human stage,551,1.9420555477231074
27,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney interstitial fibroblast,CL:1000692,male,European,75-year-old human stage,291,1.025659100521641
28,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney connecting tubule epithelial cell,CL:1000768,male,European,75-year-old human stage,3195,11.261102495418019
29,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney proximal convoluted tubule epithelial cell,CL:1000838,male,European,75-year-old human stage,763,2.689271112364303
30,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney distal convoluted tubule epithelial cell,CL:1000849,male,European,75-year-old human stage,303,1.0679543211617089
31,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney loop of Henle epithelial cell,CL:1000909,male,European,75-year-old human stage,319,1.1243479486817989
32,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,male,European,75-year-old human stage,543,1.9138587339630622
33,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,male,European,75-year-old human stage,61,0.215000704920344
34,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney collecting duct principal cell,CL:1001431,male,European,75-year-old human stage,882,3.1086987170449736
35,Spatial transcriptomics in the healthy human kidney: Puck_200205_19,kidney collecting duct intercalated cell,CL:1001432,male,European,75-year-old human stage,919,3.2391089806851827
