,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,endothelial cell,CL:0000115,male,African American,53-year-old human stage,8033,22.686963398102126
1,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,macrophage,CL:0000235,male,African American,53-year-old human stage,249,0.7032309082693177
2,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,leukocyte,CL:0000738,male,African American,53-year-old human stage,984,2.7790329868956167
3,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,blood vessel smooth muscle cell,CL:0019018,male,African American,53-year-old human stage,1426,4.027338454586534
4,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney interstitial fibroblast,CL:1000692,male,African American,53-year-old human stage,688,1.9430637144148215
5,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney distal convoluted tubule epithelial cell,CL:1000849,male,African American,53-year-old human stage,118,0.333258020786263
6,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,male,African American,53-year-old human stage,2312,6.529597830998644
7,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney collecting duct principal cell,CL:1001431,male,African American,53-year-old human stage,2567,7.24977406235879
8,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney collecting duct intercalated cell,CL:1001432,male,African American,53-year-old human stage,1327,3.7477406235878896
9,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,endothelial cell,CL:0000115,male,African American,53-year-old human stage,8033,22.686963398102126
10,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,macrophage,CL:0000235,male,African American,53-year-old human stage,249,0.7032309082693177
11,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,leukocyte,CL:0000738,male,African American,53-year-old human stage,984,2.7790329868956167
12,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,blood vessel smooth muscle cell,CL:0019018,male,African American,53-year-old human stage,1426,4.027338454586534
13,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney interstitial fibroblast,CL:1000692,male,African American,53-year-old human stage,688,1.9430637144148215
14,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney distal convoluted tubule epithelial cell,CL:1000849,male,African American,53-year-old human stage,118,0.333258020786263
15,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,male,African American,53-year-old human stage,2312,6.529597830998644
16,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney collecting duct principal cell,CL:1001431,male,African American,53-year-old human stage,2567,7.24977406235879
17,Spatial transcriptomics in the healthy human kidney: Puck_200104_18,kidney collecting duct intercalated cell,CL:1001432,male,African American,53-year-old human stage,1327,3.7477406235878896
