,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,endothelial cell,CL:0000115,male,European,56-year-old human stage,11182,24.84668029508488
1,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,macrophage,CL:0000235,male,European,56-year-old human stage,539,1.1976713181050573
2,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,leukocyte,CL:0000738,male,European,56-year-old human stage,2147,4.770687050039997
3,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,blood vessel smooth muscle cell,CL:0019018,male,European,56-year-old human stage,813,1.8065060883477024
4,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney interstitial fibroblast,CL:1000692,male,European,56-year-old human stage,834,1.8531686072349125
5,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney distal convoluted tubule epithelial cell,CL:1000849,male,European,56-year-old human stage,142,0.3155275086658964
6,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,male,European,56-year-old human stage,3083,6.850502177584215
7,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney collecting duct principal cell,CL:1001431,male,European,56-year-old human stage,3091,6.868278375255533
8,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney collecting duct intercalated cell,CL:1001432,male,European,56-year-old human stage,671,1.490978579681806
9,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,endothelial cell,CL:0000115,male,European,56-year-old human stage,11182,24.84668029508488
10,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,macrophage,CL:0000235,male,European,56-year-old human stage,539,1.1976713181050573
11,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,leukocyte,CL:0000738,male,European,56-year-old human stage,2147,4.770687050039997
12,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,blood vessel smooth muscle cell,CL:0019018,male,European,56-year-old human stage,813,1.8065060883477024
13,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney interstitial fibroblast,CL:1000692,male,European,56-year-old human stage,834,1.8531686072349125
14,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney distal convoluted tubule epithelial cell,CL:1000849,male,European,56-year-old human stage,142,0.3155275086658964
15,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,male,European,56-year-old human stage,3083,6.850502177584215
16,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney collecting duct principal cell,CL:1001431,male,European,56-year-old human stage,3091,6.868278375255533
17,Spatial transcriptomics in the healthy human kidney: Puck_200115_04,kidney collecting duct intercalated cell,CL:1001432,male,European,56-year-old human stage,671,1.490978579681806
