,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,native cell,CL:0000003,female,European,64-year-old human stage,18,0.07182188173330141
1,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,endothelial cell,CL:0000115,female,European,64-year-old human stage,5038,20.102146676242917
2,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,mesangial cell,CL:0000650,female,European,64-year-old human stage,385,1.5361902481845024
3,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,glomerular visceral epithelial cell,CL:0000653,female,European,64-year-old human stage,70,0.2793073178517277
4,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,pericyte cell,CL:0000669,female,European,64-year-old human stage,441,1.7596361024658846
5,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,leukocyte,CL:0000738,female,European,64-year-old human stage,533,2.1267257202138694
6,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,blood vessel smooth muscle cell,CL:0019018,female,European,64-year-old human stage,454,1.8115074614954911
7,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,parietal epithelial cell,CL:1000452,female,European,64-year-old human stage,766,3.056420078206049
8,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney interstitial fibroblast,CL:1000692,female,European,64-year-old human stage,202,0.8060011172292714
9,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney connecting tubule epithelial cell,CL:1000768,female,European,64-year-old human stage,1239,4.94373952597558
10,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney proximal convoluted tubule epithelial cell,CL:1000838,female,European,64-year-old human stage,1630,6.503870401404517
11,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney distal convoluted tubule epithelial cell,CL:1000849,female,European,64-year-old human stage,277,1.105258957784694
12,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney loop of Henle epithelial cell,CL:1000909,female,European,64-year-old human stage,140,0.5586146357034554
13,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,female,European,64-year-old human stage,337,1.3446652302290318
14,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,female,European,64-year-old human stage,31,0.12369324076290798
15,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney collecting duct principal cell,CL:1001431,female,European,64-year-old human stage,540,2.1546564519990423
16,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney collecting duct intercalated cell,CL:1001432,female,European,64-year-old human stage,430,1.715744952517756
17,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,native cell,CL:0000003,female,European,64-year-old human stage,18,0.07182188173330141
18,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,endothelial cell,CL:0000115,female,European,64-year-old human stage,5038,20.102146676242917
19,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,mesangial cell,CL:0000650,female,European,64-year-old human stage,385,1.5361902481845024
20,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,glomerular visceral epithelial cell,CL:0000653,female,European,64-year-old human stage,70,0.2793073178517277
21,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,pericyte cell,CL:0000669,female,European,64-year-old human stage,441,1.7596361024658846
22,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,leukocyte,CL:0000738,female,European,64-year-old human stage,533,2.1267257202138694
23,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,blood vessel smooth muscle cell,CL:0019018,female,European,64-year-old human stage,454,1.8115074614954911
24,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,parietal epithelial cell,CL:1000452,female,European,64-year-old human stage,766,3.056420078206049
25,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney interstitial fibroblast,CL:1000692,female,European,64-year-old human stage,202,0.8060011172292714
26,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney connecting tubule epithelial cell,CL:1000768,female,European,64-year-old human stage,1239,4.94373952597558
27,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney proximal convoluted tubule epithelial cell,CL:1000838,female,European,64-year-old human stage,1630,6.503870401404517
28,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney distal convoluted tubule epithelial cell,CL:1000849,female,European,64-year-old human stage,277,1.105258957784694
29,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney loop of Henle epithelial cell,CL:1000909,female,European,64-year-old human stage,140,0.5586146357034554
30,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,female,European,64-year-old human stage,337,1.3446652302290318
31,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney loop of Henle thin descending limb epithelial cell,CL:1001111,female,European,64-year-old human stage,31,0.12369324076290798
32,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney collecting duct principal cell,CL:1001431,female,European,64-year-old human stage,540,2.1546564519990423
33,Spatial transcriptomics in the healthy human kidney: Puck_200205_13,kidney collecting duct intercalated cell,CL:1001432,female,European,64-year-old human stage,430,1.715744952517756
