cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,59,0.728215
Astro L1-6 FGFR3 PLCG1,125,1.54283
Endo L2-5 NOSTRIN SRGN,48,0.592446
Exc L2 LAMP5 KCNG3,106,1.30832
Exc L2 LINC00507 ATP7B,9,0.111084
Exc L2 LINC00507 GLRA3,1461,18.0326
Exc L3-5 FEZF2 ASGR2,457,5.64058
Exc L5 FEZF2 CSN1S1,2728,33.6707
Exc L5 FEZF2 PKD2L1,243,2.99926
Exc L5-6 FEZF2 C9orf135-AS1,15,0.185139
Exc L5-6 FEZF2 LPO,69,0.851642
Exc L5-6 FEZF2 OR1L8,15,0.185139
Exc L5-6 THEMIS SMYD1,1,0.0123426
Exc L6 FEZF2 FFAR4,1,0.0123426
Exc L6 FEZF2 PROKR2,18,0.222167
Exc L6 THEMIS LINC00343,1,0.0123426
Inh L1 LAMP5 BMP2,16,0.197482
Inh L1 LAMP5 NMBR,23,0.283881
Inh L1 LAMP5 PVRL2,6,0.0740558
Inh L1 LAMP5 RAB11FIP1,26,0.320908
Inh L1 PAX6 CHRFAM7A,39,0.481363
Inh L1 PAX6 MIR101-1,29,0.357936
Inh L1 PVALB SST ASIC4,25,0.308566
Inh L1 SST DEFB108B,12,0.148112
Inh L1 SST P4HA3,7,0.0863984
Inh L1-2 PVALB CDK20,24,0.296223
Inh L1-2 SST CCNJL,12,0.148112
Inh L1-2 SST CLIC6,39,0.481363
Inh L1-2 SST PRRT4,2,0.0246853
Inh L1-2 VIP EXPH5,7,0.0863984
Inh L1-2 VIP HTR3A,1,0.0123426
Inh L1-2 VIP PTGER3,11,0.135769
Inh L1-2 VIP SCML4,8,0.0987411
Inh L1-2 VIP WNT4,6,0.0740558
Inh L1-3 SST FAM20A,184,2.27104
Inh L1-3 VIP CBLN1,27,0.333251
Inh L1-3 VIP CHRNA2,24,0.296223
Inh L1-3 VIP FNDC1,16,0.197482
Inh L1-3 VIP HSPB6,86,1.06147
Inh L1-5 VIP CD27-AS1,2,0.0246853
Inh L1-5 VIP LINC01013,18,0.222167
Inh L1-5 VIP SMOC1,61,0.752901
Inh L1-6 LAMP5 AARD,16,0.197482
Inh L1-6 LAMP5 CA1,167,2.06122
Inh L1-6 LAMP5 NES,40,0.493705
Inh L1-6 PVALB COL15A1,38,0.469020
Inh L1-6 SST NPY,27,0.333251
Inh L1-6 VIP SLC7A6OS,8,0.0987411
Inh L2 PAX6 FREM2,66,0.814614
Inh L2 VIP SLC6A16,11,0.135769
Inh L2-5 PVALB RPH3AL,181,2.23402
Inh L2-5 VIP BSPRY,9,0.111084
Inh L2-5 VIP SOX11,19,0.234510
Inh L3-5 SST GGTLC3,37,0.456677
Inh L3-5 SST OR5AH1P,11,0.135769
Inh L3-5 VIP HS3ST3A1,55,0.678845
Inh L3-5 VIP IGDCC3,21,0.259195
Inh L3-5 VIP TAC3,14,0.172797
Inh L3-6 PAX6 LINC01497,1,0.0123426
Inh L3-6 VIP ZIM2-AS1,5,0.0617132
Inh L5 PVALB LRIG3,51,0.629474
Inh L5 SST RPL35AP11,47,0.580104
Inh L5-6 LAMP5 CRABP1,60,0.740558
Inh L5-6 PVALB FAM150B,37,0.456677
Inh L5-6 PVALB GAPDHP60,2,0.0246853
Inh L5-6 PVALB MEPE,87,1.07381
Inh L5-6 PVALB SST CRHR2,29,0.357936
Inh L5-6 SST C4orf26,41,0.506048
Inh L5-6 SST DNAJC14,4,0.0493705
Inh L5-6 SST ISX,13,0.160454
Inh L5-6 SST KLHL1,2,0.0246853
Inh L5-6 SST PAWR,19,0.234510
Inh L5-6 VIP COL4A3,23,0.283881
Inh L6 SST TH,1,0.0123426
Micro L1-6 TYROBP CD74,172,2.12293
Oligo L2-6 OPALIN FTH1P3,551,6.80079
Oligo L3-6 OPALIN ENPP6,44,0.543076
Oligo L3-6 OPALIN LRP4-AS1,6,0.0740558
OPC L1-6 PDGFRA COL20A1,110,1.35769
VLMC L1-5 PDGFRA COLEC12,10,0.123426
