cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,2,0.0252430
Astro L1-6 FGFR3 AQP1,26,0.328159
Astro L1-6 FGFR3 PLCG1,110,1.38836
Endo L2-5 NOSTRIN SRGN,13,0.164079
Exc L2 LAMP5 KCNG3,8,0.100972
Exc L2 LINC00507 ATP7B,16,0.201944
Exc L2 LINC00507 GLRA3,1183,14.9312
Exc L2-3 LINC00507 DSG3,62,0.782532
Exc L2-3 RORB CCDC68,242,3.05440
Exc L2-3 RORB PTPN3,90,1.13593
Exc L2-3 RORB RTKN2,71,0.896125
Exc L3 LAMP5 CARM1P1,465,5.86899
Exc L3 RORB OTOGL,246,3.10488
Exc L3 THEMIS ENPEP,151,1.90584
Exc L3-5 FEZF2 ASGR2,58,0.732046
Exc L3-5 FEZF2 LINC01107,5,0.0631074
Exc L3-5 RORB LAMA4,21,0.265051
Exc L3-5 RORB LINC01202,43,0.542724
Exc L3-5 RORB LNX2,353,4.45538
Exc L3-5 RORB RPRM,84,1.06020
Exc L3-5 RORB TNNT2,45,0.567967
Exc L5 FEZF2 CSN1S1,40,0.504859
Exc L5 FEZF2 NREP-AS1,13,0.164079
Exc L5 FEZF2 PKD2L1,30,0.378644
Exc L5 FEZF2 RNF144A-AS1,49,0.618453
Exc L5 RORB MED8,28,0.353401
Exc L5 THEMIS FGF10,5,0.0631074
Exc L5 THEMIS LINC01116,9,0.113593
Exc L5 THEMIS RGPD6,16,0.201944
Exc L5 THEMIS SLC22A18,202,2.54954
Exc L5 THEMIS VILL,44,0.555345
Exc L5-6 FEZF2 C9orf135-AS1,258,3.25634
Exc L5-6 FEZF2 CFTR,10,0.126215
Exc L5-6 FEZF2 FILIP1L,19,0.239808
Exc L5-6 FEZF2 IFNG-AS1,89,1.12331
Exc L5-6 FEZF2 LPO,8,0.100972
Exc L5-6 FEZF2 OR1L8,29,0.366023
Exc L5-6 FEZF2 SH2D1B,13,0.164079
Exc L5-6 THEMIS SMYD1,162,2.04468
Exc L5-6 THEMIS TNFAIP6,206,2.60003
Exc L6 FEZF2 FFAR4,22,0.277673
Exc L6 FEZF2 KLK7,153,1.93109
Exc L6 FEZF2 PDYN,1,0.0126215
Exc L6 FEZF2 POGK,4,0.0504859
Exc L6 FEZF2 PROKR2,7,0.0883504
Exc L6 THEMIS LINC00343,201,2.53692
Exc L6 THEMIS SLN,35,0.441752
Exc L6 THEMIS SNTG2,179,2.25925
Inh L1 LAMP5 BMP2,40,0.504859
Inh L1 LAMP5 NMBR,20,0.252430
Inh L1 LAMP5 PVRL2,18,0.227187
Inh L1 LAMP5 RAB11FIP1,18,0.227187
Inh L1 PAX6 CHRFAM7A,20,0.252430
Inh L1 PAX6 MIR101-1,18,0.227187
Inh L1 PVALB SST ASIC4,22,0.277673
Inh L1 SST DEFB108B,35,0.441752
Inh L1 SST P4HA3,1,0.0126215
Inh L1 VIP KLHDC8B,14,0.176701
Inh L1-2 PVALB CDK20,9,0.113593
Inh L1-2 SST CCNJL,34,0.429130
Inh L1-2 SST CLIC6,10,0.126215
Inh L1-2 SST PRRT4,32,0.403887
Inh L1-2 VIP EXPH5,59,0.744667
Inh L1-2 VIP HTR3A,7,0.0883504
Inh L1-2 VIP PTGER3,3,0.0378644
Inh L1-2 VIP SCML4,3,0.0378644
Inh L1-2 VIP WNT4,4,0.0504859
Inh L1-3 SST FAM20A,114,1.43885
Inh L1-3 VIP CBLN1,26,0.328159
Inh L1-3 VIP CHRNA2,28,0.353401
Inh L1-3 VIP FNDC1,14,0.176701
Inh L1-3 VIP HSPB6,30,0.378644
Inh L1-5 VIP CD27-AS1,6,0.0757289
Inh L1-5 VIP LINC01013,16,0.201944
Inh L1-5 VIP PHLDB3,6,0.0757289
Inh L1-5 VIP SMOC1,44,0.555345
Inh L1-6 LAMP5 AARD,151,1.90584
Inh L1-6 LAMP5 CA1,51,0.643696
Inh L1-6 LAMP5 NES,62,0.782532
Inh L1-6 PVALB COL15A1,8,0.100972
Inh L1-6 SST NPY,2,0.0252430
Inh L1-6 VIP SLC7A6OS,8,0.100972
Inh L2 PAX6 FREM2,8,0.100972
Inh L2 PVALB FRZB,4,0.0504859
Inh L2 VIP SLC6A16,32,0.403887
Inh L2-3 SST NMU,42,0.530102
Inh L2-5 PVALB HHIPL1,28,0.353401
Inh L2-5 PVALB RPH3AL,339,4.27868
Inh L2-5 VIP SOX11,4,0.0504859
Inh L3 PVALB SAMD13,136,1.71652
Inh L3-5 PVALB ISG20,25,0.315537
Inh L3-5 SST CDH3,3,0.0378644
Inh L3-5 SST GGTLC3,118,1.48933
Inh L3-5 SST OR5AH1P,12,0.151458
Inh L3-5 VIP HS3ST3A1,13,0.164079
Inh L3-5 VIP IGDCC3,32,0.403887
Inh L3-5 VIP TAC3,32,0.403887
Inh L3-6 PAX6 LINC01497,5,0.0631074
Inh L3-6 VIP UG0898H09,8,0.100972
Inh L3-6 VIP ZIM2-AS1,26,0.328159
Inh L5 PVALB LRIG3,54,0.681560
Inh L5 SST RPL35AP11,80,1.00972
Inh L5-6 LAMP5 CRABP1,94,1.18642
Inh L5-6 PVALB FAM150B,7,0.0883504
