cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0199840
Astro L1-6 FGFR3 AQP1,76,1.51878
Astro L1-6 FGFR3 PLCG1,278,5.55556
Endo L2-5 NOSTRIN SRGN,10,0.199840
Exc L2 LINC00507 GLRA3,410,8.19345
Exc L3 RORB OTOGL,1,0.0199840
Exc L3-5 FEZF2 ASGR2,53,1.05915
Exc L3-5 RORB LNX2,2,0.0399680
Exc L5 FEZF2 PKD2L1,800,15.9872
Exc L5 THEMIS LINC01116,2,0.0399680
Exc L5-6 FEZF2 C9orf135-AS1,144,2.87770
Exc L5-6 FEZF2 LPO,42,0.839329
Exc L6 FEZF2 FFAR4,349,6.97442
Inh L1 LAMP5 BMP2,6,0.119904
Inh L1 PAX6 CHRFAM7A,1,0.0199840
Inh L1 SST P4HA3,1,0.0199840
Inh L1-2 PVALB CDK20,1,0.0199840
Inh L1-2 SST CCNJL,3,0.0599520
Inh L1-2 SST CLIC6,1,0.0199840
Inh L1-2 VIP EXPH5,55,1.09912
Inh L1-3 SST FAM20A,1,0.0199840
Inh L1-3 VIP FNDC1,5,0.0999201
Inh L1-3 VIP HSPB6,28,0.559552
Inh L1-5 VIP SMOC1,2,0.0399680
Inh L1-6 LAMP5 CA1,78,1.55875
Inh L1-6 LAMP5 NES,15,0.299760
Inh L1-6 SST NPY,127,2.53797
Inh L1-6 VIP SLC7A6OS,1,0.0199840
Inh L2-5 PVALB RPH3AL,2,0.0399680
Inh L2-5 VIP SOX11,6,0.119904
Inh L3 PVALB SAMD13,2,0.0399680
Inh L3-5 SST GGTLC3,8,0.159872
Inh L3-5 VIP HS3ST3A1,3,0.0599520
Inh L3-5 VIP IGDCC3,12,0.239808
Inh L3-5 VIP TAC3,3,0.0599520
Inh L3-6 PAX6 LINC01497,99,1.97842
Inh L5 PVALB LRIG3,13,0.259792
Inh L5-6 LAMP5 CRABP1,10,0.199840
Inh L5-6 PVALB FAM150B,58,1.15907
Micro L1-6 TYROBP CD74,157,3.13749
Oligo L2-6 OPALIN FTH1P3,1524,30.4556
Oligo L3-6 OPALIN ENPP6,389,7.77378
Oligo L3-6 OPALIN LRP4-AS1,71,1.41886
OPC L1-6 PDGFRA COL20A1,110,2.19824
VLMC L1-5 PDGFRA COLEC12,44,0.879297
