cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,174,2.97334
Exc L2 LINC00507 GLRA3,1804,30.8271
Exc L2-3 RORB CCDC68,58,0.991114
Exc L2-3 RORB PTPN3,97,1.65755
Exc L2-3 RORB RTKN2,18,0.307587
Exc L3 LAMP5 CARM1P1,3,0.0512645
Exc L3 RORB OTOGL,131,2.23855
Exc L3 THEMIS ENPEP,100,1.70882
Exc L3-5 RORB LINC01202,468,7.99727
Exc L3-5 RORB LNX2,302,5.16063
Exc L3-5 RORB RPRM,130,2.22146
Exc L3-5 RORB TNNT2,16,0.273411
Exc L5 FEZF2 CSN1S1,16,0.273411
Exc L5 FEZF2 NREP-AS1,13,0.222146
Exc L5 FEZF2 RNF144A-AS1,1,0.0170882
Exc L5 RORB MED8,84,1.43541
Exc L5 THEMIS FGF10,12,0.205058
Exc L5 THEMIS SLC22A18,64,1.09364
Exc L5-6 FEZF2 C9orf135-AS1,59,1.00820
Exc L5-6 FEZF2 IFNG-AS1,61,1.04238
Exc L5-6 FEZF2 OR1L8,1,0.0170882
Exc L5-6 THEMIS SMYD1,70,1.19617
Exc L5-6 THEMIS TNFAIP6,11,0.187970
Exc L6 FEZF2 FFAR4,8,0.136705
Exc L6 FEZF2 KLK7,36,0.615174
Exc L6 FEZF2 PROKR2,4,0.0683527
Exc L6 THEMIS LINC00343,163,2.78537
Exc L6 THEMIS SLN,13,0.222146
Exc L6 THEMIS SNTG2,18,0.307587
Inh L1 LAMP5 BMP2,18,0.307587
Inh L1 LAMP5 NMBR,27,0.461381
Inh L1 LAMP5 PVRL2,5,0.0854409
Inh L1 LAMP5 RAB11FIP1,9,0.153794
Inh L1 PAX6 CHRFAM7A,7,0.119617
Inh L1 PAX6 MIR101-1,20,0.341763
Inh L1 PVALB SST ASIC4,27,0.461381
Inh L1 SST DEFB108B,29,0.495557
Inh L1 SST P4HA3,4,0.0683527
Inh L1 VIP KLHDC8B,9,0.153794
Inh L1-2 PVALB CDK20,7,0.119617
Inh L1-2 SST CCNJL,60,1.02529
Inh L1-2 SST PRRT4,84,1.43541
Inh L1-2 VIP EXPH5,81,1.38414
Inh L1-2 VIP HTR3A,1,0.0170882
Inh L1-2 VIP SCML4,19,0.324675
Inh L1-3 SST FAM20A,136,2.32399
Inh L1-3 VIP CBLN1,39,0.666439
Inh L1-3 VIP CHRNA2,18,0.307587
Inh L1-3 VIP FNDC1,4,0.0683527
Inh L1-3 VIP HSPB6,81,1.38414
Inh L1-5 VIP LINC01013,18,0.307587
Inh L1-5 VIP PHLDB3,2,0.0341763
Inh L1-5 VIP SMOC1,46,0.786056
Inh L1-6 LAMP5 AARD,62,1.05947
Inh L1-6 LAMP5 CA1,24,0.410116
Inh L1-6 LAMP5 NES,16,0.273411
Inh L1-6 PVALB COL15A1,11,0.187970
Inh L1-6 SST NPY,4,0.0683527
Inh L1-6 VIP SLC7A6OS,2,0.0341763
Inh L2 PAX6 FREM2,7,0.119617
Inh L2 PVALB FRZB,10,0.170882
Inh L2 VIP SLC6A16,25,0.427204
Inh L2-3 SST NMU,37,0.632262
Inh L2-5 PVALB HHIPL1,3,0.0512645
Inh L2-5 PVALB RPH3AL,248,4.23787
Inh L3 PVALB SAMD13,18,0.307587
Inh L3-5 SST GGTLC3,139,2.37526
Inh L3-5 SST OR5AH1P,5,0.0854409
Inh L3-5 VIP HS3ST3A1,3,0.0512645
Inh L3-5 VIP IGDCC3,29,0.495557
Inh L3-5 VIP TAC3,27,0.461381
Inh L3-6 VIP ZIM2-AS1,10,0.170882
Inh L5 SST RPL35AP11,42,0.717703
Inh L5-6 LAMP5 CRABP1,18,0.307587
Inh L5-6 PVALB GAPDHP60,8,0.136705
Inh L5-6 PVALB KCNIP2,3,0.0512645
Inh L5-6 PVALB MEPE,10,0.170882
Inh L5-6 PVALB SST CRHR2,7,0.119617
Inh L5-6 PVALB ZFPM2-AS1,5,0.0854409
Inh L5-6 SST C4orf26,3,0.0512645
Inh L5-6 SST FBN2,1,0.0170882
Inh L5-6 SST ISX,2,0.0341763
Inh L5-6 SST KLHL1,19,0.324675
Inh L5-6 SST PAWR,8,0.136705
Inh L6 SST TH,2,0.0341763
Micro L1-6 TYROBP CD74,67,1.14491
Oligo L2-6 OPALIN FTH1P3,233,3.98154
Oligo L2-6 OPALIN MAP6D1,6,0.102529
Oligo L3-6 OPALIN ENPP6,2,0.0341763
OPC L1-6 PDGFRA COL20A1,49,0.837321
VLMC L1-5 PDGFRA COLEC12,1,0.0170882
