cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,19,0.293210
Astro L1-6 FGFR3 PLCG1,97,1.49691
Endo L2-5 NOSTRIN SRGN,5,0.0771605
Exc L2 LINC00507 GLRA3,1670,25.7716
Exc L2-3 RORB CCDC68,80,1.23457
Exc L2-3 RORB PTPN3,68,1.04938
Exc L2-3 RORB RTKN2,42,0.648148
Exc L3 RORB OTOGL,140,2.16049
Exc L3 THEMIS ENPEP,43,0.663580
Exc L3-5 FEZF2 ASGR2,30,0.462963
Exc L3-5 RORB LAMA4,3,0.0462963
Exc L3-5 RORB LINC01202,408,6.29630
Exc L3-5 RORB LNX2,342,5.27778
Exc L3-5 RORB RPRM,229,3.53395
Exc L3-5 RORB TNNT2,19,0.293210
Exc L5 FEZF2 NREP-AS1,21,0.324074
Exc L5 FEZF2 RNF144A-AS1,2,0.0308642
Exc L5 RORB MED8,176,2.71605
Exc L5 THEMIS FGF10,14,0.216049
Exc L5 THEMIS SLC22A18,101,1.55864
Exc L5-6 FEZF2 C9orf135-AS1,169,2.60802
Exc L5-6 FEZF2 IFNG-AS1,65,1.00309
Exc L5-6 FEZF2 OR1L8,7,0.108025
Exc L5-6 THEMIS SMYD1,96,1.48148
Exc L5-6 THEMIS TNFAIP6,24,0.370370
Exc L6 FEZF2 FFAR4,18,0.277778
Exc L6 FEZF2 KLK7,136,2.09877
Exc L6 FEZF2 POGK,11,0.169753
Exc L6 FEZF2 PROKR2,26,0.401235
Exc L6 THEMIS LINC00343,276,4.25926
Exc L6 THEMIS SLN,7,0.108025
Exc L6 THEMIS SNTG2,32,0.493827
Inh L1 LAMP5 BMP2,18,0.277778
Inh L1 LAMP5 NMBR,40,0.617284
Inh L1 LAMP5 PVRL2,3,0.0462963
Inh L1 LAMP5 RAB11FIP1,20,0.308642
Inh L1 PAX6 CHRFAM7A,43,0.663580
Inh L1 PAX6 MIR101-1,22,0.339506
Inh L1 PVALB SST ASIC4,30,0.462963
Inh L1 SST DEFB108B,57,0.879630
Inh L1 SST P4HA3,3,0.0462963
Inh L1 VIP KLHDC8B,5,0.0771605
Inh L1-2 PVALB CDK20,6,0.0925926
Inh L1-2 SST CCNJL,58,0.895062
Inh L1-2 SST CLIC6,4,0.0617284
Inh L1-2 SST PRRT4,63,0.972222
Inh L1-2 VIP EXPH5,44,0.679012
Inh L1-2 VIP PTGER3,6,0.0925926
Inh L1-2 VIP SCML4,7,0.108025
Inh L1-2 VIP WNT4,4,0.0617284
Inh L1-3 SST FAM20A,154,2.37654
Inh L1-3 VIP CBLN1,21,0.324074
Inh L1-3 VIP CHRNA2,20,0.308642
Inh L1-3 VIP FNDC1,6,0.0925926
Inh L1-3 VIP HSPB6,54,0.833333
Inh L1-5 VIP CD27-AS1,7,0.108025
Inh L1-5 VIP LINC01013,26,0.401235
Inh L1-5 VIP PHLDB3,5,0.0771605
Inh L1-5 VIP SMOC1,60,0.925926
Inh L1-6 LAMP5 AARD,42,0.648148
Inh L1-6 LAMP5 CA1,51,0.787037
Inh L1-6 LAMP5 NES,47,0.725309
Inh L1-6 PVALB COL15A1,29,0.447531
Inh L1-6 SST NPY,5,0.0771605
Inh L1-6 VIP SLC7A6OS,1,0.0154321
Inh L2 PAX6 FREM2,1,0.0154321
Inh L2 PVALB FRZB,17,0.262346
Inh L2 VIP SLC6A16,11,0.169753
Inh L2-3 SST NMU,38,0.586420
Inh L2-5 PVALB RPH3AL,343,5.29321
Inh L2-5 VIP SOX11,6,0.0925926
Inh L3 PVALB SAMD13,57,0.879630
Inh L3-5 SST GGTLC3,119,1.83642
Inh L3-5 SST OR5AH1P,2,0.0308642
Inh L3-5 VIP HS3ST3A1,10,0.154321
Inh L3-5 VIP IGDCC3,37,0.570988
Inh L3-5 VIP TAC3,3,0.0462963
Inh L3-6 PAX6 LINC01497,13,0.200617
Inh L3-6 VIP ZIM2-AS1,2,0.0308642
Inh L5 PVALB LRIG3,11,0.169753
Inh L5 SST RPL35AP11,67,1.03395
Inh L5-6 LAMP5 CRABP1,36,0.555556
Inh L5-6 PVALB GAPDHP60,13,0.200617
Inh L5-6 PVALB MEPE,14,0.216049
Inh L5-6 PVALB SST CRHR2,10,0.154321
Inh L5-6 PVALB ZFPM2-AS1,15,0.231481
Inh L5-6 SST BEAN1,1,0.0154321
Inh L5-6 SST C4orf26,8,0.123457
Inh L5-6 SST FBN2,12,0.185185
Inh L5-6 SST KLHL1,8,0.123457
Inh L5-6 SST PAWR,9,0.138889
Inh L5-6 SST PIK3CD,1,0.0154321
Inh L5-6 VIP COL4A3,3,0.0462963
Inh L6 SST TH,11,0.169753
Micro L1-6 TYROBP CD74,33,0.509259
Oligo L2-6 OPALIN FTH1P3,132,2.03704
Oligo L2-6 OPALIN MAP6D1,45,0.694444
Oligo L3-6 OPALIN LRP4-AS1,7,0.108025
OPC L1-6 PDGFRA COL20A1,48,0.740741
