cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,3,0.0461184
Astro L1-6 FGFR3 PLCG1,150,2.30592
Endo L2-5 NOSTRIN SRGN,3,0.0461184
Exc L2 LINC00507 ATP7B,10,0.153728
Exc L2 LINC00507 GLRA3,1625,24.9808
Exc L2-3 RORB CCDC68,47,0.722521
Exc L2-3 RORB PTPN3,170,2.61337
Exc L3 RORB OTOGL,207,3.18217
Exc L3 THEMIS ENPEP,179,2.75173
Exc L3-5 RORB LAMA4,32,0.491929
Exc L3-5 RORB LINC01202,310,4.76556
Exc L3-5 RORB LNX2,457,7.02537
Exc L3-5 RORB RPRM,115,1.76787
Exc L3-5 RORB TNNT2,1,0.0153728
Exc L5 FEZF2 CSN1S1,15,0.230592
Exc L5 FEZF2 RNF144A-AS1,7,0.107610
Exc L5 RORB MED8,94,1.44504
Exc L5 THEMIS FGF10,1,0.0153728
Exc L5 THEMIS SLC22A18,1,0.0153728
Exc L5-6 FEZF2 C9orf135-AS1,152,2.33666
Exc L5-6 FEZF2 IFNG-AS1,73,1.12221
Exc L5-6 FEZF2 OR1L8,1,0.0153728
Exc L5-6 THEMIS SMYD1,102,1.56802
Exc L5-6 THEMIS TNFAIP6,26,0.399693
Exc L6 FEZF2 FFAR4,15,0.230592
Exc L6 FEZF2 KLK7,69,1.06072
Exc L6 FEZF2 PROKR2,19,0.292083
Exc L6 THEMIS LINC00343,276,4.24289
Exc L6 THEMIS SLN,3,0.0461184
Inh L1 LAMP5 BMP2,26,0.399693
Inh L1 LAMP5 NMBR,40,0.614912
Inh L1 LAMP5 PVRL2,1,0.0153728
Inh L1 LAMP5 RAB11FIP1,6,0.0922367
Inh L1 PAX6 CHRFAM7A,10,0.153728
Inh L1 PAX6 MIR101-1,20,0.307456
Inh L1 PVALB SST ASIC4,37,0.568793
Inh L1 SST DEFB108B,32,0.491929
Inh L1 VIP KLHDC8B,6,0.0922367
Inh L1-2 PVALB CDK20,3,0.0461184
Inh L1-2 SST CCNJL,38,0.584166
Inh L1-2 SST PRRT4,79,1.21445
Inh L1-2 VIP EXPH5,71,1.09147
Inh L1-2 VIP PTGER3,1,0.0153728
Inh L1-2 VIP SCML4,3,0.0461184
Inh L1-3 SST FAM20A,118,1.81399
Inh L1-3 VIP CBLN1,37,0.568793
Inh L1-3 VIP CHRNA2,38,0.584166
Inh L1-3 VIP FNDC1,24,0.368947
Inh L1-3 VIP HSPB6,92,1.41430
Inh L1-5 VIP CD27-AS1,4,0.0614912
Inh L1-5 VIP LINC01013,22,0.338201
Inh L1-5 VIP SMOC1,89,1.36818
Inh L1-6 LAMP5 AARD,70,1.07610
Inh L1-6 LAMP5 CA1,14,0.215219
Inh L1-6 LAMP5 NES,31,0.476556
Inh L1-6 PVALB COL15A1,32,0.491929
Inh L1-6 SST NPY,4,0.0614912
Inh L1-6 VIP SLC7A6OS,7,0.107610
Inh L2 PVALB FRZB,16,0.245965
Inh L2 VIP SLC6A16,28,0.430438
Inh L2-3 SST NMU,32,0.491929
Inh L2-5 PVALB HHIPL1,7,0.107610
Inh L2-5 PVALB RPH3AL,227,3.48962
Inh L2-5 VIP SOX11,4,0.0614912
Inh L3 PVALB SAMD13,65,0.999231
Inh L3-5 SST GGTLC3,146,2.24443
Inh L3-5 VIP HS3ST3A1,14,0.215219
Inh L3-5 VIP IGDCC3,34,0.522675
Inh L3-5 VIP TAC3,29,0.445811
Inh L3-6 PAX6 LINC01497,10,0.153728
Inh L3-6 VIP ZIM2-AS1,3,0.0461184
Inh L5 PVALB LRIG3,2,0.0307456
Inh L5 SST RPL35AP11,52,0.799385
Inh L5-6 LAMP5 CRABP1,27,0.415065
Inh L5-6 PVALB GAPDHP60,11,0.169101
Inh L5-6 PVALB KCNIP2,3,0.0461184
Inh L5-6 PVALB MEPE,19,0.292083
Inh L5-6 PVALB SST CRHR2,6,0.0922367
Inh L5-6 PVALB ZFPM2-AS1,14,0.215219
Inh L5-6 SST DNAJC14,1,0.0153728
Inh L5-6 SST FBN2,5,0.0768640
Inh L5-6 SST ISX,1,0.0153728
Inh L5-6 SST KLHL1,18,0.276710
Inh L5-6 SST PAWR,13,0.199846
Inh L5-6 VIP COL4A3,1,0.0153728
Inh L6 SST TH,4,0.0614912
Micro L1-6 TYROBP CD74,59,0.906995
Oligo L2-6 OPALIN FTH1P3,415,6.37971
Oligo L2-6 OPALIN MAP6D1,2,0.0307456
Oligo L3-6 OPALIN ENPP6,19,0.292083
Oligo L3-6 OPALIN LRP4-AS1,2,0.0307456
OPC L1-6 PDGFRA COL20A1,50,0.768640
VLMC L1-5 PDGFRA COLEC12,48,0.737894
