cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,67,0.847136
Endo L2-5 NOSTRIN SRGN,20,0.252876
Exc L2 LAMP5 KCNG3,2,0.0252876
Exc L2 LINC00507 ATP7B,4,0.0505753
Exc L2 LINC00507 GLRA3,1582,20.0025
Exc L2-3 LINC00507 DSG3,65,0.821849
Exc L2-3 RORB CCDC68,255,3.22417
Exc L2-3 RORB PTPN3,121,1.52990
Exc L2-3 RORB RTKN2,162,2.04830
Exc L3 LAMP5 CARM1P1,651,8.23113
Exc L3 RORB OTOGL,144,1.82071
Exc L3 THEMIS ENPEP,173,2.18738
Exc L3-5 FEZF2 ASGR2,63,0.796561
Exc L3-5 RORB LAMA4,15,0.189657
Exc L3-5 RORB LINC01202,53,0.670123
Exc L3-5 RORB LNX2,422,5.33569
Exc L3-5 RORB RPRM,62,0.783917
Exc L3-5 RORB TNNT2,50,0.632191
Exc L5 FEZF2 CSN1S1,47,0.594260
Exc L5 FEZF2 NREP-AS1,22,0.278164
Exc L5 FEZF2 PKD2L1,40,0.505753
Exc L5 FEZF2 RNF144A-AS1,8,0.101151
Exc L5 RORB MED8,37,0.467821
Exc L5 THEMIS FGF10,11,0.139082
Exc L5 THEMIS LINC01116,11,0.139082
Exc L5 THEMIS RGPD6,14,0.177014
Exc L5 THEMIS SLC22A18,203,2.56670
Exc L5 THEMIS VILL,47,0.594260
Exc L5-6 FEZF2 C9orf135-AS1,277,3.50234
Exc L5-6 FEZF2 FILIP1L,11,0.139082
Exc L5-6 FEZF2 IFNG-AS1,60,0.758629
Exc L5-6 FEZF2 LPO,12,0.151726
Exc L5-6 FEZF2 OR1L8,15,0.189657
Exc L5-6 FEZF2 SH2D1B,17,0.214945
Exc L5-6 THEMIS SMYD1,115,1.45404
Exc L5-6 THEMIS TNFAIP6,109,1.37818
Exc L6 FEZF2 FFAR4,5,0.0632191
Exc L6 FEZF2 KLK7,137,1.73220
Exc L6 FEZF2 POGK,1,0.0126438
Exc L6 FEZF2 PROKR2,2,0.0252876
Exc L6 THEMIS LINC00343,217,2.74371
Exc L6 THEMIS SLN,41,0.518397
Exc L6 THEMIS SNTG2,187,2.36439
Inh L1 LAMP5 BMP2,34,0.429890
Inh L1 LAMP5 NMBR,26,0.328739
Inh L1 LAMP5 PVRL2,5,0.0632191
Inh L1 LAMP5 RAB11FIP1,31,0.391959
Inh L1 PAX6 CHRFAM7A,33,0.417246
Inh L1 PAX6 MIR101-1,14,0.177014
Inh L1 PVALB SST ASIC4,22,0.278164
Inh L1 SST DEFB108B,37,0.467821
Inh L1 SST P4HA3,6,0.0758629
Inh L1 VIP KLHDC8B,8,0.101151
Inh L1-2 PVALB CDK20,7,0.0885068
Inh L1-2 SST CCNJL,41,0.518397
Inh L1-2 SST CLIC6,8,0.101151
Inh L1-2 SST PRRT4,36,0.455178
Inh L1-2 VIP EXPH5,76,0.960931
Inh L1-2 VIP HTR3A,3,0.0379315
Inh L1-2 VIP PTGER3,13,0.164370
Inh L1-2 VIP SCML4,5,0.0632191
Inh L1-2 VIP WNT4,7,0.0885068
Inh L1-3 SST FAM20A,121,1.52990
Inh L1-3 VIP CBLN1,48,0.606904
Inh L1-3 VIP CHRNA2,23,0.290808
Inh L1-3 VIP FNDC1,6,0.0758629
Inh L1-3 VIP HSPB6,47,0.594260
Inh L1-5 VIP CD27-AS1,2,0.0252876
Inh L1-5 VIP LINC01013,16,0.202301
Inh L1-5 VIP PHLDB3,3,0.0379315
Inh L1-5 VIP SMOC1,83,1.04944
Inh L1-6 LAMP5 AARD,145,1.83335
Inh L1-6 LAMP5 CA1,37,0.467821
Inh L1-6 LAMP5 NES,20,0.252876
