cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,10,0.158353
Astro L1-6 FGFR3 AQP1,24,0.380048
Astro L1-6 FGFR3 PLCG1,213,3.37292
Endo L2-5 NOSTRIN SRGN,6,0.0950119
Exc L2 LINC00507 ATP7B,11,0.174188
Exc L2 LINC00507 GLRA3,1753,27.7593
Exc L2-3 LINC00507 DSG3,1,0.0158353
Exc L2-3 RORB CCDC68,65,1.02930
Exc L2-3 RORB PTPN3,147,2.32779
Exc L2-3 RORB RTKN2,4,0.0633413
Exc L3 LAMP5 CARM1P1,70,1.10847
Exc L3 RORB OTOGL,76,1.20348
Exc L3 THEMIS ENPEP,97,1.53603
Exc L3-5 RORB LAMA4,6,0.0950119
Exc L3-5 RORB LINC01202,492,7.79097
Exc L3-5 RORB LNX2,435,6.88836
Exc L3-5 RORB RPRM,91,1.44101
Exc L3-5 RORB TNNT2,10,0.158353
Exc L5 FEZF2 CSN1S1,15,0.237530
Exc L5 FEZF2 NREP-AS1,13,0.205859
Exc L5 RORB MED8,124,1.96358
Exc L5 THEMIS FGF10,30,0.475059
Exc L5 THEMIS SLC22A18,65,1.02930
Exc L5-6 FEZF2 C9orf135-AS1,139,2.20111
Exc L5-6 FEZF2 IFNG-AS1,86,1.36184
Exc L5-6 FEZF2 OR1L8,9,0.142518
Exc L5-6 THEMIS SMYD1,104,1.64687
Exc L5-6 THEMIS TNFAIP6,39,0.617577
Exc L6 FEZF2 FFAR4,1,0.0158353
Exc L6 FEZF2 KLK7,60,0.950119
Exc L6 FEZF2 POGK,5,0.0791766
Exc L6 FEZF2 PROKR2,18,0.285036
Exc L6 THEMIS LINC00343,166,2.62866
Exc L6 THEMIS SLN,6,0.0950119
Exc L6 THEMIS SNTG2,28,0.443389
Inh L1 LAMP5 BMP2,9,0.142518
Inh L1 LAMP5 NMBR,16,0.253365
Inh L1 LAMP5 PVRL2,4,0.0633413
Inh L1 LAMP5 RAB11FIP1,12,0.190024
Inh L1 PAX6 CHRFAM7A,12,0.190024
Inh L1 PAX6 MIR101-1,16,0.253365
Inh L1 PVALB SST ASIC4,17,0.269200
Inh L1 SST DEFB108B,26,0.411718
Inh L1 SST P4HA3,1,0.0158353
Inh L1 VIP KLHDC8B,6,0.0950119
Inh L1-2 PVALB CDK20,1,0.0158353
Inh L1-2 SST CCNJL,36,0.570071
Inh L1-2 SST PRRT4,80,1.26683
Inh L1-2 VIP EXPH5,44,0.696754
Inh L1-2 VIP SCML4,2,0.0316706
Inh L1-3 SST FAM20A,79,1.25099
Inh L1-3 VIP CBLN1,20,0.316706
Inh L1-3 VIP CHRNA2,17,0.269200
Inh L1-3 VIP FNDC1,24,0.380048
Inh L1-3 VIP HSPB6,58,0.918448
Inh L1-5 VIP LINC01013,12,0.190024
Inh L1-5 VIP SMOC1,38,0.601742
Inh L1-6 LAMP5 AARD,54,0.855107
Inh L1-6 LAMP5 CA1,11,0.174188
Inh L1-6 LAMP5 NES,6,0.0950119
Inh L1-6 PVALB COL15A1,14,0.221694
Inh L1-6 SST NPY,3,0.0475059
Inh L2 PAX6 FREM2,6,0.0950119
Inh L2 PVALB FRZB,1,0.0158353
Inh L2 VIP SLC6A16,30,0.475059
Inh L2-3 SST NMU,25,0.395883
Inh L2-5 PVALB RPH3AL,222,3.51544
Inh L2-5 VIP SOX11,7,0.110847
Inh L3 PVALB SAMD13,26,0.411718
Inh L3-5 SST GGTLC3,110,1.74188
Inh L3-5 SST OR5AH1P,10,0.158353
Inh L3-5 VIP HS3ST3A1,3,0.0475059
Inh L3-5 VIP IGDCC3,27,0.427553
Inh L3-5 VIP TAC3,12,0.190024
Inh L3-6 VIP ZIM2-AS1,3,0.0475059
Inh L5 PVALB LRIG3,5,0.0791766
Inh L5 SST RPL35AP11,37,0.585907
Inh L5-6 LAMP5 CRABP1,26,0.411718
Inh L5-6 PVALB GAPDHP60,8,0.126683
Inh L5-6 PVALB MEPE,15,0.237530
Inh L5-6 PVALB SST CRHR2,3,0.0475059
Inh L5-6 PVALB ZFPM2-AS1,21,0.332542
Inh L5-6 SST C4orf26,1,0.0158353
Inh L5-6 SST DNAJC14,8,0.126683
Inh L5-6 SST KLHL1,14,0.221694
Inh L5-6 SST PAWR,11,0.174188
Inh L5-6 SST PIK3CD,1,0.0158353
Inh L6 SST TH,5,0.0791766
Micro L1-6 TYROBP CD74,62,0.981789
Oligo L2-6 OPALIN FTH1P3,355,5.62154
Oligo L2-6 OPALIN MAP6D1,12,0.190024
Oligo L3-6 OPALIN ENPP6,30,0.475059
Oligo L3-6 OPALIN LRP4-AS1,6,0.0950119
OPC L1-6 PDGFRA COL20A1,169,2.67617
VLMC L1-5 PDGFRA COLEC12,7,0.110847
