cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,119,1.82487
Endo L2-5 NOSTRIN SRGN,4,0.0613403
Exc L2 LAMP5 KCNG3,9,0.138016
Exc L2 LINC00507 GLRA3,1734,26.5910
Exc L2-3 RORB CCDC68,1,0.0153351
Exc L2-3 RORB PTPN3,75,1.15013
Exc L3 RORB OTOGL,130,1.99356
Exc L3 THEMIS ENPEP,1,0.0153351
Exc L3-5 FEZF2 ASGR2,89,1.36482
Exc L3-5 RORB LINC01202,92,1.41083
Exc L3-5 RORB LNX2,289,4.43184
Exc L3-5 RORB RPRM,370,5.67398
Exc L5 FEZF2 CSN1S1,7,0.107345
Exc L5 FEZF2 NREP-AS1,58,0.889434
Exc L5 FEZF2 PKD2L1,17,0.260696
Exc L5 FEZF2 RNF144A-AS1,88,1.34949
Exc L5 RORB MED8,146,2.23892
Exc L5 THEMIS SLC22A18,269,4.12513
Exc L5-6 FEZF2 C9orf135-AS1,95,1.45683
Exc L5-6 FEZF2 FILIP1L,1,0.0153351
Exc L5-6 FEZF2 IFNG-AS1,78,1.19614
Exc L5-6 FEZF2 LPO,10,0.153351
Exc L5-6 FEZF2 OR1L8,2,0.0306701
Exc L5-6 THEMIS SMYD1,45,0.690078
Exc L5-6 THEMIS TNFAIP6,32,0.490722
Exc L6 FEZF2 FFAR4,37,0.567398
Exc L6 FEZF2 KLK7,148,2.26959
Exc L6 FEZF2 PROKR2,34,0.521392
Exc L6 THEMIS LINC00343,139,2.13157
Exc L6 THEMIS SLN,63,0.966109
Exc L6 THEMIS SNTG2,99,1.51817
Inh L1 LAMP5 BMP2,11,0.168686
Inh L1 LAMP5 NMBR,30,0.460052
Inh L1 LAMP5 PVRL2,6,0.0920104
Inh L1 LAMP5 RAB11FIP1,5,0.0766754
Inh L1 PAX6 CHRFAM7A,70,1.07345
Inh L1 PAX6 MIR101-1,17,0.260696
Inh L1 PVALB SST ASIC4,17,0.260696
Inh L1 SST DEFB108B,43,0.659408
Inh L1 SST P4HA3,22,0.337372
Inh L1 VIP KLHDC8B,8,0.122681
Inh L1-2 PVALB CDK20,17,0.260696
Inh L1-2 SST CCNJL,58,0.889434
Inh L1-2 SST CLIC6,9,0.138016
Inh L1-2 SST PRRT4,1,0.0153351
Inh L1-2 VIP EXPH5,14,0.214691
Inh L1-2 VIP HTR3A,5,0.0766754
Inh L1-2 VIP PTGER3,2,0.0306701
Inh L1-2 VIP SCML4,11,0.168686
Inh L1-3 SST FAM20A,209,3.20503
Inh L1-3 VIP CBLN1,19,0.291366
Inh L1-3 VIP CHRNA2,36,0.552063
Inh L1-3 VIP FNDC1,5,0.0766754
Inh L1-3 VIP HSPB6,56,0.858764
Inh L1-5 VIP CD27-AS1,12,0.184021
Inh L1-5 VIP LINC01013,18,0.276031
Inh L1-5 VIP PHLDB3,2,0.0306701
Inh L1-5 VIP SMOC1,64,0.981445
Inh L1-6 LAMP5 AARD,24,0.368042
Inh L1-6 LAMP5 CA1,71,1.08879
Inh L1-6 LAMP5 NES,51,0.782089
Inh L1-6 PVALB COL15A1,39,0.598068
Inh L1-6 SST NPY,6,0.0920104
Inh L1-6 VIP SLC7A6OS,11,0.168686
Inh L2 PAX6 FREM2,5,0.0766754
Inh L2 PVALB FRZB,26,0.398712
Inh L2 VIP SLC6A16,10,0.153351
Inh L2-3 SST NMU,30,0.460052
Inh L2-5 PVALB RPH3AL,303,4.64653
Inh L2-5 VIP BSPRY,1,0.0153351
Inh L2-5 VIP SOX11,3,0.0460052
Inh L3 PVALB SAMD13,13,0.199356
Inh L3-5 SST GGTLC3,138,2.11624
Inh L3-5 VIP HS3ST3A1,9,0.138016
Inh L3-5 VIP IGDCC3,21,0.322036
Inh L3-5 VIP TAC3,9,0.138016
Inh L3-6 PAX6 LINC01497,1,0.0153351
Inh L3-6 VIP ZIM2-AS1,6,0.0920104
Inh L5 PVALB LRIG3,15,0.230026
Inh L5 SST RPL35AP11,97,1.48750
Inh L5-6 LAMP5 CRABP1,44,0.674743
Inh L5-6 PVALB FAM150B,7,0.107345
Inh L5-6 PVALB GAPDHP60,24,0.368042
Inh L5-6 PVALB KCNIP2,2,0.0306701
Inh L5-6 PVALB MEPE,30,0.460052
Inh L5-6 PVALB SST CRHR2,5,0.0766754
Inh L5-6 PVALB ZFPM2-AS1,34,0.521392
Inh L5-6 SST C4orf26,18,0.276031
Inh L5-6 SST DNAJC14,11,0.168686
Inh L5-6 SST ISX,13,0.199356
Inh L5-6 SST KLHL1,12,0.184021
Inh L5-6 SST PAWR,17,0.260696
Inh L5-6 SST PIK3CD,5,0.0766754
Inh L5-6 VIP COL4A3,3,0.0460052
Inh L6 SST TH,13,0.199356
Micro L1-6 TYROBP CD74,64,0.981445
Oligo L2-6 OPALIN FTH1P3,104,1.59485
Oligo L3-6 OPALIN LRP4-AS1,5,0.0766754
OPC L1-6 PDGFRA COL20A1,169,2.59163
VLMC L1-5 PDGFRA COLEC12,4,0.0613403
