cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.00987849
Astro L1-6 FGFR3 AQP1,9,0.0889065
Astro L1-6 FGFR3 PLCG1,225,2.22266
Endo L2-5 NOSTRIN SRGN,39,0.385261
Exc L2 LAMP5 KCNG3,4,0.0395140
Exc L2 LINC00507 ATP7B,7,0.0691495
Exc L2 LINC00507 GLRA3,3145,31.0679
Exc L2-3 RORB CCDC68,51,0.503803
Exc L2-3 RORB PTPN3,117,1.15578
Exc L2-3 RORB RTKN2,11,0.108663
Exc L3 RORB OTOGL,259,2.55853
Exc L3 THEMIS ENPEP,14,0.138299
Exc L3-5 FEZF2 ASGR2,4,0.0395140
Exc L3-5 RORB LAMA4,5,0.0493925
Exc L3-5 RORB LINC01202,360,3.55626
Exc L3-5 RORB LNX2,525,5.18621
Exc L3-5 RORB RPRM,135,1.33360
Exc L3-5 RORB TNNT2,7,0.0691495
Exc L5 FEZF2 CSN1S1,69,0.681616
Exc L5 FEZF2 NREP-AS1,8,0.0790280
Exc L5 FEZF2 PKD2L1,24,0.237084
Exc L5 FEZF2 RNF144A-AS1,30,0.296355
Exc L5 RORB MED8,146,1.44226
Exc L5 THEMIS SLC22A18,215,2.12388
Exc L5-6 FEZF2 C9orf135-AS1,155,1.53117
Exc L5-6 FEZF2 IFNG-AS1,149,1.47190
Exc L5-6 FEZF2 LPO,1,0.00987849
Exc L5-6 FEZF2 OR1L8,5,0.0493925
Exc L5-6 THEMIS SMYD1,334,3.29942
Exc L5-6 THEMIS TNFAIP6,49,0.484046
Exc L6 FEZF2 FFAR4,6,0.0592710
Exc L6 FEZF2 KLK7,88,0.869308
Exc L6 FEZF2 POGK,18,0.177813
Exc L6 FEZF2 PROKR2,22,0.217327
Exc L6 THEMIS LINC00343,68,0.671738
Exc L6 THEMIS SLN,154,1.52129
Exc L6 THEMIS SNTG2,167,1.64971
Inh L1 LAMP5 BMP2,37,0.365504
Inh L1 LAMP5 NMBR,67,0.661859
Inh L1 LAMP5 PVRL2,19,0.187691
Inh L1 LAMP5 RAB11FIP1,34,0.335869
Inh L1 PAX6 CHRFAM7A,81,0.800158
Inh L1 PAX6 MIR101-1,54,0.533439
Inh L1 PVALB SST ASIC4,38,0.375383
Inh L1 SST DEFB108B,101,0.997728
Inh L1 SST P4HA3,28,0.276598
Inh L1 VIP KLHDC8B,17,0.167934
Inh L1-2 PVALB CDK20,48,0.474168
Inh L1-2 SST CCNJL,129,1.27433
Inh L1-2 SST CLIC6,4,0.0395140
Inh L1-2 SST PRRT4,77,0.760644
Inh L1-2 VIP EXPH5,76,0.750766
Inh L1-2 VIP HTR3A,1,0.00987849
Inh L1-2 VIP PTGER3,15,0.148177
Inh L1-2 VIP SCML4,32,0.316112
Inh L1-2 VIP WNT4,13,0.128420
Inh L1-3 SST FAM20A,289,2.85488
Inh L1-3 VIP CBLN1,66,0.651981
Inh L1-3 VIP CHRNA2,26,0.256841
Inh L1-3 VIP FNDC1,12,0.118542
Inh L1-3 VIP HSPB6,143,1.41262
Inh L1-5 VIP CD27-AS1,4,0.0395140
Inh L1-5 VIP LINC01013,33,0.325990
Inh L1-5 VIP PHLDB3,3,0.0296355
Inh L1-5 VIP SMOC1,104,1.02736
Inh L1-6 LAMP5 AARD,62,0.612467
Inh L1-6 LAMP5 CA1,51,0.503803
Inh L1-6 LAMP5 NES,96,0.948335
Inh L1-6 PVALB COL15A1,21,0.207448
Inh L1-6 SST NPY,8,0.0790280
Inh L1-6 VIP SLC7A6OS,4,0.0395140
Inh L2 PAX6 FREM2,9,0.0889065
Inh L2 PVALB FRZB,21,0.207448
Inh L2 VIP SLC6A16,54,0.533439
Inh L2-3 SST NMU,22,0.217327
Inh L2-5 PVALB HHIPL1,2,0.0197570
Inh L2-5 PVALB RPH3AL,363,3.58589
Inh L2-5 VIP BSPRY,3,0.0296355
Inh L2-5 VIP SOX11,18,0.177813
Inh L3 PVALB SAMD13,18,0.177813
Inh L3-5 SST GGTLC3,185,1.82752
Inh L3-5 SST OR5AH1P,2,0.0197570
Inh L3-5 VIP HS3ST3A1,3,0.0296355
Inh L3-5 VIP IGDCC3,55,0.543317
Inh L3-5 VIP TAC3,14,0.138299
Inh L3-6 PAX6 LINC01497,14,0.138299
Inh L3-6 VIP ZIM2-AS1,7,0.0691495
Inh L5 PVALB LRIG3,10,0.0987849
Inh L5 SST RPL35AP11,75,0.740887
Inh L5-6 LAMP5 CRABP1,47,0.464289
Inh L5-6 PVALB FAM150B,20,0.197570
Inh L5-6 PVALB GAPDHP60,13,0.128420
Inh L5-6 PVALB KCNIP2,3,0.0296355
Inh L5-6 PVALB MEPE,32,0.316112
Inh L5-6 PVALB SST CRHR2,15,0.148177
Inh L5-6 PVALB ZFPM2-AS1,13,0.128420
Inh L5-6 SST BEAN1,5,0.0493925
Inh L5-6 SST C4orf26,23,0.227205
Inh L5-6 SST DNAJC14,4,0.0395140
Inh L5-6 SST FBN2,2,0.0197570
Inh L5-6 SST ISX,27,0.266719
Inh L5-6 SST KLHL1,21,0.207448
Inh L5-6 SST PAWR,25,0.246962
Inh L5-6 VIP COL4A3,1,0.00987849
Inh L6 SST TH,10,0.0987849
Micro L1-6 TYROBP CD74,160,1.58056
Oligo L2-6 OPALIN FTH1P3,263,2.59804
Oligo L2-6 OPALIN MAP6D1,25,0.246962
Oligo L3-6 OPALIN ENPP6,7,0.0691495
Oligo L3-6 OPALIN LRP4-AS1,2,0.0197570
OPC L1-6 PDGFRA COL20A1,106,1.04712
VLMC L1-5 PDGFRA COLEC12,5,0.0493925
