cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,76,1.04799
Endo L2-5 NOSTRIN SRGN,3,0.0413679
Exc L2 LAMP5 KCNG3,5,0.0689465
Exc L2 LINC00507 ATP7B,7,0.0965251
Exc L2 LINC00507 GLRA3,1581,21.8009
Exc L2-3 LINC00507 DSG3,96,1.32377
Exc L2-3 RORB CCDC68,262,3.61280
Exc L2-3 RORB PTPN3,124,1.70987
Exc L2-3 RORB RTKN2,138,1.90292
Exc L3 LAMP5 CARM1P1,577,7.95643
Exc L3 RORB OTOGL,125,1.72366
Exc L3 THEMIS ENPEP,139,1.91671
Exc L3-5 FEZF2 ASGR2,69,0.951462
Exc L3-5 FEZF2 LINC01107,12,0.165472
Exc L3-5 RORB LAMA4,20,0.275786
Exc L3-5 RORB LINC01202,38,0.523993
Exc L3-5 RORB LNX2,343,4.72973
Exc L3-5 RORB RPRM,36,0.496415
Exc L3-5 RORB TNNT2,42,0.579151
Exc L5 FEZF2 CSN1S1,49,0.675676
Exc L5 FEZF2 NREP-AS1,25,0.344732
Exc L5 FEZF2 PKD2L1,20,0.275786
Exc L5 FEZF2 RNF144A-AS1,24,0.330943
Exc L5 RORB MED8,26,0.358522
Exc L5 THEMIS FGF10,13,0.179261
Exc L5 THEMIS LINC01116,11,0.151682
Exc L5 THEMIS RGPD6,8,0.110314
Exc L5 THEMIS SLC22A18,215,2.96470
Exc L5 THEMIS VILL,43,0.592940
Exc L5-6 FEZF2 C9orf135-AS1,186,2.56481
Exc L5-6 FEZF2 IFNG-AS1,67,0.923883
Exc L5-6 FEZF2 LPO,8,0.110314
Exc L5-6 FEZF2 OR1L8,14,0.193050
Exc L5-6 FEZF2 SH2D1B,21,0.289575
Exc L5-6 THEMIS SMYD1,105,1.44788
Exc L5-6 THEMIS TNFAIP6,128,1.76503
Exc L6 FEZF2 FFAR4,5,0.0689465
Exc L6 FEZF2 KLK7,111,1.53061
Exc L6 THEMIS LINC00343,149,2.05461
