,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Global,mast cell,CL:0000097,female,unknown,2,0.004937418224010665
1,Global,macrophage,CL:0000235,female,unknown,5,0.012343545560026663
2,Global,CD4-positive helper T cell,CL:0000492,female,unknown,38,0.09381094625620263
3,Global,lymphocyte,CL:0000542,female,unknown,12,0.029624509344063986
4,Global,animal cell,CL:0000548,female,unknown,53,0.13084158293628262
5,Global,megakaryocyte,CL:0000556,female,unknown,2,0.004937418224010665
6,Global,alveolar macrophage,CL:0000583,female,unknown,1,0.0024687091120053324
7,Global,erythroid lineage cell,CL:0000764,female,unknown,87,0.2147776927444639
8,Global,plasmacytoid dendritic cell,CL:0000784,female,unknown,21,0.05184289135211198
9,Global,plasma cell,CL:0000786,female,unknown,28,0.06912385513614931
10,Global,memory B cell,CL:0000787,female,unknown,72,0.17774705606438393
11,Global,naive B cell,CL:0000788,female,unknown,158,0.3900560396968425
12,Global,alpha-beta T cell,CL:0000789,female,unknown,35,0.08640481892018664
13,Global,gamma-delta T cell,CL:0000798,female,unknown,52,0.12837287382427728
14,Global,regulatory T cell,CL:0000815,female,unknown,26,0.06418643691213864
15,Global,precursor B cell,CL:0000817,female,unknown,23,0.05678030957612265
16,Global,pro-B cell,CL:0000826,female,unknown,7,0.017280963784037328
17,Global,germinal center B cell,CL:0000844,female,unknown,2,0.004937418224010665
18,Global,classical monocyte,CL:0000860,female,unknown,185,0.4567111857209865
19,Global,non-classical monocyte,CL:0000875,female,unknown,59,0.1456538376083146
20,Global,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,female,unknown,194,0.4789295677290345
21,Global,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,female,unknown,18,0.04443676401609598
22,Global,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,female,unknown,82,0.20243414718443725
23,Global,"CD8-positive, alpha-beta memory T cell",CL:0000909,female,unknown,3,0.0074061273360159965
