,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,fibroblast,CL:0000057,male,unknown,327,14.119170984455959
1,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,motor neuron,CL:0000100,male,unknown,1,0.04317789291882556
2,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,glial cell,CL:0000125,male,unknown,95,4.101899827288428
3,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,gut endothelial cell,CL:0000131,male,unknown,104,4.490500863557859
4,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,secretory cell,CL:0000151,male,unknown,20,0.8635578583765112
5,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,enteroendocrine cell,CL:0000164,male,unknown,32,1.381692573402418
6,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,neuroendocrine cell,CL:0000165,male,unknown,17,0.7340241796200345
7,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,myofibroblast cell,CL:0000186,male,unknown,113,4.879101899827289
8,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,macrophage,CL:0000235,male,unknown,27,1.16580310880829
9,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,B cell,CL:0000236,male,unknown,57,2.461139896373057
10,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,dendritic cell,CL:0000451,male,unknown,2,0.08635578583765112
11,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,enterocyte,CL:0000584,male,unknown,445,19.214162348877377
12,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,natural killer cell,CL:0000623,male,unknown,23,0.9930915371329878
13,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,pericyte cell,CL:0000669,male,unknown,54,2.33160621761658
14,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,gut absorptive cell,CL:0000677,male,unknown,40,1.7271157167530224
15,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,leukocyte,CL:0000738,male,unknown,12,0.5181347150259068
16,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,erythroid lineage cell,CL:0000764,male,unknown,66,2.849740932642487
17,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,plasmacytoid dendritic cell,CL:0000784,male,unknown,6,0.2590673575129534
18,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,naive T cell,CL:0000898,male,unknown,2,0.08635578583765112
19,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,group 3 innate lymphoid cell,CL:0001071,male,unknown,1,0.04317789291882556
20,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,interstitial cell of Cajal,CL:0002088,male,unknown,12,0.5181347150259068
21,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,neural cell,CL:0002319,male,unknown,10,0.4317789291882556
22,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,enteric smooth muscle cell,CL:0002504,male,unknown,199,8.592400690846286
23,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,inhibitory motor neuron,CL:0008015,male,unknown,2,0.08635578583765112
24,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,transit amplifying cell of colon,CL:0009011,male,unknown,17,0.7340241796200345
25,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,transit amplifying cell of small intestine,CL:0009012,male,unknown,246,10.621761658031089
26,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,intestinal crypt stem cell of large intestine,CL:0009016,male,unknown,55,2.3747841105354057
27,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,intestinal crypt stem cell of small intestine,CL:0009017,male,unknown,1,0.04317789291882556
28,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,progenitor cell,CL:0011026,male,unknown,14,0.6044905008635579
29,Spatiotemporal analysis of human intestinal development at single-cell resolution: Adult A2,intestine goblet cell,CL:0019031,male,unknown,316,13.644214162348877
