,dataset_name,cell_type,cell_type_ontology_id,sex,race,count,percentage
0,Survey of human embryonic development,native cell,CL:0000003,female,unknown,11,0.036818851251840944
1,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,177,0.5924487883250771
2,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,1302,4.358013120899719
3,Survey of human embryonic development,syncytiotrophoblast cell,CL:0000525,female,unknown,729,2.440085687508368
4,Survey of human embryonic development,megakaryocyte,CL:0000556,female,unknown,5,0.016735841478109522
5,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,100,0.3347168295621904
6,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,43,0.14392823671174185
7,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,222,0.7430713616280626
8,Survey of human embryonic development,trophoblast giant cell,CL:0002488,female,unknown,3,0.010041504886865713
9,Survey of human embryonic development,extravillous trophoblast,CL:0008036,female,unknown,393,1.3154371401794083
10,Survey of human embryonic development,chorionic trophoblast cell,CL:0011101,female,unknown,137,0.4585620565002008
11,Survey of human embryonic development,native cell,CL:0000003,female,unknown,2,0.006694336591243807
12,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,183,0.6125317980988084
13,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,1424,4.766367652965591
14,Survey of human embryonic development,syncytiotrophoblast cell,CL:0000525,female,unknown,3130,10.47663676529656
15,Survey of human embryonic development,megakaryocyte,CL:0000556,female,unknown,4,0.013388673182487614
16,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,21,0.07029053420805999
17,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,24,0.0803320390949257
18,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,286,0.9572901325478645
19,Survey of human embryonic development,trophoblast giant cell,CL:0002488,female,unknown,215,0.7196411835587093
20,Survey of human embryonic development,extravillous trophoblast,CL:0008036,female,unknown,333,1.114607042442094
21,Survey of human embryonic development,chorionic trophoblast cell,CL:0011101,female,unknown,53,0.1773999196679609
22,Survey of human embryonic development,native cell,CL:0000003,female,unknown,4,0.013388673182487614
23,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,176,0.5891016200294551
24,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,2163,7.239925023430178
25,Survey of human embryonic development,syncytiotrophoblast cell,CL:0000525,female,unknown,3906,13.074039362699155
26,Survey of human embryonic development,megakaryocyte,CL:0000556,female,unknown,9,0.030124514660597134
27,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,10,0.033471682956219044
28,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,3,0.010041504886865713
29,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,384,1.2853126255188112
30,Survey of human embryonic development,trophoblast giant cell,CL:0002488,female,unknown,45,0.15062257330298567
31,Survey of human embryonic development,extravillous trophoblast,CL:0008036,female,unknown,56,0.18744142455482662
32,Survey of human embryonic development,chorionic trophoblast cell,CL:0011101,female,unknown,2,0.006694336591243807
33,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,19,0.06359619761681617
34,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,460,1.5396974159860757
35,Survey of human embryonic development,syncytiotrophoblast cell,CL:0000525,female,unknown,806,2.6978176462712544
36,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,19,0.06359619761681617
37,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,2,0.006694336591243807
38,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,80,0.26777346364975235
39,Survey of human embryonic development,trophoblast giant cell,CL:0002488,female,unknown,255,0.8535279153835855
40,Survey of human embryonic development,extravillous trophoblast,CL:0008036,female,unknown,64,0.21421877091980182
41,Survey of human embryonic development,chorionic trophoblast cell,CL:0011101,female,unknown,6,0.020083009773731425
42,Survey of human embryonic development,native cell,CL:0000003,female,unknown,6,0.020083009773731425
43,Survey of human embryonic development,smooth muscle cell,CL:0000192,female,unknown,43,0.14392823671174185
44,Survey of human embryonic development,stromal cell,CL:0000499,female,unknown,395,1.322131476770652
45,Survey of human embryonic development,syncytiotrophoblast cell,CL:0000525,female,unknown,1010,3.3806399785781225
46,Survey of human embryonic development,megakaryocyte,CL:0000556,female,unknown,3,0.010041504886865713
47,Survey of human embryonic development,myeloid cell,CL:0000763,female,unknown,11,0.036818851251840944
48,Survey of human embryonic development,innate lymphoid cell,CL:0001065,female,unknown,3,0.010041504886865713
49,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,female,unknown,65,0.21756593921542375
50,Survey of human embryonic development,trophoblast giant cell,CL:0002488,female,unknown,575,1.9246217699825947
51,Survey of human embryonic development,extravillous trophoblast,CL:0008036,female,unknown,155,0.5188110858213951
52,Survey of human embryonic development,chorionic trophoblast cell,CL:0011101,female,unknown,5,0.016735841478109522
53,Survey of human embryonic development,native cell,CL:0000003,male,unknown,60,0.20083009773731422
54,Survey of human embryonic development,smooth muscle cell,CL:0000192,male,unknown,83,0.277814968536618
55,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,1455,4.870129870129871
56,Survey of human embryonic development,syncytiotrophoblast cell,CL:0000525,male,unknown,1734,5.803989824608381
57,Survey of human embryonic development,megakaryocyte,CL:0000556,male,unknown,2,0.006694336591243807
58,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,15,0.050207524434328556
59,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,83,0.277814968536618
60,Survey of human embryonic development,trophoblast giant cell,CL:0002488,male,unknown,5,0.016735841478109522
61,Survey of human embryonic development,extravillous trophoblast,CL:0008036,male,unknown,32,0.10710938545990091
62,Survey of human embryonic development,chorionic trophoblast cell,CL:0011101,male,unknown,1,0.0033471682956219035
63,Survey of human embryonic development,native cell,CL:0000003,male,unknown,2,0.006694336591243807
64,Survey of human embryonic development,smooth muscle cell,CL:0000192,male,unknown,15,0.050207524434328556
65,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,143,0.4786450662739323
66,Survey of human embryonic development,syncytiotrophoblast cell,CL:0000525,male,unknown,652,2.1823537287454813
67,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,6,0.020083009773731425
68,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,50,0.1673584147810952
69,Survey of human embryonic development,trophoblast giant cell,CL:0002488,male,unknown,19,0.06359619761681617
70,Survey of human embryonic development,extravillous trophoblast,CL:0008036,male,unknown,96,0.3213281563797028
71,Survey of human embryonic development,chorionic trophoblast cell,CL:0011101,male,unknown,3,0.010041504886865713
72,Survey of human embryonic development,native cell,CL:0000003,male,unknown,2,0.006694336591243807
73,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,5,0.016735841478109522
74,Survey of human embryonic development,syncytiotrophoblast cell,CL:0000525,male,unknown,4,0.013388673182487614
75,Survey of human embryonic development,extravillous trophoblast,CL:0008036,male,unknown,12,0.04016601954746285
76,Survey of human embryonic development,native cell,CL:0000003,male,unknown,1,0.0033471682956219035
77,Survey of human embryonic development,smooth muscle cell,CL:0000192,male,unknown,186,0.6225733029856741
78,Survey of human embryonic development,stromal cell,CL:0000499,male,unknown,1733,5.8006426563127595
79,Survey of human embryonic development,syncytiotrophoblast cell,CL:0000525,male,unknown,2596,8.689248895434462
80,Survey of human embryonic development,megakaryocyte,CL:0000556,male,unknown,7,0.023430178069353328
81,Survey of human embryonic development,myeloid cell,CL:0000763,male,unknown,159,0.5321997590038827
82,Survey of human embryonic development,innate lymphoid cell,CL:0001065,male,unknown,390,1.3053956352925424
83,Survey of human embryonic development,endothelial cell of vascular tree,CL:0002139,male,unknown,294,0.9840674789128397
84,Survey of human embryonic development,trophoblast giant cell,CL:0002488,male,unknown,20,0.06694336591243809
85,Survey of human embryonic development,extravillous trophoblast,CL:0008036,male,unknown,394,1.3187843084750301
86,Survey of human embryonic development,chorionic trophoblast cell,CL:0011101,male,unknown,80,0.26777346364975235
