"","cell_type","count","percentage"
"1","Ascending Thin Limb",1765,2.72827044657073
"2","Connecting Tubule",3138,4.850602074413
"3","Descending Thin Limb",3817,5.90017467113907
"4","Distal Convoluted Tubule",3718,5.74714420416428
"5","Endothelial",8627,13.3352912989041
"6","Fibroblast",6438,9.95161764023928
"7","Immune",4512,6.97447946454794
"8","Intercalated",4362,6.74261512064675
"9","Papillary Tip Epithelial",322,0.497735458241232
"10","Parietal Epithelial",527,0.814616728239531
"11","Podocyte",1028,1.58904363686952
"12","Principal",7270,11.2376918677446
"13","Proximal Tubule",7830,12.1033187516424
"14","Schwann",35,0.0541016802436121
"15","Thick Ascending Limb",9410,14.5456231740683
"16","Vascular Smooth Muscle / Pericyte",1894,2.92767378232575
