,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Single-cell multiomic profiling of human lungs across age groups,native cell,CL:0000003,female,European,3-year-old human stage,153,0.32903225806451614
1,Single-cell multiomic profiling of human lungs across age groups,fibroblast,CL:0000057,female,European,3-year-old human stage,493,1.060215053763441
2,Single-cell multiomic profiling of human lungs across age groups,ciliated cell,CL:0000064,female,European,3-year-old human stage,85,0.1827956989247312
3,Single-cell multiomic profiling of human lungs across age groups,epithelial cell,CL:0000066,female,European,3-year-old human stage,84,0.18064516129032257
4,Single-cell multiomic profiling of human lungs across age groups,blood vessel endothelial cell,CL:0000071,female,European,3-year-old human stage,3,0.0064516129032258064
5,Single-cell multiomic profiling of human lungs across age groups,T cell,CL:0000084,female,European,3-year-old human stage,384,0.8258064516129032
6,Single-cell multiomic profiling of human lungs across age groups,mast cell,CL:0000097,female,European,3-year-old human stage,9,0.01935483870967742
7,Single-cell multiomic profiling of human lungs across age groups,endothelial cell,CL:0000115,female,European,3-year-old human stage,287,0.6172043010752688
8,Single-cell multiomic profiling of human lungs across age groups,chondrocyte,CL:0000138,female,European,3-year-old human stage,3,0.0064516129032258064
9,Single-cell multiomic profiling of human lungs across age groups,club cell,CL:0000158,female,European,3-year-old human stage,139,0.2989247311827957
10,Single-cell multiomic profiling of human lungs across age groups,goblet cell,CL:0000160,female,European,3-year-old human stage,24,0.05161290322580645
11,Single-cell multiomic profiling of human lungs across age groups,myofibroblast cell,CL:0000186,female,European,3-year-old human stage,25,0.053763440860215055
12,Single-cell multiomic profiling of human lungs across age groups,smooth muscle cell,CL:0000192,female,European,3-year-old human stage,18,0.03870967741935484
13,Single-cell multiomic profiling of human lungs across age groups,macrophage,CL:0000235,female,European,3-year-old human stage,126,0.2709677419354839
14,Single-cell multiomic profiling of human lungs across age groups,B cell,CL:0000236,female,European,3-year-old human stage,117,0.25161290322580643
15,Single-cell multiomic profiling of human lungs across age groups,vascular associated smooth muscle cell,CL:0000359,female,European,3-year-old human stage,17,0.03655913978494624
16,Single-cell multiomic profiling of human lungs across age groups,dendritic cell,CL:0000451,female,European,3-year-old human stage,26,0.05591397849462365
17,Single-cell multiomic profiling of human lungs across age groups,monocyte,CL:0000576,female,European,3-year-old human stage,534,1.1483870967741936
18,Single-cell multiomic profiling of human lungs across age groups,alveolar macrophage,CL:0000583,female,European,3-year-old human stage,1360,2.924731182795699
19,Single-cell multiomic profiling of human lungs across age groups,enucleate erythrocyte,CL:0000595,female,European,3-year-old human stage,3,0.0064516129032258064
20,Single-cell multiomic profiling of human lungs across age groups,natural killer cell,CL:0000623,female,European,3-year-old human stage,185,0.39784946236559143
21,Single-cell multiomic profiling of human lungs across age groups,basal cell,CL:0000646,female,European,3-year-old human stage,24,0.05161290322580645
22,Single-cell multiomic profiling of human lungs across age groups,pericyte cell,CL:0000669,female,European,3-year-old human stage,52,0.1118279569892473
23,Single-cell multiomic profiling of human lungs across age groups,type I pneumocyte,CL:0002062,female,European,3-year-old human stage,308,0.6623655913978495
24,Single-cell multiomic profiling of human lungs across age groups,type II pneumocyte,CL:0002063,female,European,3-year-old human stage,664,1.4279569892473118
25,Single-cell multiomic profiling of human lungs across age groups,vein endothelial cell,CL:0002543,female,European,3-year-old human stage,25,0.053763440860215055
26,Single-cell multiomic profiling of human lungs across age groups,lung neuroendocrine cell,CL:1000223,female,European,3-year-old human stage,5,0.010752688172043012
27,Single-cell multiomic profiling of human lungs across age groups,endothelial cell of artery,CL:1000413,female,European,3-year-old human stage,64,0.13763440860215054
28,Single-cell multiomic profiling of human lungs across age groups,native cell,CL:0000003,female,African American,31-year-old human stage,239,0.513978494623656
29,Single-cell multiomic profiling of human lungs across age groups,fibroblast,CL:0000057,female,African American,31-year-old human stage,235,0.5053763440860215
30,Single-cell multiomic profiling of human lungs across age groups,ciliated cell,CL:0000064,female,African American,31-year-old human stage,152,0.32688172043010755
31,Single-cell multiomic profiling of human lungs across age groups,epithelial cell,CL:0000066,female,African American,31-year-old human stage,62,0.13333333333333333
32,Single-cell multiomic profiling of human lungs across age groups,blood vessel endothelial cell,CL:0000071,female,African American,31-year-old human stage,1,0.002150537634408602
33,Single-cell multiomic profiling of human lungs across age groups,T cell,CL:0000084,female,African American,31-year-old human stage,265,0.5698924731182796
34,Single-cell multiomic profiling of human lungs across age groups,mast cell,CL:0000097,female,African American,31-year-old human stage,10,0.021505376344086023
35,Single-cell multiomic profiling of human lungs across age groups,endothelial cell,CL:0000115,female,African American,31-year-old human stage,132,0.2838709677419355
36,Single-cell multiomic profiling of human lungs across age groups,chondrocyte,CL:0000138,female,African American,31-year-old human stage,21,0.04516129032258064
37,Single-cell multiomic profiling of human lungs across age groups,club cell,CL:0000158,female,African American,31-year-old human stage,141,0.3032258064516129
38,Single-cell multiomic profiling of human lungs across age groups,goblet cell,CL:0000160,female,African American,31-year-old human stage,60,0.12903225806451613
39,Single-cell multiomic profiling of human lungs across age groups,myofibroblast cell,CL:0000186,female,African American,31-year-old human stage,4,0.008602150537634409
40,Single-cell multiomic profiling of human lungs across age groups,smooth muscle cell,CL:0000192,female,African American,31-year-old human stage,9,0.01935483870967742
41,Single-cell multiomic profiling of human lungs across age groups,macrophage,CL:0000235,female,African American,31-year-old human stage,100,0.21505376344086022
42,Single-cell multiomic profiling of human lungs across age groups,B cell,CL:0000236,female,African American,31-year-old human stage,18,0.03870967741935484
43,Single-cell multiomic profiling of human lungs across age groups,vascular associated smooth muscle cell,CL:0000359,female,African American,31-year-old human stage,11,0.023655913978494623
44,Single-cell multiomic profiling of human lungs across age groups,dendritic cell,CL:0000451,female,African American,31-year-old human stage,13,0.027956989247311825
45,Single-cell multiomic profiling of human lungs across age groups,monocyte,CL:0000576,female,African American,31-year-old human stage,410,0.8817204301075269
46,Single-cell multiomic profiling of human lungs across age groups,alveolar macrophage,CL:0000583,female,African American,31-year-old human stage,1153,2.479569892473118
47,Single-cell multiomic profiling of human lungs across age groups,enucleate erythrocyte,CL:0000595,female,African American,31-year-old human stage,3,0.0064516129032258064
48,Single-cell multiomic profiling of human lungs across age groups,natural killer cell,CL:0000623,female,African American,31-year-old human stage,89,0.19139784946236557
49,Single-cell multiomic profiling of human lungs across age groups,basal cell,CL:0000646,female,African American,31-year-old human stage,40,0.08602150537634409
50,Single-cell multiomic profiling of human lungs across age groups,pericyte cell,CL:0000669,female,African American,31-year-old human stage,21,0.04516129032258064
51,Single-cell multiomic profiling of human lungs across age groups,type I pneumocyte,CL:0002062,female,African American,31-year-old human stage,435,0.935483870967742
52,Single-cell multiomic profiling of human lungs across age groups,type II pneumocyte,CL:0002063,female,African American,31-year-old human stage,1029,2.2129032258064516
53,Single-cell multiomic profiling of human lungs across age groups,vein endothelial cell,CL:0002543,female,African American,31-year-old human stage,13,0.027956989247311825
54,Single-cell multiomic profiling of human lungs across age groups,lung neuroendocrine cell,CL:1000223,female,African American,31-year-old human stage,4,0.008602150537634409
55,Single-cell multiomic profiling of human lungs across age groups,endothelial cell of artery,CL:1000413,female,African American,31-year-old human stage,10,0.021505376344086023
56,Single-cell multiomic profiling of human lungs across age groups,native cell,CL:0000003,female,European,31-year-old human stage,51,0.10967741935483871
57,Single-cell multiomic profiling of human lungs across age groups,fibroblast,CL:0000057,female,European,31-year-old human stage,208,0.4473118279569892
58,Single-cell multiomic profiling of human lungs across age groups,ciliated cell,CL:0000064,female,European,31-year-old human stage,32,0.06881720430107527
59,Single-cell multiomic profiling of human lungs across age groups,epithelial cell,CL:0000066,female,European,31-year-old human stage,22,0.047311827956989246
