,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,unknown,unknown,unknown,5801,5.727063608810259
1,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,female,unknown,55-year-old human stage,34,0.03356665449052729
2,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,female,unknown,55-year-old human stage,2,0.001974509087678076
3,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,female,unknown,55-year-old human stage,404,0.39885083571097135
4,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,female,unknown,55-year-old human stage,1191,1.1758201617122943
5,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,club cell,CL:0000158,female,unknown,55-year-old human stage,700,0.6910781806873266
6,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,goblet cell,CL:0000160,female,unknown,55-year-old human stage,215,0.21225972692539316
7,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,basal cell,CL:0000646,female,unknown,55-year-old human stage,1124,1.1096741072750786
8,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ionocyte,CL:0005006,female,unknown,55-year-old human stage,41,0.04047743629740056
9,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,male,unknown,53-year-old human stage,29,0.0286303817713321
10,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,male,unknown,53-year-old human stage,182,0.17968032697870492
11,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,male,unknown,53-year-old human stage,791,0.780918344176679
12,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,male,unknown,53-year-old human stage,728,0.7187213079148197
13,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,club cell,CL:0000158,male,unknown,53-year-old human stage,679,0.6703458352667068
14,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,goblet cell,CL:0000160,male,unknown,53-year-old human stage,446,0.4403155265522109
15,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,basal cell,CL:0000646,male,unknown,53-year-old human stage,222,0.21917050873226643
16,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ionocyte,CL:0005006,male,unknown,53-year-old human stage,13,0.012834309069907493
17,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,male,unknown,55-year-old human stage,40,0.039490181753561525
18,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,male,unknown,55-year-old human stage,7,0.006910781806873266
19,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,male,unknown,55-year-old human stage,392,0.3870037811849029
20,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,male,unknown,55-year-old human stage,2290,2.260812905391397
21,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,club cell,CL:0000158,male,unknown,55-year-old human stage,1489,1.4700220157763277
22,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,goblet cell,CL:0000160,male,unknown,55-year-old human stage,155,0.1530244542950509
23,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,basal cell,CL:0000646,male,unknown,55-year-old human stage,2042,2.015973778519316
24,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ionocyte,CL:0005006,male,unknown,55-year-old human stage,30,0.02961763631517114
25,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,male,unknown,67-year-old human stage,47,0.04640096356043479
26,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,male,unknown,67-year-old human stage,186,0.18362934515406107
27,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,male,unknown,67-year-old human stage,1177,1.1619985980985479
28,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,male,unknown,67-year-old human stage,864,0.8529879258769288
29,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,club cell,CL:0000158,male,unknown,67-year-old human stage,479,0.4728949264988992
30,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,goblet cell,CL:0000160,male,unknown,67-year-old human stage,164,0.16190974518960224
31,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,basal cell,CL:0000646,male,unknown,67-year-old human stage,1318,1.3012014887798522
32,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ionocyte,CL:0005006,male,unknown,67-year-old human stage,40,0.039490181753561525
33,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,female,unknown,24-year-old human stage,1064,1.0504388346447364
34,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,female,unknown,24-year-old human stage,22,0.02171959996445884
35,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,female,unknown,24-year-old human stage,473,0.466971399235865
36,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,mast cell,CL:0000097,female,unknown,24-year-old human stage,1,0.000987254543839038
37,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,endothelial cell,CL:0000115,female,unknown,24-year-old human stage,133,0.13130485433059205
38,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,female,unknown,24-year-old human stage,2753,2.7179117591888717
39,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,macrophage,CL:0000235,female,unknown,24-year-old human stage,1198,1.1827309435191675
40,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,B cell,CL:0000236,female,unknown,24-year-old human stage,4,0.003949018175356152
41,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,dendritic cell,CL:0000451,female,unknown,24-year-old human stage,19,0.018757836332941723
42,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,monocyte,CL:0000576,female,unknown,24-year-old human stage,103,0.10168721801542091
43,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,natural killer cell,CL:0000623,female,unknown,24-year-old human stage,75,0.07404409078792784
44,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,basal cell,CL:0000646,female,unknown,24-year-old human stage,1677,1.6556258700180668
45,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,pericyte cell,CL:0000669,female,unknown,24-year-old human stage,11,0.01085979998222942
46,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,plasma cell,CL:0000786,female,unknown,24-year-old human stage,5,0.004936272719195191
47,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ionocyte,CL:0005006,female,unknown,24-year-old human stage,9,0.008885290894551342
48,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,female,unknown,26-year-old human stage,2006,1.9804326149411102
49,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,female,unknown,26-year-old human stage,32,0.031592145402849214
50,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,female,unknown,26-year-old human stage,1012,0.9991015983651064
51,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,mast cell,CL:0000097,female,unknown,26-year-old human stage,10,0.009872545438390381
52,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,endothelial cell,CL:0000115,female,unknown,26-year-old human stage,302,0.29815087223938946
53,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,female,unknown,26-year-old human stage,1477,1.4581749612502592
54,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,goblet cell,CL:0000160,female,unknown,26-year-old human stage,108,0.1066234907346161
55,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,neuroendocrine cell,CL:0000165,female,unknown,26-year-old human stage,2,0.001974509087678076
56,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,macrophage,CL:0000235,female,unknown,26-year-old human stage,137,0.1352538725059482
57,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,B cell,CL:0000236,female,unknown,26-year-old human stage,23,0.022706854508297875
58,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,dendritic cell,CL:0000451,female,unknown,26-year-old human stage,66,0.0651587998933765
59,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,monocyte,CL:0000576,female,unknown,26-year-old human stage,74,0.0730568362440888
60,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,natural killer cell,CL:0000623,female,unknown,26-year-old human stage,63,0.06219703626185939
61,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,basal cell,CL:0000646,female,unknown,26-year-old human stage,660,0.6515879989337652
62,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,pericyte cell,CL:0000669,female,unknown,26-year-old human stage,37,0.0365284181220444
63,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,plasma cell,CL:0000786,female,unknown,26-year-old human stage,9,0.008885290894551342
64,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,mammary alveolar cell,CL:0002325,female,unknown,26-year-old human stage,21,0.0207323454206198
65,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ionocyte,CL:0005006,female,unknown,26-year-old human stage,2,0.001974509087678076
66,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,female,unknown,30-year-old human stage,4153,4.100068120563525
67,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,female,unknown,30-year-old human stage,94,0.09280192712086958
68,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,female,unknown,30-year-old human stage,3039,3.0002665587268362
69,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,mast cell,CL:0000097,female,unknown,30-year-old human stage,19,0.018757836332941723
70,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,endothelial cell,CL:0000115,female,unknown,30-year-old human stage,653,0.6446772171268919
71,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,female,unknown,30-year-old human stage,5547,5.4763009546751436
72,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,goblet cell,CL:0000160,female,unknown,30-year-old human stage,34,0.03356665449052729
73,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,neuroendocrine cell,CL:0000165,female,unknown,30-year-old human stage,3,0.0029617636315171143
74,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,macrophage,CL:0000235,female,unknown,30-year-old human stage,297,0.2932145995201943
75,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,B cell,CL:0000236,female,unknown,30-year-old human stage,16,0.015796072701424607
76,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,dendritic cell,CL:0000451,female,unknown,30-year-old human stage,95,0.09378918166470862
77,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,monocyte,CL:0000576,female,unknown,30-year-old human stage,76,0.07503134533176689
78,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,natural killer cell,CL:0000623,female,unknown,30-year-old human stage,82,0.08095487259480112
79,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,basal cell,CL:0000646,female,unknown,30-year-old human stage,6648,6.563268207441925
80,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,pericyte cell,CL:0000669,female,unknown,30-year-old human stage,128,0.12636858161139686
81,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,plasma cell,CL:0000786,female,unknown,30-year-old human stage,18,0.017770581789102683
82,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,brush cell,CL:0002204,female,unknown,30-year-old human stage,3,0.0029617636315171143
83,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ionocyte,CL:0005006,female,unknown,30-year-old human stage,27,0.026655872683654026
84,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,female,unknown,35-year-old human stage,2186,2.1581384328321374
85,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,female,unknown,35-year-old human stage,175,0.17276954517183166
86,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,female,unknown,35-year-old human stage,2218,2.1897305782349865
87,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,mast cell,CL:0000097,female,unknown,35-year-old human stage,52,0.05133723627962997
88,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,endothelial cell,CL:0000115,female,unknown,35-year-old human stage,749,0.7394536533354394
89,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,female,unknown,35-year-old human stage,2302,2.2726599599174655
90,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,goblet cell,CL:0000160,female,unknown,35-year-old human stage,74,0.0730568362440888
91,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,neuroendocrine cell,CL:0000165,female,unknown,35-year-old human stage,7,0.006910781806873266
92,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,macrophage,CL:0000235,female,unknown,35-year-old human stage,289,0.28531656316948195
93,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,B cell,CL:0000236,female,unknown,35-year-old human stage,16,0.015796072701424607
94,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,dendritic cell,CL:0000451,female,unknown,35-year-old human stage,96,0.09477643620854766
95,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,monocyte,CL:0000576,female,unknown,35-year-old human stage,27,0.026655872683654026
96,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,natural killer cell,CL:0000623,female,unknown,35-year-old human stage,150,0.14808818157585568
97,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,basal cell,CL:0000646,female,unknown,35-year-old human stage,6190,6.111105626363646
98,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,pericyte cell,CL:0000669,female,unknown,35-year-old human stage,66,0.0651587998933765
99,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,plasma cell,CL:0000786,female,unknown,35-year-old human stage,23,0.022706854508297875
100,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,brush cell,CL:0002204,female,unknown,35-year-old human stage,4,0.003949018175356152
101,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ionocyte,CL:0005006,female,unknown,35-year-old human stage,34,0.03356665449052729
102,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,male,unknown,27-year-old human stage,1531,1.5114867066175672
103,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,male,unknown,27-year-old human stage,14,0.013821563613746531
104,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,male,unknown,27-year-old human stage,1213,1.1975397616767531
105,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,mast cell,CL:0000097,male,unknown,27-year-old human stage,26,0.025668618139814987
106,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,endothelial cell,CL:0000115,male,unknown,27-year-old human stage,132,0.130317599786753
107,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,male,unknown,27-year-old human stage,3109,3.0693743767955692
108,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,goblet cell,CL:0000160,male,unknown,27-year-old human stage,7,0.006910781806873266
109,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,neuroendocrine cell,CL:0000165,male,unknown,27-year-old human stage,2,0.001974509087678076
110,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,macrophage,CL:0000235,male,unknown,27-year-old human stage,108,0.1066234907346161
111,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,B cell,CL:0000236,male,unknown,27-year-old human stage,5,0.004936272719195191
112,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,dendritic cell,CL:0000451,male,unknown,27-year-old human stage,46,0.04541370901659575
113,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,monocyte,CL:0000576,male,unknown,27-year-old human stage,6,0.0059235272630342286
114,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,natural killer cell,CL:0000623,male,unknown,27-year-old human stage,206,0.20337443603084182
115,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,basal cell,CL:0000646,male,unknown,27-year-old human stage,3131,3.091093976760028
116,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,pericyte cell,CL:0000669,male,unknown,27-year-old human stage,4,0.003949018175356152
117,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,plasma cell,CL:0000786,male,unknown,27-year-old human stage,4,0.003949018175356152
118,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,brush cell,CL:0002204,male,unknown,27-year-old human stage,2,0.001974509087678076
119,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ionocyte,CL:0005006,male,unknown,27-year-old human stage,8,0.007898036350712304
120,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,native cell,CL:0000003,male,unknown,29-year-old human stage,2646,2.6122755229980945
121,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,fibroblast,CL:0000057,male,unknown,29-year-old human stage,14,0.013821563613746531
122,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,ciliated cell,CL:0000064,male,unknown,29-year-old human stage,431,0.4255067083946254
123,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,mast cell,CL:0000097,male,unknown,29-year-old human stage,18,0.017770581789102683
124,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,endothelial cell,CL:0000115,male,unknown,29-year-old human stage,414,0.4087233811493617
125,Azimuth meta-analysis of 10 datasets of healthy and diseased human lung,secretory cell,CL:0000151,male,unknown,29-year-old human stage,751,0.7414281624231176
