cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0123229
Astro L1-6 FGFR3 AQP1,4,0.0492914
Astro L1-6 FGFR3 PLCG1,55,0.677757
Endo L2-5 NOSTRIN SRGN,3,0.0369686
Exc L2 LAMP5 KCNG3,5,0.0616143
Exc L2 LINC00507 ATP7B,5,0.0616143
Exc L2 LINC00507 GLRA3,1728,21.2939
Exc L2-3 LINC00507 DSG3,68,0.837954
Exc L2-3 RORB CCDC68,261,3.21627
Exc L2-3 RORB PTPN3,116,1.42945
Exc L2-3 RORB RTKN2,165,2.03327
Exc L3 LAMP5 CARM1P1,628,7.73876
Exc L3 RORB OTOGL,155,1.91004
Exc L3 THEMIS ENPEP,159,1.95933
Exc L3-5 FEZF2 ASGR2,80,0.985829
Exc L3-5 RORB LAMA4,24,0.295749
Exc L3-5 RORB LINC01202,56,0.690080
Exc L3-5 RORB LNX2,423,5.21257
Exc L3-5 RORB RPRM,67,0.825632
Exc L3-5 RORB TNNT2,41,0.505237
Exc L5 FEZF2 CSN1S1,45,0.554529
Exc L5 FEZF2 NREP-AS1,31,0.382009
Exc L5 FEZF2 PKD2L1,49,0.603820
Exc L5 FEZF2 RNF144A-AS1,3,0.0369686
Exc L5 RORB MED8,35,0.431300
Exc L5 THEMIS FGF10,11,0.135551
Exc L5 THEMIS LINC01116,6,0.0739372
Exc L5 THEMIS RGPD6,1,0.0123229
Exc L5 THEMIS SLC22A18,203,2.50154
Exc L5 THEMIS VILL,45,0.554529
Exc L5-6 FEZF2 C9orf135-AS1,254,3.13001
Exc L5-6 FEZF2 CFTR,2,0.0246457
Exc L5-6 FEZF2 FILIP1L,2,0.0246457
Exc L5-6 FEZF2 IFNG-AS1,90,1.10906
Exc L5-6 FEZF2 LPO,4,0.0492914
Exc L5-6 FEZF2 OR1L8,17,0.209489
Exc L5-6 FEZF2 SH2D1B,19,0.234134
Exc L5-6 THEMIS SMYD1,108,1.33087
Exc L5-6 THEMIS TNFAIP6,134,1.65126
Exc L6 FEZF2 FFAR4,8,0.0985829
Exc L6 FEZF2 KLK7,139,1.71288
Exc L6 FEZF2 PDYN,1,0.0123229
Exc L6 FEZF2 POGK,3,0.0369686
Exc L6 FEZF2 PROKR2,4,0.0492914
Exc L6 THEMIS LINC00343,217,2.67406
Exc L6 THEMIS SLN,27,0.332717
Exc L6 THEMIS SNTG2,182,2.24276
Inh L1 LAMP5 BMP2,22,0.271103
Inh L1 LAMP5 NMBR,23,0.283426
Inh L1 LAMP5 PVRL2,5,0.0616143
Inh L1 LAMP5 RAB11FIP1,48,0.591497
Inh L1 PAX6 CHRFAM7A,32,0.394331
Inh L1 PAX6 MIR101-1,24,0.295749
Inh L1 PVALB SST ASIC4,25,0.308071
Inh L1 SST DEFB108B,48,0.591497
Inh L1 SST P4HA3,3,0.0369686
Inh L1 VIP KLHDC8B,10,0.123229
Inh L1-2 PVALB CDK20,6,0.0739372
Inh L1-2 SST CCNJL,41,0.505237
Inh L1-2 SST CLIC6,17,0.209489
Inh L1-2 SST PRRT4,53,0.653112
Inh L1-2 VIP EXPH5,78,0.961183
Inh L1-2 VIP HTR3A,1,0.0123229
Inh L1-2 VIP PTGER3,5,0.0616143
Inh L1-2 VIP SCML4,13,0.160197
Inh L1-3 SST FAM20A,126,1.55268
Inh L1-3 VIP CBLN1,59,0.727049
Inh L1-3 VIP CHRNA2,26,0.320394
Inh L1-3 VIP FNDC1,13,0.160197
Inh L1-3 VIP HSPB6,39,0.480591
Inh L1-5 VIP CD27-AS1,2,0.0246457
Inh L1-5 VIP LINC01013,3,0.0369686
Inh L1-5 VIP PHLDB3,7,0.0862600
Inh L1-5 VIP SMOC1,91,1.12138
Inh L1-6 LAMP5 AARD,128,1.57733
Inh L1-6 LAMP5 CA1,37,0.455946
Inh L1-6 LAMP5 NES,27,0.332717
Inh L1-6 PVALB COL15A1,42,0.517560
Inh L1-6 SST NPY,8,0.0985829
Inh L1-6 VIP SLC7A6OS,11,0.135551
Inh L2 PAX6 FREM2,16,0.197166
Inh L2 PVALB FRZB,2,0.0246457
Inh L2 VIP SLC6A16,25,0.308071
Inh L2-3 SST NMU,50,0.616143
Inh L2-5 PVALB HHIPL1,29,0.357363
Inh L2-5 PVALB RPH3AL,387,4.76895
Inh L2-5 VIP BSPRY,3,0.0369686
Inh L2-5 VIP SOX11,10,0.123229
Inh L3 PVALB SAMD13,82,1.01047
Inh L3-5 PVALB ISG20,9,0.110906
Inh L3-5 SST CDH3,1,0.0123229
Inh L3-5 SST GGTLC3,67,0.825632
Inh L3-5 SST OR5AH1P,11,0.135551
Inh L3-5 VIP HS3ST3A1,29,0.357363
Inh L3-5 VIP IGDCC3,26,0.320394
Inh L3-5 VIP TAC3,40,0.492914
Inh L3-6 PAX6 LINC01497,5,0.0616143
Inh L3-6 VIP UG0898H09,4,0.0492914
Inh L3-6 VIP ZIM2-AS1,9,0.110906
Inh L5 PVALB LRIG3,33,0.406654
Inh L5 SST RPL35AP11,74,0.911892
Inh L5-6 LAMP5 CRABP1,53,0.653112
Inh L5-6 PVALB FAM150B,6,0.0739372
Inh L5-6 PVALB GAPDHP60,13,0.160197
Inh L5-6 PVALB KCNIP2,11,0.135551
Inh L5-6 PVALB MEPE,17,0.209489
Inh L5-6 PVALB SST CRHR2,15,0.184843
Inh L5-6 PVALB ZFPM2-AS1,20,0.246457
Inh L5-6 SST BEAN1,3,0.0369686
Inh L5-6 SST DNAJC14,1,0.0123229
Inh L5-6 SST FBN2,9,0.110906
Inh L5-6 SST KLHL1,20,0.246457
Inh L5-6 SST PAWR,10,0.123229
Inh L5-6 SST PIK3CD,8,0.0985829
Inh L6 SST TH,7,0.0862600
Micro L1-6 TYROBP CD74,8,0.0985829
Oligo L2-6 OPALIN FTH1P3,90,1.10906
Oligo L2-6 OPALIN MAP6D1,115,1.41713
Oligo L3-6 OPALIN ENPP6,14,0.172520
Oligo L3-6 OPALIN LRP4-AS1,12,0.147874
OPC L1-6 PDGFRA COL20A1,6,0.0739372
VLMC L1-5 PDGFRA COLEC12,8,0.0985829
