cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1,0.0279174
Astro L1-6 FGFR3 PLCG1,170,4.74595
Endo L2-5 NOSTRIN SRGN,11,0.307091
Exc L2 LINC00507 ATP7B,5,0.139587
Exc L2 LINC00507 GLRA3,965,26.9403
Exc L2-3 RORB CCDC68,33,0.921273
Exc L2-3 RORB PTPN3,13,0.362926
Exc L3 LAMP5 CARM1P1,27,0.753769
Exc L3 RORB OTOGL,31,0.865438
Exc L3 THEMIS ENPEP,10,0.279174
Exc L3-5 RORB LINC01202,340,9.49190
Exc L3-5 RORB LNX2,142,3.96427
Exc L3-5 RORB RPRM,34,0.949190
Exc L5 FEZF2 CSN1S1,9,0.251256
Exc L5 FEZF2 PKD2L1,2,0.0558347
Exc L5 RORB MED8,23,0.642099
Exc L5 THEMIS SLC22A18,7,0.195422
Exc L5-6 FEZF2 C9orf135-AS1,10,0.279174
Exc L5-6 FEZF2 IFNG-AS1,34,0.949190
Exc L5-6 FEZF2 OR1L8,1,0.0279174
Exc L5-6 THEMIS SMYD1,24,0.670017
Exc L6 FEZF2 FFAR4,2,0.0558347
Exc L6 FEZF2 KLK7,3,0.0837521
Exc L6 THEMIS LINC00343,4,0.111669
Exc L6 THEMIS SLN,10,0.279174
Exc L6 THEMIS SNTG2,4,0.111669
Inh L1 LAMP5 BMP2,14,0.390843
Inh L1 LAMP5 NMBR,31,0.865438
Inh L1 LAMP5 PVRL2,2,0.0558347
Inh L1 LAMP5 RAB11FIP1,4,0.111669
Inh L1 PAX6 CHRFAM7A,31,0.865438
Inh L1 PAX6 MIR101-1,18,0.502513
Inh L1 PVALB SST ASIC4,21,0.586265
Inh L1 SST DEFB108B,28,0.781686
Inh L1 SST P4HA3,17,0.474595
Inh L1 VIP KLHDC8B,7,0.195422
Inh L1-2 PVALB CDK20,31,0.865438
Inh L1-2 SST CCNJL,63,1.75879
Inh L1-2 SST CLIC6,10,0.279174
Inh L1-2 SST PRRT4,30,0.837521
Inh L1-2 VIP EXPH5,57,1.59129
Inh L1-2 VIP HTR3A,1,0.0279174
Inh L1-2 VIP PTGER3,5,0.139587
Inh L1-2 VIP SCML4,15,0.418760
Inh L1-2 VIP WNT4,2,0.0558347
Inh L1-3 SST FAM20A,106,2.95924
Inh L1-3 VIP CBLN1,40,1.11669
Inh L1-3 VIP CHRNA2,32,0.893356
Inh L1-3 VIP FNDC1,6,0.167504
Inh L1-3 VIP HSPB6,97,2.70798
Inh L1-5 VIP CD27-AS1,1,0.0279174
Inh L1-5 VIP LINC01013,14,0.390843
Inh L1-5 VIP PHLDB3,3,0.0837521
Inh L1-5 VIP SMOC1,81,2.26131
Inh L1-6 LAMP5 AARD,72,2.01005
Inh L1-6 LAMP5 CA1,17,0.474595
Inh L1-6 LAMP5 NES,8,0.223339
Inh L1-6 PVALB COL15A1,47,1.31212
Inh L1-6 VIP SLC7A6OS,5,0.139587
Inh L2 PVALB FRZB,11,0.307091
Inh L2 VIP SLC6A16,33,0.921273
Inh L2-3 SST NMU,16,0.446678
Inh L2-5 PVALB RPH3AL,133,3.71301
Inh L2-5 VIP BSPRY,6,0.167504
Inh L2-5 VIP SOX11,3,0.0837521
Inh L3 PVALB SAMD13,21,0.586265
Inh L3-5 SST GGTLC3,67,1.87046
Inh L3-5 SST OR5AH1P,2,0.0558347
Inh L3-5 VIP HS3ST3A1,7,0.195422
Inh L3-5 VIP IGDCC3,37,1.03294
Inh L3-5 VIP TAC3,7,0.195422
Inh L3-6 VIP ZIM2-AS1,5,0.139587
Inh L5 PVALB LRIG3,2,0.0558347
Inh L5 SST RPL35AP11,41,1.14461
Inh L5-6 LAMP5 CRABP1,34,0.949190
Inh L5-6 PVALB GAPDHP60,2,0.0558347
Inh L5-6 PVALB MEPE,24,0.670017
Inh L5-6 PVALB SST CRHR2,4,0.111669
Inh L5-6 PVALB ZFPM2-AS1,11,0.307091
Inh L5-6 SST FBN2,4,0.111669
Micro L1-6 TYROBP CD74,57,1.59129
Oligo L2-6 OPALIN FTH1P3,155,4.32719
Oligo L3-6 OPALIN ENPP6,1,0.0279174
Oligo L3-6 OPALIN LRP4-AS1,2,0.0558347
OPC L1-6 PDGFRA COL20A1,64,1.78671
VLMC L1-5 PDGFRA COLEC12,2,0.0558347
