cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,173,2.45599
Endo L2-5 NOSTRIN SRGN,3,0.0425894
Exc L2 LINC00507 GLRA3,4748,67.4049
Exc L5 FEZF2 PKD2L1,44,0.624645
Exc L5-6 FEZF2 C9orf135-AS1,31,0.440091
Exc L5-6 FEZF2 LPO,157,2.22885
Exc L5-6 THEMIS SMYD1,12,0.170358
Exc L6 FEZF2 FFAR4,491,6.97047
Inh L1 LAMP5 BMP2,2,0.0283930
Inh L1 PAX6 CHRFAM7A,1,0.0141965
Inh L1 PAX6 MIR101-1,2,0.0283930
Inh L1 SST P4HA3,2,0.0283930
Inh L1 VIP KLHDC8B,457,6.48779
Inh L1-2 SST CCNJL,2,0.0283930
Inh L1-2 SST CLIC6,4,0.0567859
Inh L1-2 VIP EXPH5,1,0.0141965
Inh L1-2 VIP WNT4,4,0.0567859
Inh L1-3 SST FAM20A,3,0.0425894
Inh L1-3 VIP CBLN1,103,1.46224
Inh L1-3 VIP HSPB6,7,0.0993754
Inh L1-5 VIP LINC01013,1,0.0141965
Inh L1-6 LAMP5 CA1,82,1.16411
Inh L1-6 SST NPY,78,1.10733
Inh L2-5 VIP BSPRY,2,0.0283930
Inh L2-5 VIP SOX11,21,0.298126
Inh L3-5 VIP TAC3,20,0.283930
Inh L3-6 PAX6 LINC01497,8,0.113572
Inh L3-6 VIP ZIM2-AS1,1,0.0141965
Inh L5-6 PVALB FAM150B,72,1.02215
Inh L5-6 PVALB MEPE,1,0.0141965
Inh L5-6 SST C4orf26,1,0.0141965
Micro L1-6 TYROBP CD74,58,0.823396
Oligo L2-6 OPALIN FTH1P3,305,4.32993
Oligo L3-6 OPALIN ENPP6,23,0.326519
Oligo L3-6 OPALIN LRP4-AS1,48,0.681431
OPC L1-6 PDGFRA COL20A1,66,0.936968
VLMC L1-5 PDGFRA COLEC12,10,0.141965
