cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0152602
Astro L1-6 FGFR3 PLCG1,210,3.20464
Endo L2-5 NOSTRIN SRGN,13,0.198382
Exc L2 LINC00507 GLRA3,187,2.85365
Exc L2-3 RORB RTKN2,120,1.83122
Exc L3 RORB OTOGL,32,0.488326
Exc L5 FEZF2 PKD2L1,30,0.457806
Exc L5-6 FEZF2 LPO,577,8.80513
Exc L6 FEZF2 FFAR4,1060,16.1758
Exc L6 FEZF2 PROKR2,1,0.0152602
Inh L1 LAMP5 NMBR,3,0.0457806
Inh L1 PAX6 CHRFAM7A,2,0.0305204
Inh L1 SST DEFB108B,7,0.106821
Inh L1-2 VIP EXPH5,382,5.82939
Inh L1-3 SST FAM20A,82,1.25134
Inh L1-3 VIP FNDC1,84,1.28186
Inh L1-3 VIP HSPB6,3,0.0457806
Inh L1-5 VIP CD27-AS1,29,0.442545
Inh L1-5 VIP PHLDB3,3,0.0457806
Inh L1-6 LAMP5 NES,2,0.0305204
Inh L1-6 SST NPY,430,6.56188
Inh L1-6 VIP SLC7A6OS,1,0.0152602
Inh L2 VIP SLC6A16,8,0.122081
Inh L2-5 PVALB RPH3AL,17,0.259423
Inh L2-5 VIP SOX11,109,1.66336
Inh L3 PVALB SAMD13,1,0.0152602
Inh L3-5 PVALB ISG20,53,0.808790
Inh L3-5 SST GGTLC3,3,0.0457806
Inh L3-6 PAX6 LINC01497,97,1.48024
Inh L3-6 VIP UG0898H09,1,0.0152602
Inh L3-6 VIP ZIM2-AS1,348,5.31054
Inh L5 PVALB LRIG3,4,0.0610407
Inh L5-6 PVALB FAM150B,47,0.717229
Inh L5-6 PVALB KCNIP2,62,0.946132
Inh L5-6 SST C4orf26,128,1.95330
Inh L5-6 SST DNAJC14,117,1.78544
Inh L5-6 SST ISX,83,1.26660
Inh L5-6 SST PIK3CD,641,9.78178
Inh L6 SST TH,4,0.0610407
Micro L1-6 TYROBP CD74,257,3.92187
Oligo L2-6 OPALIN FTH1P3,500,7.63009
Oligo L3-6 OPALIN ENPP6,231,3.52510
Oligo L3-6 OPALIN LRP4-AS1,163,2.48741
OPC L1-6 PDGFRA COL20A1,367,5.60049
VLMC L1-5 PDGFRA COLEC12,53,0.808790
