cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,2,0.0319081
Astro L1-6 FGFR3 PLCG1,145,2.31334
Endo L2-5 NOSTRIN SRGN,10,0.159541
Exc L2 LINC00507 GLRA3,267,4.25973
Exc L3 LAMP5 CARM1P1,102,1.62731
Inh L1-2 PVALB CDK20,1,0.0159541
Inh L1-2 VIP EXPH5,36,0.574346
Inh L1-3 VIP HSPB6,21,0.335035
Inh L1-5 VIP SMOC1,3,0.0478622
Inh L1-6 PVALB COL15A1,1,0.0159541
Inh L1-6 SST NPY,3637,58.0249
Inh L3 PVALB SAMD13,3,0.0478622
Inh L5 PVALB LRIG3,1,0.0159541
Inh L5-6 PVALB FAM150B,1,0.0159541
Micro L1-6 TYROBP CD74,245,3.90874
Oligo L2-6 OPALIN FTH1P3,644,10.2744
Oligo L3-6 OPALIN ENPP6,727,11.5986
Oligo L3-6 OPALIN LRP4-AS1,19,0.303127
OPC L1-6 PDGFRA COL20A1,291,4.64263
VLMC L1-5 PDGFRA COLEC12,112,1.78685
