cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,18,0.130227
Astro L1-6 FGFR3 AQP1,358,2.59007
Astro L1-6 FGFR3 PLCG1,113,0.817537
Endo L2-5 NOSTRIN SRGN,72,0.520909
Exc L2 LAMP5 KCNG3,1,0.00723484
Exc L2 LINC00507 ATP7B,17,0.122992
Exc L2 LINC00507 GLRA3,1296,9.37636
Exc L2-3 RORB PTPN3,74,0.535378
Exc L2-3 RORB RTKN2,14,0.101288
Exc L3 LAMP5 CARM1P1,434,3.13992
Exc L3 RORB OTOGL,429,3.10375
Exc L3 THEMIS ENPEP,1,0.00723484
Exc L3-5 RORB LNX2,1,0.00723484
Exc L5 FEZF2 CSN1S1,49,0.354507
Exc L5 FEZF2 PKD2L1,393,2.84329
Exc L5-6 FEZF2 LPO,1745,12.6248
Exc L6 FEZF2 FFAR4,230,1.66401
Exc L6 FEZF2 PROKR2,622,4.50007
Exc L6 THEMIS SNTG2,34,0.245985
Inh L1 LAMP5 NMBR,1,0.00723484
Inh L1 PAX6 CHRFAM7A,29,0.209810
Inh L1 PAX6 MIR101-1,4,0.0289394
Inh L1 SST DEFB108B,107,0.774128
Inh L1-2 SST CCNJL,35,0.253220
Inh L1-2 VIP EXPH5,33,0.238750
Inh L1-2 VIP WNT4,35,0.253220
Inh L1-3 SST FAM20A,2148,15.5404
Inh L1-3 VIP CBLN1,431,3.11822
Inh L1-3 VIP HSPB6,91,0.658371
Inh L1-5 VIP CD27-AS1,1,0.00723484
Inh L1-5 VIP SMOC1,343,2.48155
Inh L1-6 LAMP5 CA1,3,0.0217045
Inh L1-6 LAMP5 NES,1,0.00723484
Inh L1-6 PVALB COL15A1,35,0.253220
Inh L1-6 SST NPY,1740,12.5886
Inh L1-6 VIP SLC7A6OS,165,1.19375
Inh L2 PAX6 FREM2,98,0.709015
Inh L2-5 PVALB RPH3AL,24,0.173636
Inh L2-5 VIP SOX11,64,0.463030
Inh L3-5 SST CDH3,17,0.122992
Inh L3-5 SST GGTLC3,2,0.0144697
Inh L3-5 VIP TAC3,2,0.0144697
Inh L3-6 PAX6 LINC01497,233,1.68572
Inh L3-6 VIP UG0898H09,16,0.115757
Inh L3-6 VIP ZIM2-AS1,134,0.969469
Inh L5 PVALB LRIG3,76,0.549848
Micro L1-6 TYROBP CD74,218,1.57720
Oligo L2-6 OPALIN FTH1P3,1059,7.66170
Oligo L3-6 OPALIN ENPP6,345,2.49602
Oligo L3-6 OPALIN LRP4-AS1,24,0.173636
OPC L1-6 PDGFRA COL20A1,107,0.774128
VLMC L1-5 PDGFRA COLEC12,300,2.17045
