cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0159312
Astro L1-6 FGFR3 AQP1,30,0.477935
Astro L1-6 FGFR3 PLCG1,146,2.32595
Endo L2-5 NOSTRIN SRGN,11,0.175243
Exc L2 LINC00507 GLRA3,1448,23.0683
Exc L2-3 RORB CCDC68,67,1.06739
Exc L2-3 RORB PTPN3,91,1.44974
Exc L2-3 RORB RTKN2,22,0.350486
Exc L3 LAMP5 CARM1P1,2,0.0318624
Exc L3 RORB OTOGL,95,1.51346
Exc L3 THEMIS ENPEP,48,0.764697
Exc L3-5 FEZF2 ASGR2,13,0.207105
Exc L3-5 RORB LAMA4,2,0.0318624
Exc L3-5 RORB LINC01202,546,8.69842
Exc L3-5 RORB LNX2,401,6.38840
Exc L3-5 RORB RPRM,139,2.21443
Exc L5 FEZF2 CSN1S1,6,0.0955871
Exc L5 FEZF2 NREP-AS1,12,0.191174
Exc L5 FEZF2 RNF144A-AS1,3,0.0477935
Exc L5 RORB MED8,74,1.17891
Exc L5 THEMIS FGF10,18,0.286761
Exc L5 THEMIS SLC22A18,72,1.14704
Exc L5-6 FEZF2 C9orf135-AS1,98,1.56126
Exc L5-6 FEZF2 IFNG-AS1,74,1.17891
Exc L5-6 FEZF2 OR1L8,10,0.159312
Exc L5-6 THEMIS SMYD1,87,1.38601
Exc L5-6 THEMIS TNFAIP6,20,0.318624
Exc L6 FEZF2 FFAR4,9,0.143381
Exc L6 FEZF2 KLK7,72,1.14704
Exc L6 FEZF2 POGK,17,0.270830
Exc L6 FEZF2 PROKR2,52,0.828421
Exc L6 THEMIS LINC00343,230,3.66417
Exc L6 THEMIS SLN,41,0.653178
Exc L6 THEMIS SNTG2,4,0.0637247
Inh L1 LAMP5 BMP2,22,0.350486
Inh L1 LAMP5 NMBR,24,0.382348
Inh L1 LAMP5 PVRL2,3,0.0477935
Inh L1 LAMP5 RAB11FIP1,15,0.238968
Inh L1 PAX6 CHRFAM7A,14,0.223036
Inh L1 PAX6 MIR101-1,17,0.270830
Inh L1 PVALB SST ASIC4,25,0.398279
Inh L1 SST DEFB108B,37,0.589454
Inh L1 VIP KLHDC8B,8,0.127449
Inh L1-2 PVALB CDK20,5,0.0796559
Inh L1-2 SST CCNJL,54,0.860284
Inh L1-2 SST CLIC6,2,0.0318624
Inh L1-2 SST PRRT4,49,0.780628
Inh L1-2 VIP EXPH5,63,1.00366
Inh L1-2 VIP PTGER3,2,0.0318624
Inh L1-2 VIP SCML4,2,0.0318624
Inh L1-2 VIP WNT4,3,0.0477935
Inh L1-3 SST FAM20A,110,1.75243
Inh L1-3 VIP CBLN1,33,0.525729
Inh L1-3 VIP CHRNA2,41,0.653178
Inh L1-3 VIP FNDC1,17,0.270830
Inh L1-3 VIP HSPB6,81,1.29043
Inh L1-5 VIP CD27-AS1,2,0.0318624
Inh L1-5 VIP LINC01013,15,0.238968
Inh L1-5 VIP SMOC1,47,0.748765
Inh L1-6 LAMP5 AARD,102,1.62498
Inh L1-6 LAMP5 CA1,22,0.350486
Inh L1-6 LAMP5 NES,14,0.223036
Inh L1-6 PVALB COL15A1,31,0.493866
Inh L1-6 SST NPY,9,0.143381
Inh L1-6 VIP SLC7A6OS,11,0.175243
Inh L2 PVALB FRZB,10,0.159312
Inh L2 VIP SLC6A16,23,0.366417
Inh L2-3 SST NMU,13,0.207105
Inh L2-5 PVALB HHIPL1,3,0.0477935
Inh L2-5 PVALB RPH3AL,242,3.85534
Inh L2-5 VIP BSPRY,4,0.0637247
Inh L2-5 VIP SOX11,9,0.143381
Inh L3 PVALB SAMD13,27,0.430142
Inh L3-5 SST GGTLC3,80,1.27449
Inh L3-5 SST OR5AH1P,10,0.159312
Inh L3-5 VIP HS3ST3A1,9,0.143381
Inh L3-5 VIP IGDCC3,29,0.462004
Inh L3-5 VIP TAC3,13,0.207105
Inh L3-6 VIP ZIM2-AS1,4,0.0637247
Inh L5 PVALB LRIG3,6,0.0955871
Inh L5 SST RPL35AP11,55,0.876215
Inh L5-6 LAMP5 CRABP1,47,0.748765
Inh L5-6 PVALB FAM150B,6,0.0955871
Inh L5-6 PVALB GAPDHP60,8,0.127449
Inh L5-6 PVALB KCNIP2,3,0.0477935
Inh L5-6 PVALB MEPE,26,0.414211
Inh L5-6 PVALB SST CRHR2,5,0.0796559
Inh L5-6 PVALB ZFPM2-AS1,16,0.254899
Inh L5-6 SST C4orf26,11,0.175243
Inh L5-6 SST DNAJC14,3,0.0477935
Inh L5-6 SST KLHL1,21,0.334555
Inh L5-6 SST PAWR,4,0.0637247
Inh L5-6 VIP COL4A3,4,0.0637247
Inh L6 SST TH,8,0.127449
Micro L1-6 TYROBP CD74,124,1.97547
Oligo L2-6 OPALIN FTH1P3,437,6.96192
Oligo L2-6 OPALIN MAP6D1,4,0.0637247
Oligo L3-6 OPALIN ENPP6,42,0.669109
Oligo L3-6 OPALIN LRP4-AS1,2,0.0318624
OPC L1-6 PDGFRA COL20A1,116,1.84802
VLMC L1-5 PDGFRA COLEC12,12,0.191174
