cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,2,0.0357334
Astro L1-6 FGFR3 AQP1,4,0.0714669
Astro L1-6 FGFR3 PLCG1,137,2.44774
Exc L2 LINC00507 GLRA3,1428,25.5137
Exc L2-3 RORB CCDC68,64,1.14347
Exc L2-3 RORB PTPN3,110,1.96534
Exc L2-3 RORB RTKN2,5,0.0893336
Exc L3 RORB OTOGL,68,1.21494
Exc L3 THEMIS ENPEP,59,1.05414
Exc L3-5 RORB LINC01202,420,7.50402
Exc L3-5 RORB LNX2,371,6.62855
Exc L3-5 RORB RPRM,115,2.05467
Exc L3-5 RORB TNNT2,4,0.0714669
Exc L5 FEZF2 CSN1S1,21,0.375201
Exc L5 FEZF2 NREP-AS1,2,0.0357334
Exc L5 FEZF2 RNF144A-AS1,13,0.232267
Exc L5 RORB MED8,63,1.12560
Exc L5 THEMIS FGF10,5,0.0893336
Exc L5 THEMIS SLC22A18,53,0.946936
Exc L5-6 FEZF2 C9orf135-AS1,103,1.84027
Exc L5-6 FEZF2 IFNG-AS1,50,0.893336
Exc L5-6 FEZF2 LPO,1,0.0178667
Exc L5-6 FEZF2 OR1L8,3,0.0536001
Exc L5-6 THEMIS SMYD1,62,1.10774
Exc L5-6 THEMIS TNFAIP6,11,0.196534
Exc L6 FEZF2 FFAR4,14,0.250134
Exc L6 FEZF2 KLK7,83,1.48294
Exc L6 FEZF2 POGK,9,0.160800
Exc L6 FEZF2 PROKR2,44,0.786135
Exc L6 THEMIS LINC00343,249,4.44881
Exc L6 THEMIS SLN,39,0.696802
Exc L6 THEMIS SNTG2,3,0.0536001
Inh L1 LAMP5 BMP2,12,0.214401
Inh L1 LAMP5 NMBR,12,0.214401
Inh L1 LAMP5 PVRL2,8,0.142934
Inh L1 LAMP5 RAB11FIP1,15,0.268001
Inh L1 PAX6 CHRFAM7A,27,0.482401
Inh L1 PAX6 MIR101-1,14,0.250134
Inh L1 PVALB SST ASIC4,24,0.428801
Inh L1 SST DEFB108B,42,0.750402
Inh L1 VIP KLHDC8B,4,0.0714669
Inh L1-2 PVALB CDK20,7,0.125067
Inh L1-2 SST CCNJL,47,0.839736
Inh L1-2 SST CLIC6,2,0.0357334
Inh L1-2 SST PRRT4,47,0.839736
Inh L1-2 VIP EXPH5,66,1.17920
Inh L1-2 VIP PTGER3,2,0.0357334
Inh L1-2 VIP SCML4,4,0.0714669
Inh L1-3 SST FAM20A,102,1.82240
Inh L1-3 VIP CBLN1,25,0.446668
Inh L1-3 VIP CHRNA2,22,0.393068
Inh L1-3 VIP FNDC1,19,0.339468
Inh L1-3 VIP HSPB6,72,1.28640
Inh L1-5 VIP CD27-AS1,1,0.0178667
Inh L1-5 VIP LINC01013,21,0.375201
Inh L1-5 VIP SMOC1,46,0.821869
Inh L1-6 LAMP5 AARD,88,1.57227
Inh L1-6 LAMP5 CA1,23,0.410934
Inh L1-6 LAMP5 NES,5,0.0893336
Inh L1-6 PVALB COL15A1,18,0.321601
Inh L1-6 SST NPY,5,0.0893336
Inh L1-6 VIP SLC7A6OS,1,0.0178667
Inh L2 PAX6 FREM2,2,0.0357334
Inh L2 PVALB FRZB,7,0.125067
Inh L2 VIP SLC6A16,23,0.410934
Inh L2-3 SST NMU,17,0.303734
Inh L2-5 PVALB HHIPL1,3,0.0536001
Inh L2-5 PVALB RPH3AL,215,3.84134
Inh L2-5 VIP SOX11,1,0.0178667
Inh L3 PVALB SAMD13,12,0.214401
Inh L3-5 SST GGTLC3,99,1.76880
Inh L3-5 SST OR5AH1P,3,0.0536001
Inh L3-5 VIP HS3ST3A1,3,0.0536001
Inh L3-5 VIP IGDCC3,28,0.500268
Inh L3-5 VIP TAC3,25,0.446668
Inh L3-6 PAX6 LINC01497,2,0.0357334
Inh L3-6 VIP ZIM2-AS1,4,0.0714669
Inh L5 PVALB LRIG3,6,0.107200
Inh L5 SST RPL35AP11,62,1.10774
Inh L5-6 LAMP5 CRABP1,61,1.08987
Inh L5-6 PVALB GAPDHP60,14,0.250134
Inh L5-6 PVALB MEPE,16,0.285867
Inh L5-6 PVALB SST CRHR2,7,0.125067
Inh L5-6 PVALB ZFPM2-AS1,10,0.178667
Inh L5-6 SST BEAN1,2,0.0357334
Inh L5-6 SST C4orf26,11,0.196534
Inh L5-6 SST KLHL1,10,0.178667
Inh L5-6 SST PIK3CD,2,0.0357334
Inh L5-6 VIP COL4A3,6,0.107200
Inh L6 SST TH,6,0.107200
Micro L1-6 TYROBP CD74,77,1.37574
Oligo L2-6 OPALIN FTH1P3,335,5.98535
Oligo L2-6 OPALIN MAP6D1,7,0.125067
Oligo L3-6 OPALIN ENPP6,12,0.214401
Oligo L3-6 OPALIN LRP4-AS1,2,0.0357334
OPC L1-6 PDGFRA COL20A1,91,1.62587
VLMC L1-5 PDGFRA COLEC12,20,0.357334
