cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,209,2.88634
Exc L2 LAMP5 KCNG3,205,2.83110
Exc L2 LINC00507 GLRA3,1922,26.5433
Exc L2-3 RORB CCDC68,29,0.400497
Exc L2-3 RORB PTPN3,47,0.649082
Exc L2-3 RORB RTKN2,20,0.276205
Exc L3 RORB OTOGL,187,2.58252
Exc L3 THEMIS ENPEP,4,0.0552410
Exc L3-5 FEZF2 ASGR2,62,0.856235
Exc L3-5 RORB LINC01202,347,4.79216
Exc L3-5 RORB LNX2,307,4.23975
Exc L3-5 RORB RPRM,256,3.53542
Exc L3-5 RORB TNNT2,3,0.0414307
Exc L5 FEZF2 CSN1S1,2,0.0276205
Exc L5 FEZF2 RNF144A-AS1,13,0.179533
Exc L5 RORB MED8,43,0.593841
Exc L5 THEMIS SLC22A18,249,3.43875
Exc L5-6 FEZF2 C9orf135-AS1,142,1.96106
Exc L5-6 FEZF2 IFNG-AS1,81,1.11863
Exc L5-6 FEZF2 LPO,7,0.0966717
Exc L5-6 FEZF2 OR1L8,2,0.0276205
Exc L5-6 THEMIS SMYD1,217,2.99682
Exc L5-6 THEMIS TNFAIP6,7,0.0966717
Exc L6 FEZF2 FFAR4,7,0.0966717
Exc L6 FEZF2 KLK7,50,0.690512
Exc L6 FEZF2 PROKR2,1,0.0138102
Exc L6 THEMIS LINC00343,14,0.193343
Exc L6 THEMIS SLN,60,0.828615
Exc L6 THEMIS SNTG2,178,2.45822
Inh L1 LAMP5 BMP2,23,0.317636
Inh L1 LAMP5 NMBR,30,0.414307
Inh L1 LAMP5 RAB11FIP1,34,0.469548
Inh L1 PAX6 CHRFAM7A,59,0.814805
Inh L1 PAX6 MIR101-1,34,0.469548
Inh L1 PVALB SST ASIC4,35,0.483359
Inh L1 SST DEFB108B,59,0.814805
Inh L1 SST P4HA3,25,0.345256
Inh L1 VIP KLHDC8B,9,0.124292
Inh L1-2 PVALB CDK20,12,0.165723
Inh L1-2 SST CCNJL,69,0.952907
Inh L1-2 SST CLIC6,11,0.151913
Inh L1-2 SST PRRT4,24,0.331446
Inh L1-2 VIP EXPH5,53,0.731943
Inh L1-2 VIP PTGER3,2,0.0276205
Inh L1-2 VIP SCML4,28,0.386687
Inh L1-2 VIP WNT4,4,0.0552410
Inh L1-3 SST FAM20A,206,2.84491
Inh L1-3 VIP CBLN1,23,0.317636
Inh L1-3 VIP CHRNA2,37,0.510979
Inh L1-3 VIP FNDC1,5,0.0690512
Inh L1-3 VIP HSPB6,103,1.42246
Inh L1-5 VIP CD27-AS1,6,0.0828615
Inh L1-5 VIP LINC01013,26,0.359066
Inh L1-5 VIP PHLDB3,1,0.0138102
Inh L1-5 VIP SMOC1,87,1.20149
Inh L1-6 LAMP5 AARD,42,0.580030
Inh L1-6 LAMP5 CA1,53,0.731943
Inh L1-6 LAMP5 NES,93,1.28435
Inh L1-6 PVALB COL15A1,24,0.331446
Inh L1-6 SST NPY,9,0.124292
Inh L1-6 VIP SLC7A6OS,4,0.0552410
Inh L2 PAX6 FREM2,15,0.207154
Inh L2 PVALB FRZB,20,0.276205
Inh L2 VIP SLC6A16,27,0.372877
Inh L2-3 SST NMU,29,0.400497
Inh L2-5 PVALB RPH3AL,332,4.58500
Inh L2-5 VIP BSPRY,7,0.0966717
Inh L2-5 VIP SOX11,12,0.165723
Inh L3 PVALB SAMD13,25,0.345256
Inh L3-5 SST GGTLC3,139,1.91962
Inh L3-5 SST OR5AH1P,1,0.0138102
Inh L3-5 VIP HS3ST3A1,14,0.193343
Inh L3-5 VIP IGDCC3,59,0.814805
Inh L3-5 VIP TAC3,26,0.359066
Inh L3-6 PAX6 LINC01497,17,0.234774
Inh L3-6 VIP ZIM2-AS1,3,0.0414307
Inh L5 PVALB LRIG3,11,0.151913
Inh L5 SST RPL35AP11,77,1.06339
Inh L5-6 LAMP5 CRABP1,52,0.718133
Inh L5-6 PVALB FAM150B,2,0.0276205
Inh L5-6 PVALB GAPDHP60,15,0.207154
Inh L5-6 PVALB KCNIP2,1,0.0138102
Inh L5-6 PVALB MEPE,29,0.400497
Inh L5-6 PVALB SST CRHR2,2,0.0276205
Inh L5-6 PVALB ZFPM2-AS1,17,0.234774
Inh L5-6 SST BEAN1,2,0.0276205
Inh L5-6 SST C4orf26,32,0.441928
Inh L5-6 SST DNAJC14,1,0.0138102
Inh L5-6 SST ISX,31,0.428118
Inh L5-6 SST KLHL1,8,0.110482
Inh L5-6 SST PAWR,14,0.193343
Inh L5-6 SST PIK3CD,2,0.0276205
Inh L5-6 VIP COL4A3,7,0.0966717
Inh L6 SST TH,12,0.165723
Micro L1-6 TYROBP CD74,42,0.580030
Oligo L2-6 OPALIN FTH1P3,91,1.25673
Oligo L2-6 OPALIN MAP6D1,66,0.911476
Oligo L3-6 OPALIN LRP4-AS1,13,0.179533
OPC L1-6 PDGFRA COL20A1,80,1.10482
VLMC L1-5 PDGFRA COLEC12,7,0.0966717
