cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,8,0.127980
Astro L1-6 FGFR3 AQP1,92,1.47176
Astro L1-6 FGFR3 PLCG1,186,2.97552
Endo L2-5 NOSTRIN SRGN,2,0.0319949
Exc L2 LAMP5 KCNG3,3952,63.2219
Exc L2 LINC00507 ATP7B,169,2.70357
Exc L2 LINC00507 GLRA3,190,3.03951
Inh L1 LAMP5 BMP2,21,0.335946
Inh L1 LAMP5 NMBR,2,0.0319949
Inh L1 LAMP5 PVRL2,1,0.0159974
Inh L1 LAMP5 RAB11FIP1,15,0.239962
Inh L1 PAX6 CHRFAM7A,18,0.287954
Inh L1 PVALB SST ASIC4,2,0.0319949
Inh L1 SST P4HA3,7,0.111982
Inh L1-2 SST CLIC6,16,0.255959
Inh L1-2 VIP EXPH5,1,0.0159974
Inh L1-2 VIP PTGER3,6,0.0959846
Inh L1-2 VIP WNT4,19,0.303951
Inh L1-3 SST FAM20A,29,0.463926
Inh L1-3 VIP CBLN1,8,0.127980
Inh L1-3 VIP CHRNA2,12,0.191969
Inh L1-3 VIP HSPB6,22,0.351944
Inh L1-5 VIP CD27-AS1,4,0.0639898
Inh L1-5 VIP SMOC1,1,0.0159974
Inh L1-6 LAMP5 CA1,65,1.03983
Inh L1-6 LAMP5 NES,16,0.255959
Inh L1-6 PVALB COL15A1,2,0.0319949
Inh L1-6 SST NPY,524,8.38266
Inh L1-6 VIP SLC7A6OS,1,0.0159974
Inh L2 PAX6 FREM2,12,0.191969
Inh L2 VIP SLC6A16,1,0.0159974
Inh L2-5 PVALB RPH3AL,1,0.0159974
Inh L2-5 VIP SOX11,14,0.223964
Inh L3-5 VIP IGDCC3,3,0.0479923
Inh L3-6 VIP ZIM2-AS1,5,0.0799872
Inh L5-6 VIP COL4A3,7,0.111982
Micro L1-6 TYROBP CD74,182,2.91153
Oligo L2-6 OPALIN FTH1P3,448,7.16685
Oligo L3-6 OPALIN ENPP6,14,0.223964
Oligo L3-6 OPALIN LRP4-AS1,11,0.175972
OPC L1-6 PDGFRA COL20A1,140,2.23964
VLMC L1-5 PDGFRA COLEC12,22,0.351944
