cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,2,0.0312842
Astro L1-6 FGFR3 PLCG1,289,4.52057
Endo L2-5 NOSTRIN SRGN,11,0.172063
Exc L2 LINC00507 ATP7B,26,0.406695
Exc L2 LINC00507 GLRA3,1692,26.4664
Exc L2-3 LINC00507 DSG3,3,0.0469263
Exc L2-3 RORB CCDC68,133,2.08040
Exc L2-3 RORB PTPN3,149,2.33067
Exc L2-3 RORB RTKN2,13,0.203347
Exc L3 LAMP5 CARM1P1,83,1.29830
Exc L3 RORB OTOGL,121,1.89270
Exc L3 THEMIS ENPEP,64,1.00109
Exc L3-5 FEZF2 ASGR2,2,0.0312842
Exc L3-5 RORB LAMA4,51,0.797748
Exc L3-5 RORB LINC01202,373,5.83451
Exc L3-5 RORB LNX2,359,5.61552
Exc L3-5 RORB RPRM,94,1.47036
Exc L3-5 RORB TNNT2,14,0.218990
Exc L5 FEZF2 NREP-AS1,13,0.203347
Exc L5 RORB MED8,85,1.32958
Exc L5 THEMIS FGF10,12,0.187705
Exc L5 THEMIS SLC22A18,21,0.328484
Exc L5-6 FEZF2 C9orf135-AS1,72,1.12623
Exc L5-6 FEZF2 IFNG-AS1,61,0.954169
Exc L5-6 FEZF2 OR1L8,2,0.0312842
Exc L5-6 THEMIS SMYD1,66,1.03238
Exc L5-6 THEMIS TNFAIP6,41,0.641326
Exc L6 FEZF2 FFAR4,2,0.0312842
Exc L6 FEZF2 KLK7,43,0.672611
Exc L6 FEZF2 POGK,1,0.0156421
Exc L6 FEZF2 PROKR2,1,0.0156421
Exc L6 THEMIS LINC00343,117,1.83013
Exc L6 THEMIS SLN,2,0.0312842
Inh L1 LAMP5 BMP2,23,0.359768
Inh L1 LAMP5 NMBR,24,0.375411
Inh L1 LAMP5 PVRL2,4,0.0625684
Inh L1 LAMP5 RAB11FIP1,25,0.391053
Inh L1 PAX6 CHRFAM7A,22,0.344126
Inh L1 PVALB SST ASIC4,39,0.610042
Inh L1 SST DEFB108B,35,0.547474
Inh L1 SST P4HA3,5,0.0782105
Inh L1 VIP KLHDC8B,10,0.156421
Inh L1-2 PVALB CDK20,5,0.0782105
Inh L1-2 SST CCNJL,40,0.625684
Inh L1-2 SST CLIC6,3,0.0469263
Inh L1-2 SST PRRT4,98,1.53293
Inh L1-2 VIP EXPH5,110,1.72063
Inh L1-2 VIP HTR3A,1,0.0156421
Inh L1-3 SST FAM20A,101,1.57985
Inh L1-3 VIP CBLN1,27,0.422337
Inh L1-3 VIP CHRNA2,40,0.625684
Inh L1-3 VIP FNDC1,29,0.453621
Inh L1-3 VIP HSPB6,53,0.829032
Inh L1-5 VIP CD27-AS1,2,0.0312842
Inh L1-5 VIP LINC01013,13,0.203347
Inh L1-5 VIP SMOC1,56,0.875958
Inh L1-6 LAMP5 AARD,79,1.23573
Inh L1-6 LAMP5 CA1,24,0.375411
Inh L1-6 LAMP5 NES,1,0.0156421
Inh L1-6 PVALB COL15A1,51,0.797748
Inh L1-6 SST NPY,3,0.0469263
Inh L1-6 VIP SLC7A6OS,2,0.0312842
Inh L2 PVALB FRZB,8,0.125137
Inh L2 VIP SLC6A16,32,0.500547
Inh L2-3 SST NMU,28,0.437979
Inh L2-5 PVALB HHIPL1,5,0.0782105
Inh L2-5 PVALB RPH3AL,293,4.58314
Inh L2-5 VIP SOX11,3,0.0469263
Inh L3 PVALB SAMD13,58,0.907242
Inh L3-5 PVALB ISG20,2,0.0312842
Inh L3-5 SST GGTLC3,147,2.29939
Inh L3-5 SST OR5AH1P,11,0.172063
Inh L3-5 VIP HS3ST3A1,11,0.172063
Inh L3-5 VIP IGDCC3,15,0.234632
Inh L3-5 VIP TAC3,25,0.391053
Inh L3-6 PAX6 LINC01497,2,0.0312842
Inh L3-6 VIP ZIM2-AS1,5,0.0782105
Inh L5 SST RPL35AP11,40,0.625684
Inh L5-6 LAMP5 CRABP1,24,0.375411
Inh L5-6 PVALB GAPDHP60,4,0.0625684
Inh L5-6 PVALB MEPE,13,0.203347
Inh L5-6 PVALB SST CRHR2,3,0.0469263
Inh L5-6 PVALB ZFPM2-AS1,9,0.140779
Inh L5-6 SST BEAN1,1,0.0156421
Inh L5-6 SST C4orf26,4,0.0625684
Inh L5-6 SST FBN2,6,0.0938527
Inh L5-6 SST KLHL1,10,0.156421
Inh L5-6 SST PIK3CD,1,0.0156421
Inh L6 SST TH,2,0.0312842
Micro L1-6 TYROBP CD74,61,0.954169
Oligo L2-6 OPALIN FTH1P3,397,6.20992
Oligo L2-6 OPALIN MAP6D1,37,0.578758
Oligo L3-6 OPALIN ENPP6,15,0.234632
Oligo L3-6 OPALIN LRP4-AS1,13,0.203347
OPC L1-6 PDGFRA COL20A1,145,2.26811
VLMC L1-5 PDGFRA COLEC12,20,0.312842
