cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,18,0.563204
Astro L1-6 FGFR3 AQP1,194,6.07009
Astro L1-6 FGFR3 PLCG1,69,2.15895
Endo L2-5 NOSTRIN SRGN,28,0.876095
Exc L2 LINC00507 GLRA3,274,8.57322
Exc L2-3 RORB CCDC68,1,0.0312891
Exc L2-3 RORB RTKN2,5,0.156446
Exc L3 LAMP5 CARM1P1,1,0.0312891
Exc L3 RORB OTOGL,98,3.06633
Exc L3-5 FEZF2 ASGR2,13,0.406758
Exc L5 FEZF2 CSN1S1,5,0.156446
Exc L5 FEZF2 PKD2L1,2,0.0625782
Exc L5-6 FEZF2 C9orf135-AS1,3,0.0938673
Exc L5-6 FEZF2 IFNG-AS1,9,0.281602
Exc L5-6 FEZF2 LPO,123,3.84856
Exc L5-6 FEZF2 OR1L8,8,0.250313
Exc L5-6 THEMIS SMYD1,2,0.0625782
Exc L5-6 THEMIS TNFAIP6,1,0.0312891
Exc L6 FEZF2 FFAR4,21,0.657071
Exc L6 FEZF2 PROKR2,6,0.187735
Inh L1 LAMP5 RAB11FIP1,1,0.0312891
Inh L1 PAX6 CHRFAM7A,64,2.00250
Inh L1 SST DEFB108B,11,0.344180
Inh L1-2 SST CCNJL,1,0.0312891
Inh L1-2 VIP EXPH5,6,0.187735
Inh L1-2 VIP HTR3A,1,0.0312891
Inh L1-2 VIP WNT4,14,0.438048
Inh L1-3 SST FAM20A,286,8.94869
Inh L1-3 VIP CBLN1,7,0.219024
Inh L1-3 VIP HSPB6,2,0.0625782
Inh L1-5 VIP CD27-AS1,27,0.844806
Inh L1-5 VIP SMOC1,2,0.0625782
Inh L1-6 LAMP5 NES,2,0.0625782
Inh L1-6 SST NPY,308,9.63705
Inh L1-6 VIP SLC7A6OS,20,0.625782
Inh L2 PAX6 FREM2,2,0.0625782
Inh L2-5 VIP SOX11,46,1.43930
Inh L3 PVALB SAMD13,9,0.281602
Inh L3-6 PAX6 LINC01497,57,1.78348
Inh L3-6 VIP ZIM2-AS1,2,0.0625782
Inh L5 PVALB LRIG3,339,10.6070
Inh L5-6 PVALB FAM150B,2,0.0625782
Inh L5-6 PVALB KCNIP2,1,0.0312891
Inh L5-6 PVALB MEPE,2,0.0625782
Inh L5-6 SST C4orf26,3,0.0938673
Micro L1-6 TYROBP CD74,101,3.16020
Oligo L2-6 OPALIN FTH1P3,688,21.5269
Oligo L3-6 OPALIN ENPP6,178,5.56946
Oligo L3-6 OPALIN LRP4-AS1,32,1.00125
OPC L1-6 PDGFRA COL20A1,57,1.78348
VLMC L1-5 PDGFRA COLEC12,44,1.37672
