cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,75,0.748802
Astro L1-6 FGFR3 PLCG1,301,3.00519
Endo L2-5 NOSTRIN SRGN,7,0.0698882
Exc L2 LINC00507 ATP7B,1,0.00998403
Exc L2 LINC00507 GLRA3,952,9.50479
Exc L2-3 RORB RTKN2,1,0.00998403
Exc L3 LAMP5 CARM1P1,713,7.11861
Exc L3 RORB OTOGL,64,0.638978
Exc L3-5 RORB LINC01202,1,0.00998403
Exc L5 FEZF2 CSN1S1,86,0.858626
Exc L5 FEZF2 PKD2L1,44,0.439297
Exc L5 THEMIS VILL,32,0.319489
Exc L5-6 FEZF2 C9orf135-AS1,2,0.0199681
Exc L5-6 FEZF2 LPO,246,2.45607
Exc L5-6 THEMIS TNFAIP6,24,0.239617
Exc L6 FEZF2 FFAR4,1395,13.9277
Exc L6 FEZF2 KLK7,2,0.0199681
Inh L1 LAMP5 NMBR,2,0.0199681
Inh L1 LAMP5 RAB11FIP1,1,0.00998403
Inh L1 PAX6 CHRFAM7A,1,0.00998403
Inh L1 PAX6 MIR101-1,23,0.229633
Inh L1-2 SST CCNJL,21,0.209665
Inh L1-2 VIP EXPH5,376,3.75399
Inh L1-2 VIP HTR3A,66,0.658946
Inh L1-2 VIP WNT4,16,0.159744
Inh L1-3 SST FAM20A,5,0.0499201
Inh L1-3 VIP FNDC1,18,0.179712
Inh L1-3 VIP HSPB6,4,0.0399361
Inh L1-5 VIP CD27-AS1,40,0.399361
Inh L1-5 VIP SMOC1,85,0.848642
Inh L1-6 LAMP5 NES,1,0.00998403
Inh L1-6 SST NPY,1275,12.7296
Inh L1-6 VIP SLC7A6OS,2,0.0199681
Inh L2-5 PVALB RPH3AL,24,0.239617
Inh L2-5 VIP BSPRY,2,0.0199681
Inh L2-5 VIP SOX11,676,6.74920
Inh L3 PVALB SAMD13,42,0.419329
Inh L3-5 PVALB ISG20,27,0.269569
Inh L3-5 SST GGTLC3,1,0.00998403
Inh L3-6 PAX6 LINC01497,115,1.14816
Inh L3-6 VIP ZIM2-AS1,434,4.33307
Inh L5 PVALB LRIG3,139,1.38778
Inh L5-6 PVALB KCNIP2,40,0.399361
Inh L5-6 PVALB MEPE,1,0.00998403
Inh L5-6 SST C4orf26,344,3.43450
Inh L5-6 SST DNAJC14,14,0.139776
Inh L5-6 SST ISX,176,1.75719
Inh L5-6 SST PIK3CD,147,1.46765
Micro L1-6 TYROBP CD74,253,2.52596
Oligo L2-6 OPALIN FTH1P3,757,7.55791
Oligo L3-6 OPALIN ENPP6,588,5.87061
Oligo L3-6 OPALIN LRP4-AS1,38,0.379393
OPC L1-6 PDGFRA COL20A1,242,2.41613
VLMC L1-5 PDGFRA COLEC12,74,0.738818
