cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,4,0.0649140
Astro L1-6 FGFR3 PLCG1,104,1.68776
Endo L2-5 NOSTRIN SRGN,3,0.0486855
Exc L2 LINC00507 GLRA3,1482,24.0506
Exc L2-3 RORB CCDC68,56,0.908796
Exc L2-3 RORB PTPN3,101,1.63908
Exc L3 LAMP5 CARM1P1,13,0.210970
Exc L3 RORB OTOGL,72,1.16845
Exc L3 THEMIS ENPEP,80,1.29828
Exc L3-5 FEZF2 ASGR2,2,0.0324570
Exc L3-5 RORB LINC01202,463,7.51379
Exc L3-5 RORB LNX2,432,7.01071
Exc L3-5 RORB RPRM,137,2.22330
Exc L5 FEZF2 CSN1S1,13,0.210970
Exc L5 FEZF2 NREP-AS1,6,0.0973710
Exc L5 RORB MED8,71,1.15222
Exc L5 THEMIS FGF10,4,0.0649140
Exc L5 THEMIS SLC22A18,86,1.39565
Exc L5-6 FEZF2 C9orf135-AS1,116,1.88251
Exc L5-6 FEZF2 IFNG-AS1,76,1.23337
Exc L5-6 FEZF2 LPO,2,0.0324570
Exc L5-6 FEZF2 OR1L8,9,0.146056
Exc L5-6 THEMIS SMYD1,76,1.23337
Exc L5-6 THEMIS TNFAIP6,39,0.632911
Exc L6 FEZF2 FFAR4,23,0.373255
Exc L6 FEZF2 KLK7,62,1.00617
Exc L6 FEZF2 POGK,5,0.0811425
Exc L6 FEZF2 PROKR2,16,0.259656
Exc L6 THEMIS LINC00343,171,2.77507
Exc L6 THEMIS SLN,42,0.681597
Exc L6 THEMIS SNTG2,5,0.0811425
Inh L1 LAMP5 BMP2,24,0.389484
Inh L1 LAMP5 NMBR,45,0.730282
Inh L1 LAMP5 PVRL2,1,0.0162285
Inh L1 LAMP5 RAB11FIP1,10,0.162285
Inh L1 PAX6 CHRFAM7A,27,0.438169
Inh L1 PAX6 MIR101-1,22,0.357027
Inh L1 PVALB SST ASIC4,20,0.324570
Inh L1 SST DEFB108B,37,0.600454
Inh L1 SST P4HA3,9,0.146056
Inh L1 VIP KLHDC8B,2,0.0324570
Inh L1-2 PVALB CDK20,14,0.227199
Inh L1-2 SST CCNJL,29,0.470626
Inh L1-2 SST CLIC6,10,0.162285
Inh L1-2 SST PRRT4,55,0.892567
Inh L1-2 VIP EXPH5,78,1.26582
Inh L1-2 VIP HTR3A,6,0.0973710
Inh L1-2 VIP SCML4,2,0.0324570
Inh L1-3 SST FAM20A,84,1.36319
Inh L1-3 VIP CBLN1,38,0.616683
Inh L1-3 VIP CHRNA2,50,0.811425
Inh L1-3 VIP FNDC1,30,0.486855
Inh L1-3 VIP HSPB6,88,1.42811
Inh L1-5 VIP CD27-AS1,1,0.0162285
Inh L1-5 VIP LINC01013,29,0.470626
Inh L1-5 VIP SMOC1,56,0.908796
Inh L1-6 LAMP5 AARD,40,0.649140
Inh L1-6 LAMP5 CA1,4,0.0649140
Inh L1-6 LAMP5 NES,59,0.957481
Inh L1-6 PVALB COL15A1,41,0.665368
Inh L1-6 SST NPY,7,0.113599
Inh L1-6 VIP SLC7A6OS,5,0.0811425
Inh L2 PAX6 FREM2,4,0.0649140
Inh L2 PVALB FRZB,5,0.0811425
Inh L2 VIP SLC6A16,40,0.649140
Inh L2-3 SST NMU,27,0.438169
Inh L2-5 PVALB HHIPL1,1,0.0162285
Inh L2-5 PVALB RPH3AL,236,3.82993
Inh L2-5 VIP SOX11,7,0.113599
Inh L3 PVALB SAMD13,21,0.340798
Inh L3-5 SST GGTLC3,108,1.75268
Inh L3-5 SST OR5AH1P,6,0.0973710
Inh L3-5 VIP HS3ST3A1,11,0.178513
Inh L3-5 VIP IGDCC3,24,0.389484
Inh L3-5 VIP TAC3,17,0.275884
Inh L5 PVALB LRIG3,11,0.178513
Inh L5 SST RPL35AP11,66,1.07108
Inh L5-6 LAMP5 CRABP1,51,0.827653
Inh L5-6 PVALB FAM150B,1,0.0162285
Inh L5-6 PVALB GAPDHP60,13,0.210970
Inh L5-6 PVALB MEPE,26,0.421941
Inh L5-6 PVALB SST CRHR2,4,0.0649140
Inh L5-6 PVALB ZFPM2-AS1,17,0.275884
Inh L5-6 SST C4orf26,4,0.0649140
Inh L5-6 SST DNAJC14,2,0.0324570
Inh L5-6 SST FBN2,8,0.129828
Inh L5-6 SST KLHL1,9,0.146056
Inh L5-6 SST PAWR,18,0.292113
Inh L5-6 SST PIK3CD,2,0.0324570
Inh L6 SST TH,7,0.113599
Micro L1-6 TYROBP CD74,95,1.54171
Oligo L2-6 OPALIN FTH1P3,396,6.42648
Oligo L2-6 OPALIN MAP6D1,6,0.0973710
Oligo L3-6 OPALIN ENPP6,10,0.162285
OPC L1-6 PDGFRA COL20A1,120,1.94742
VLMC L1-5 PDGFRA COLEC12,95,1.54171
