cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,9,0.149105
Astro L1-6 FGFR3 PLCG1,257,4.25779
Endo L2-5 NOSTRIN SRGN,13,0.215374
Exc L2 LINC00507 ATP7B,21,0.347913
Exc L2 LINC00507 GLRA3,1661,27.5182
Exc L2-3 RORB CCDC68,185,3.06494
Exc L2-3 RORB PTPN3,103,1.70643
Exc L2-3 RORB RTKN2,13,0.215374
Exc L3 LAMP5 CARM1P1,49,0.811796
Exc L3 RORB OTOGL,95,1.57389
Exc L3 THEMIS ENPEP,105,1.73956
Exc L3-5 RORB LAMA4,10,0.165673
Exc L3-5 RORB LINC01202,386,6.39496
Exc L3-5 RORB LNX2,327,5.41750
Exc L3-5 RORB RPRM,78,1.29225
Exc L3-5 RORB TNNT2,10,0.165673
Exc L5 FEZF2 CSN1S1,5,0.0828363
Exc L5 FEZF2 NREP-AS1,15,0.248509
Exc L5 RORB MED8,56,0.927767
Exc L5 THEMIS FGF10,17,0.281643
Exc L5 THEMIS SLC22A18,27,0.447316
Exc L5 THEMIS VILL,3,0.0497018
Exc L5-6 FEZF2 C9orf135-AS1,81,1.34195
Exc L5-6 FEZF2 IFNG-AS1,39,0.646123
Exc L5-6 FEZF2 OR1L8,3,0.0497018
Exc L5-6 THEMIS SMYD1,55,0.911199
Exc L5-6 THEMIS TNFAIP6,19,0.314778
Exc L6 FEZF2 FFAR4,2,0.0331345
Exc L6 FEZF2 KLK7,59,0.977469
Exc L6 FEZF2 POGK,1,0.0165673
Exc L6 FEZF2 PROKR2,8,0.132538
Exc L6 THEMIS LINC00343,113,1.87210
Exc L6 THEMIS SLN,4,0.0662691
Inh L1 LAMP5 BMP2,15,0.248509
Inh L1 LAMP5 NMBR,32,0.530152
Inh L1 LAMP5 PVRL2,4,0.0662691
Inh L1 LAMP5 RAB11FIP1,5,0.0828363
Inh L1 PAX6 CHRFAM7A,22,0.364480
Inh L1 PAX6 MIR101-1,15,0.248509
Inh L1 PVALB SST ASIC4,38,0.629556
Inh L1 SST DEFB108B,39,0.646123
Inh L1 VIP KLHDC8B,5,0.0828363
Inh L1-2 PVALB CDK20,4,0.0662691
Inh L1-2 SST CCNJL,54,0.894632
Inh L1-2 SST CLIC6,5,0.0828363
Inh L1-2 SST PRRT4,82,1.35852
Inh L1-2 VIP EXPH5,82,1.35852
Inh L1-2 VIP HTR3A,2,0.0331345
Inh L1-2 VIP PTGER3,2,0.0331345
Inh L1-2 VIP SCML4,5,0.0828363
Inh L1-3 SST FAM20A,101,1.67329
Inh L1-3 VIP CBLN1,27,0.447316
Inh L1-3 VIP CHRNA2,30,0.497018
Inh L1-3 VIP FNDC1,5,0.0828363
Inh L1-3 VIP HSPB6,45,0.745527
Inh L1-5 VIP CD27-AS1,2,0.0331345
Inh L1-5 VIP LINC01013,23,0.381047
Inh L1-5 VIP PHLDB3,1,0.0165673
Inh L1-5 VIP SMOC1,67,1.11001
Inh L1-6 LAMP5 AARD,75,1.24254
Inh L1-6 LAMP5 CA1,28,0.463883
Inh L1-6 LAMP5 NES,20,0.331345
Inh L1-6 PVALB COL15A1,43,0.712392
Inh L1-6 SST NPY,1,0.0165673
Inh L2 PVALB FRZB,6,0.0994036
Inh L2 VIP SLC6A16,39,0.646123
Inh L2-3 SST NMU,32,0.530152
Inh L2-5 PVALB HHIPL1,5,0.0828363
Inh L2-5 PVALB RPH3AL,261,4.32406
Inh L2-5 VIP SOX11,3,0.0497018
Inh L3 PVALB SAMD13,52,0.861498
Inh L3-5 PVALB ISG20,1,0.0165673
Inh L3-5 SST GGTLC3,144,2.38569
Inh L3-5 SST OR5AH1P,2,0.0331345
Inh L3-5 VIP HS3ST3A1,9,0.149105
Inh L3-5 VIP IGDCC3,20,0.331345
Inh L3-5 VIP TAC3,17,0.281643
Inh L5 PVALB LRIG3,2,0.0331345
Inh L5 SST RPL35AP11,41,0.679258
Inh L5-6 LAMP5 CRABP1,27,0.447316
Inh L5-6 PVALB MEPE,17,0.281643
Inh L5-6 PVALB SST CRHR2,2,0.0331345
Inh L5-6 PVALB ZFPM2-AS1,12,0.198807
Inh L5-6 SST BEAN1,3,0.0497018
Inh L5-6 SST KLHL1,10,0.165673
Inh L5-6 SST PAWR,4,0.0662691
Inh L6 SST TH,5,0.0828363
Micro L1-6 TYROBP CD74,75,1.24254
Oligo L2-6 OPALIN FTH1P3,379,6.27899
Oligo L2-6 OPALIN MAP6D1,11,0.182240
Oligo L3-6 OPALIN ENPP6,20,0.331345
Oligo L3-6 OPALIN LRP4-AS1,7,0.115971
OPC L1-6 PDGFRA COL20A1,101,1.67329
VLMC L1-5 PDGFRA COLEC12,21,0.347913
