cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,11,0.206340
Astro L1-6 FGFR3 PLCG1,133,2.49484
Endo L2-5 NOSTRIN SRGN,2,0.0375164
Exc L2 LAMP5 KCNG3,1,0.0187582
Exc L2 LINC00507 ATP7B,4,0.0750328
Exc L2 LINC00507 GLRA3,1466,27.4995
Exc L2-3 RORB CCDC68,43,0.806603
Exc L2-3 RORB PTPN3,68,1.27556
Exc L2-3 RORB RTKN2,23,0.431439
Exc L3 RORB OTOGL,70,1.31307
Exc L3 THEMIS ENPEP,18,0.337648
Exc L3-5 FEZF2 ASGR2,44,0.825361
Exc L3-5 RORB LAMA4,1,0.0187582
Exc L3-5 RORB LINC01202,257,4.82086
Exc L3-5 RORB LNX2,213,3.99550
Exc L3-5 RORB RPRM,459,8.61002
Exc L3-5 RORB TNNT2,5,0.0937910
Exc L5 FEZF2 CSN1S1,9,0.168824
Exc L5 FEZF2 NREP-AS1,29,0.543988
Exc L5 RORB MED8,96,1.80079
Exc L5 THEMIS FGF10,2,0.0375164
Exc L5 THEMIS SLC22A18,99,1.85706
Exc L5-6 FEZF2 C9orf135-AS1,82,1.53817
Exc L5-6 FEZF2 IFNG-AS1,49,0.919152
Exc L5-6 FEZF2 LPO,2,0.0375164
Exc L5-6 FEZF2 OR1L8,1,0.0187582
Exc L5-6 THEMIS SMYD1,66,1.23804
Exc L5-6 THEMIS TNFAIP6,36,0.675295
Exc L6 FEZF2 FFAR4,10,0.187582
Exc L6 FEZF2 KLK7,62,1.16301
Exc L6 FEZF2 PROKR2,5,0.0937910
Exc L6 THEMIS LINC00343,153,2.87001
Exc L6 THEMIS SLN,53,0.994185
Exc L6 THEMIS SNTG2,20,0.375164
Inh L1 LAMP5 BMP2,16,0.300131
Inh L1 LAMP5 NMBR,13,0.243857
Inh L1 LAMP5 RAB11FIP1,14,0.262615
Inh L1 PAX6 CHRFAM7A,52,0.975427
Inh L1 PAX6 MIR101-1,13,0.243857
Inh L1 PVALB SST ASIC4,19,0.356406
Inh L1 SST DEFB108B,58,1.08798
Inh L1 SST P4HA3,8,0.150066
Inh L1 VIP KLHDC8B,3,0.0562746
Inh L1-2 SST CCNJL,56,1.05046
Inh L1-2 SST CLIC6,1,0.0187582
Inh L1-2 SST PRRT4,35,0.656537
Inh L1-2 VIP EXPH5,29,0.543988
Inh L1-2 VIP HTR3A,1,0.0187582
Inh L1-2 VIP PTGER3,7,0.131307
Inh L1-2 VIP SCML4,1,0.0187582
Inh L1-2 VIP WNT4,5,0.0937910
Inh L1-3 SST FAM20A,139,2.60739
Inh L1-3 VIP CBLN1,10,0.187582
Inh L1-3 VIP CHRNA2,23,0.431439
Inh L1-3 VIP FNDC1,6,0.112549
Inh L1-3 VIP HSPB6,78,1.46314
Inh L1-5 VIP CD27-AS1,11,0.206340
Inh L1-5 VIP LINC01013,10,0.187582
Inh L1-5 VIP SMOC1,80,1.50066
Inh L1-6 LAMP5 AARD,23,0.431439
Inh L1-6 LAMP5 CA1,39,0.731570
Inh L1-6 LAMP5 NES,37,0.694054
Inh L1-6 PVALB COL15A1,25,0.468955
Inh L1-6 SST NPY,4,0.0750328
Inh L1-6 VIP SLC7A6OS,6,0.112549
Inh L2 PAX6 FREM2,4,0.0750328
Inh L2 PVALB FRZB,14,0.262615
Inh L2 VIP SLC6A16,16,0.300131
Inh L2-3 SST NMU,29,0.543988
Inh L2-5 PVALB RPH3AL,250,4.68955
Inh L2-5 VIP BSPRY,3,0.0562746
Inh L2-5 VIP SOX11,6,0.112549
Inh L3 PVALB SAMD13,39,0.731570
Inh L3-5 SST GGTLC3,95,1.78203
Inh L3-5 VIP HS3ST3A1,8,0.150066
Inh L3-5 VIP IGDCC3,34,0.637779
Inh L3-5 VIP TAC3,8,0.150066
Inh L3-6 PAX6 LINC01497,5,0.0937910
Inh L3-6 VIP ZIM2-AS1,3,0.0562746
Inh L5 PVALB LRIG3,9,0.168824
Inh L5 SST RPL35AP11,69,1.29432
Inh L5-6 LAMP5 CRABP1,27,0.506472
Inh L5-6 PVALB GAPDHP60,4,0.0750328
Inh L5-6 PVALB KCNIP2,2,0.0375164
Inh L5-6 PVALB MEPE,18,0.337648
Inh L5-6 PVALB SST CRHR2,9,0.168824
Inh L5-6 PVALB ZFPM2-AS1,9,0.168824
Inh L5-6 SST C4orf26,1,0.0187582
Inh L5-6 SST DNAJC14,7,0.131307
Inh L5-6 SST KLHL1,27,0.506472
Inh L5-6 SST PAWR,11,0.206340
Inh L5-6 SST PIK3CD,6,0.112549
Inh L5-6 VIP COL4A3,2,0.0375164
Inh L6 SST TH,9,0.168824
Micro L1-6 TYROBP CD74,44,0.825361
Oligo L2-6 OPALIN FTH1P3,84,1.57569
Oligo L2-6 OPALIN MAP6D1,5,0.0937910
Oligo L3-6 OPALIN LRP4-AS1,1,0.0187582
OPC L1-6 PDGFRA COL20A1,55,1.03170
VLMC L1-5 PDGFRA COLEC12,4,0.0750328
