cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,13,0.229560
Astro L1-6 FGFR3 AQP1,1,0.0176585
Astro L1-6 FGFR3 PLCG1,153,2.70175
Endo L2-5 NOSTRIN SRGN,7,0.123609
Exc L2 LAMP5 KCNG3,147,2.59580
Exc L2 LINC00507 GLRA3,1993,35.1934
Exc L2-3 RORB CCDC68,36,0.635705
Exc L2-3 RORB PTPN3,49,0.865266
Exc L3 LAMP5 CARM1P1,1,0.0176585
Exc L3 RORB OTOGL,202,3.56701
Exc L3-5 RORB LAMA4,1,0.0176585
Exc L3-5 RORB LINC01202,269,4.75013
Exc L3-5 RORB LNX2,333,5.88028
Exc L3-5 RORB RPRM,36,0.635705
Exc L5 FEZF2 CSN1S1,12,0.211902
Exc L5 RORB MED8,27,0.476779
Exc L5 THEMIS FGF10,1,0.0176585
Exc L5 THEMIS SLC22A18,139,2.45453
Exc L5-6 FEZF2 C9orf135-AS1,16,0.282536
Exc L5-6 FEZF2 IFNG-AS1,39,0.688681
Exc L5-6 THEMIS SMYD1,20,0.353170
Exc L5-6 THEMIS TNFAIP6,1,0.0176585
Exc L6 FEZF2 KLK7,12,0.211902
Exc L6 THEMIS LINC00343,11,0.194243
Exc L6 THEMIS SLN,17,0.300194
Exc L6 THEMIS SNTG2,47,0.829949
Inh L1 LAMP5 BMP2,36,0.635705
Inh L1 LAMP5 NMBR,51,0.900583
Inh L1 LAMP5 PVRL2,2,0.0353170
Inh L1 LAMP5 RAB11FIP1,22,0.388487
Inh L1 PAX6 CHRFAM7A,45,0.794632
Inh L1 PAX6 MIR101-1,50,0.882924
Inh L1 PVALB SST ASIC4,31,0.547413
Inh L1 SST DEFB108B,48,0.847607
Inh L1 SST P4HA3,23,0.406145
Inh L1 VIP KLHDC8B,13,0.229560
Inh L1-2 PVALB CDK20,29,0.512096
Inh L1-2 SST CCNJL,78,1.37736
Inh L1-2 SST CLIC6,6,0.105951
Inh L1-2 SST PRRT4,58,1.02419
Inh L1-2 VIP EXPH5,57,1.00653
Inh L1-2 VIP HTR3A,1,0.0176585
Inh L1-2 VIP PTGER3,9,0.158926
Inh L1-2 VIP SCML4,20,0.353170
Inh L1-2 VIP WNT4,8,0.141268
Inh L1-3 SST FAM20A,210,3.70828
Inh L1-3 VIP CBLN1,53,0.935900
Inh L1-3 VIP CHRNA2,30,0.529755
Inh L1-3 VIP FNDC1,4,0.0706339
Inh L1-3 VIP HSPB6,101,1.78351
Inh L1-5 VIP CD27-AS1,2,0.0353170
Inh L1-5 VIP LINC01013,28,0.494438
Inh L1-5 VIP PHLDB3,2,0.0353170
Inh L1-5 VIP SMOC1,60,1.05951
Inh L1-6 LAMP5 AARD,65,1.14780
Inh L1-6 LAMP5 CA1,24,0.423804
Inh L1-6 LAMP5 NES,33,0.582730
Inh L1-6 PVALB COL15A1,22,0.388487
Inh L1-6 SST NPY,2,0.0353170
Inh L1-6 VIP SLC7A6OS,2,0.0353170
Inh L2 PAX6 FREM2,3,0.0529755
Inh L2 PVALB FRZB,17,0.300194
Inh L2 VIP SLC6A16,30,0.529755
Inh L2-3 SST NMU,8,0.141268
Inh L2-5 PVALB RPH3AL,194,3.42575
Inh L2-5 VIP BSPRY,7,0.123609
Inh L2-5 VIP SOX11,7,0.123609
Inh L3 PVALB SAMD13,8,0.141268
Inh L3-5 SST GGTLC3,73,1.28907
Inh L3-5 VIP HS3ST3A1,7,0.123609
Inh L3-5 VIP IGDCC3,28,0.494438
Inh L3-5 VIP TAC3,6,0.105951
Inh L3-6 PAX6 LINC01497,5,0.0882924
Inh L3-6 VIP ZIM2-AS1,7,0.123609
Inh L5 PVALB LRIG3,2,0.0353170
Inh L5 SST RPL35AP11,62,1.09483
Inh L5-6 LAMP5 CRABP1,17,0.300194
Inh L5-6 PVALB GAPDHP60,2,0.0353170
Inh L5-6 PVALB MEPE,16,0.282536
Inh L5-6 PVALB SST CRHR2,10,0.176585
Inh L5-6 SST FBN2,1,0.0176585
Inh L5-6 SST KLHL1,14,0.247219
Inh L5-6 SST PAWR,1,0.0176585
Inh L5-6 VIP COL4A3,2,0.0353170
Inh L6 SST TH,3,0.0529755
Micro L1-6 TYROBP CD74,45,0.794632
Oligo L2-6 OPALIN FTH1P3,178,3.14321
Oligo L2-6 OPALIN MAP6D1,9,0.158926
Oligo L3-6 OPALIN LRP4-AS1,1,0.0176585
OPC L1-6 PDGFRA COL20A1,81,1.43034
VLMC L1-5 PDGFRA COLEC12,11,0.194243
