cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,132,2.30890
Endo L2-5 NOSTRIN SRGN,3,0.0524751
Exc L2 LINC00507 GLRA3,1829,31.9923
Exc L2-3 RORB CCDC68,67,1.17194
Exc L2-3 RORB PTPN3,48,0.839601
Exc L2-3 RORB RTKN2,2,0.0349834
Exc L3 LAMP5 CARM1P1,29,0.507259
Exc L3 RORB OTOGL,81,1.41683
Exc L3 THEMIS ENPEP,124,2.16897
Exc L3-5 RORB LINC01202,427,7.46895
Exc L3-5 RORB LNX2,355,6.20955
Exc L3-5 RORB RPRM,129,2.25643
Exc L3-5 RORB TNNT2,1,0.0174917
Exc L5 FEZF2 CSN1S1,19,0.332342
Exc L5 FEZF2 NREP-AS1,12,0.209900
Exc L5 RORB MED8,76,1.32937
Exc L5 THEMIS SLC22A18,76,1.32937
Exc L5 THEMIS VILL,9,0.157425
Exc L5-6 FEZF2 C9orf135-AS1,84,1.46930
Exc L5-6 FEZF2 FILIP1L,4,0.0699668
Exc L5-6 FEZF2 IFNG-AS1,57,0.997026
Exc L5-6 FEZF2 OR1L8,2,0.0349834
Exc L5-6 THEMIS SMYD1,110,1.92409
Exc L5-6 THEMIS TNFAIP6,23,0.402309
Exc L6 FEZF2 FFAR4,7,0.122442
Exc L6 FEZF2 KLK7,45,0.787126
Exc L6 FEZF2 POGK,4,0.0699668
Exc L6 FEZF2 PROKR2,1,0.0174917
Exc L6 THEMIS LINC00343,115,2.01154
Exc L6 THEMIS SLN,41,0.717159
Exc L6 THEMIS SNTG2,31,0.542242
Inh L1 LAMP5 BMP2,7,0.122442
Inh L1 LAMP5 NMBR,28,0.489767
Inh L1 LAMP5 PVRL2,7,0.122442
Inh L1 LAMP5 RAB11FIP1,18,0.314850
Inh L1 PAX6 CHRFAM7A,33,0.577226
Inh L1 PAX6 MIR101-1,11,0.192409
Inh L1 PVALB SST ASIC4,25,0.437292
Inh L1 SST DEFB108B,30,0.524751
Inh L1-2 PVALB CDK20,8,0.139934
Inh L1-2 SST CCNJL,37,0.647193
Inh L1-2 SST CLIC6,6,0.104950
Inh L1-2 SST PRRT4,50,0.874585
Inh L1-2 VIP EXPH5,42,0.734651
Inh L1-2 VIP SCML4,6,0.104950
Inh L1-2 VIP WNT4,1,0.0174917
Inh L1-3 SST FAM20A,121,2.11649
Inh L1-3 VIP CBLN1,33,0.577226
Inh L1-3 VIP CHRNA2,34,0.594718
Inh L1-3 VIP FNDC1,12,0.209900
Inh L1-3 VIP HSPB6,94,1.64422
Inh L1-5 VIP CD27-AS1,3,0.0524751
Inh L1-5 VIP LINC01013,29,0.507259
Inh L1-5 VIP SMOC1,43,0.752143
Inh L1-6 LAMP5 AARD,72,1.25940
Inh L1-6 LAMP5 CA1,21,0.367326
Inh L1-6 LAMP5 NES,6,0.104950
Inh L1-6 PVALB COL15A1,14,0.244884
Inh L1-6 SST NPY,6,0.104950
Inh L2 PAX6 FREM2,8,0.139934
Inh L2 PVALB FRZB,13,0.227392
Inh L2 VIP SLC6A16,11,0.192409
Inh L2-3 SST NMU,23,0.402309
Inh L2-5 PVALB RPH3AL,240,4.19801
Inh L2-5 VIP SOX11,1,0.0174917
Inh L3 PVALB SAMD13,15,0.262375
Inh L3-5 SST GGTLC3,71,1.24191
Inh L3-5 SST OR5AH1P,2,0.0349834
Inh L3-5 VIP IGDCC3,22,0.384817
Inh L3-5 VIP TAC3,8,0.139934
Inh L3-6 VIP ZIM2-AS1,9,0.157425
Inh L5 PVALB LRIG3,7,0.122442
Inh L5 SST RPL35AP11,41,0.717159
Inh L5-6 LAMP5 CRABP1,38,0.664684
Inh L5-6 PVALB GAPDHP60,9,0.157425
Inh L5-6 PVALB MEPE,17,0.297359
Inh L5-6 PVALB SST CRHR2,9,0.157425
Inh L5-6 PVALB ZFPM2-AS1,13,0.227392
Inh L5-6 SST FBN2,6,0.104950
Inh L5-6 SST KLHL1,15,0.262375
Inh L5-6 SST PAWR,2,0.0349834
Inh L5-6 SST PIK3CD,2,0.0349834
Inh L5-6 VIP COL4A3,1,0.0174917
Inh L6 SST TH,8,0.139934
Micro L1-6 TYROBP CD74,72,1.25940
Oligo L2-6 OPALIN FTH1P3,209,3.65576
Oligo L2-6 OPALIN MAP6D1,17,0.297359
Oligo L3-6 OPALIN LRP4-AS1,2,0.0349834
OPC L1-6 PDGFRA COL20A1,82,1.43432
VLMC L1-5 PDGFRA COLEC12,4,0.0699668
