cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,267,3.11807
Exc L2 LAMP5 KCNG3,63,0.735723
Exc L2 LINC00507 GLRA3,2865,33.4579
Exc L3-5 FEZF2 ASGR2,4,0.0467126
Exc L5 FEZF2 CSN1S1,31,0.362023
Exc L5-6 FEZF2 LPO,11,0.128460
Exc L5-6 FEZF2 OR1L8,1,0.0116782
Exc L6 FEZF2 FFAR4,1,0.0116782
Exc L6 FEZF2 PROKR2,3,0.0350345
Exc L6 THEMIS SNTG2,3,0.0350345
Inh L1 LAMP5 BMP2,12,0.140138
Inh L1 LAMP5 NMBR,1,0.0116782
Inh L1 LAMP5 PVRL2,1,0.0116782
Inh L1 LAMP5 RAB11FIP1,2,0.0233563
Inh L1 PAX6 CHRFAM7A,2,0.0233563
Inh L1 PAX6 MIR101-1,1,0.0116782
Inh L1 SST DEFB108B,7,0.0817471
Inh L1 SST P4HA3,1,0.0116782
Inh L1 VIP KLHDC8B,1,0.0116782
Inh L1-2 SST CCNJL,78,0.910896
Inh L1-2 VIP WNT4,40,0.467126
Inh L1-3 SST FAM20A,2,0.0233563
Inh L1-3 VIP HSPB6,6,0.0700689
Inh L1-5 VIP CD27-AS1,1,0.0116782
Inh L1-5 VIP SMOC1,3,0.0350345
Inh L1-6 LAMP5 AARD,4,0.0467126
Inh L1-6 LAMP5 CA1,36,0.420413
Inh L1-6 LAMP5 NES,28,0.326988
Inh L1-6 SST NPY,281,3.28156
Inh L1-6 VIP SLC7A6OS,117,1.36634
Inh L2-5 PVALB RPH3AL,2,0.0233563
Inh L2-5 VIP SOX11,3084,36.0154
Inh L3-5 VIP IGDCC3,11,0.128460
Inh L3-5 VIP TAC3,2,0.0233563
Inh L3-6 PAX6 LINC01497,321,3.74869
Inh L3-6 VIP ZIM2-AS1,1,0.0116782
Inh L5 PVALB LRIG3,1,0.0116782
Inh L5-6 PVALB GAPDHP60,2,0.0233563
Inh L5-6 PVALB KCNIP2,1,0.0116782
Inh L5-6 PVALB MEPE,1,0.0116782
Inh L5-6 SST C4orf26,244,2.84947
Inh L5-6 SST ISX,12,0.140138
Inh L5-6 SST KLHL1,149,1.74004
Micro L1-6 TYROBP CD74,140,1.63494
Oligo L2-6 OPALIN FTH1P3,490,5.72229
Oligo L3-6 OPALIN ENPP6,25,0.291954
Oligo L3-6 OPALIN LRP4-AS1,14,0.163494
OPC L1-6 PDGFRA COL20A1,169,1.97361
VLMC L1-5 PDGFRA COLEC12,21,0.245241
