cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,6,0.0943545
Astro L1-6 FGFR3 PLCG1,662,10.4104
Endo L2-5 NOSTRIN SRGN,28,0.440321
Exc L2 LINC00507 GLRA3,7,0.110080
Exc L3 LAMP5 CARM1P1,2114,33.2442
Exc L3-5 RORB LNX2,671,10.5520
Exc L5 FEZF2 PKD2L1,18,0.283063
Exc L5-6 FEZF2 LPO,35,0.550401
Inh L1-5 VIP SMOC1,448,7.04513
Inh L1-6 PVALB COL15A1,1,0.0157257
Inh L1-6 SST NPY,4,0.0629030
Inh L3 PVALB SAMD13,211,3.31813
Inh L5-6 PVALB KCNIP2,5,0.0786287
Micro L1-6 TYROBP CD74,1397,21.9689
Oligo L2-6 OPALIN FTH1P3,313,4.92216
Oligo L3-6 OPALIN ENPP6,79,1.24233
Oligo L3-6 OPALIN LRP4-AS1,6,0.0943545
OPC L1-6 PDGFRA COL20A1,278,4.37176
VLMC L1-5 PDGFRA COLEC12,76,1.19516
