cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,2,0.0165085
Astro L1-6 FGFR3 PLCG1,454,3.74742
Endo L2-5 NOSTRIN SRGN,218,1.79942
Exc L2 LINC00507 GLRA3,4,0.0330169
Inh L1-2 VIP EXPH5,853,7.04086
Inh L1-2 VIP WNT4,8,0.0660338
Inh L1-6 LAMP5 AARD,5,0.0412712
Inh L1-6 LAMP5 NES,59,0.487000
Inh L1-6 PVALB COL15A1,112,0.924474
Inh L1-6 SST NPY,156,1.28766
Inh L2-5 VIP SOX11,2,0.0165085
Inh L3-5 VIP IGDCC3,2,0.0165085
Inh L3-6 PAX6 LINC01497,6,0.0495254
Inh L3-6 VIP ZIM2-AS1,3,0.0247627
Inh L5-6 SST DNAJC14,2,0.0165085
Micro L1-6 TYROBP CD74,523,4.31696
Oligo L2-6 OPALIN FTH1P3,6506,53.7020
Oligo L3-6 OPALIN ENPP6,2079,17.1605
Oligo L3-6 OPALIN LRP4-AS1,676,5.57986
OPC L1-6 PDGFRA COL20A1,350,2.88898
VLMC L1-5 PDGFRA COLEC12,95,0.784152
