cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,74,0.961913
Endo L2-5 NOSTRIN SRGN,14,0.181984
Exc L2 LAMP5 KCNG3,5,0.0649942
Exc L2 LINC00507 ATP7B,9,0.116989
Exc L2 LINC00507 GLRA3,1647,21.4091
Exc L2-3 LINC00507 DSG3,72,0.935916
Exc L2-3 RORB CCDC68,217,2.82075
Exc L2-3 RORB PTPN3,88,1.14390
Exc L2-3 RORB RTKN2,134,1.74184
Exc L3 LAMP5 CARM1P1,529,6.87638
Exc L3 RORB OTOGL,168,2.18380
Exc L3 THEMIS ENPEP,175,2.27480
Exc L3-5 FEZF2 ASGR2,43,0.558950
Exc L3-5 FEZF2 LINC01107,8,0.103991
Exc L3-5 RORB LAMA4,4,0.0519953
Exc L3-5 RORB LINC01202,41,0.532952
Exc L3-5 RORB LNX2,394,5.12154
Exc L3-5 RORB RPRM,64,0.831925
Exc L3-5 RORB TNNT2,26,0.337970
Exc L5 FEZF2 CSN1S1,29,0.376966
Exc L5 FEZF2 NREP-AS1,31,0.402964
Exc L5 FEZF2 PKD2L1,44,0.571949
Exc L5 FEZF2 RNF144A-AS1,17,0.220980
Exc L5 RORB MED8,53,0.688938
Exc L5 THEMIS FGF10,7,0.0909918
Exc L5 THEMIS LINC01116,11,0.142987
Exc L5 THEMIS RGPD6,4,0.0519953
Exc L5 THEMIS SLC22A18,175,2.27480
Exc L5 THEMIS VILL,51,0.662940
Exc L5-6 FEZF2 C9orf135-AS1,219,2.84674
Exc L5-6 FEZF2 CFTR,4,0.0519953
Exc L5-6 FEZF2 FILIP1L,5,0.0649942
Exc L5-6 FEZF2 IFNG-AS1,64,0.831925
Exc L5-6 FEZF2 LPO,10,0.129988
Exc L5-6 FEZF2 OR1L8,23,0.298973
Exc L5-6 FEZF2 SH2D1B,18,0.233979
Exc L5-6 THEMIS SMYD1,124,1.61185
Exc L5-6 THEMIS TNFAIP6,122,1.58586
Exc L6 FEZF2 FFAR4,2,0.0259977
Exc L6 FEZF2 KLK7,120,1.55986
Exc L6 FEZF2 PROKR2,3,0.0389965
