cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.00870474
Astro L1-6 FGFR3 AQP1,17,0.147981
Astro L1-6 FGFR3 PLCG1,322,2.80292
Endo L2-5 NOSTRIN SRGN,57,0.496170
Exc L2 LAMP5 KCNG3,15,0.130571
Exc L2 LINC00507 ATP7B,20,0.174095
Exc L2 LINC00507 GLRA3,3423,29.7963
Exc L2-3 LINC00507 DSG3,1,0.00870474
Exc L2-3 RORB CCDC68,146,1.27089
Exc L2-3 RORB PTPN3,211,1.83670
Exc L2-3 RORB RTKN2,50,0.435237
Exc L3 LAMP5 CARM1P1,71,0.618036
Exc L3 RORB OTOGL,259,2.25453
Exc L3 THEMIS ENPEP,117,1.01845
Exc L3-5 FEZF2 ASGR2,4,0.0348189
Exc L3-5 RORB LAMA4,2,0.0174095
Exc L3-5 RORB LINC01202,687,5.98015
Exc L3-5 RORB LNX2,807,7.02472
Exc L3-5 RORB RPRM,316,2.75070
Exc L3-5 RORB TNNT2,3,0.0261142
Exc L5 FEZF2 CSN1S1,41,0.356894
Exc L5 FEZF2 NREP-AS1,23,0.200209
Exc L5 FEZF2 PKD2L1,2,0.0174095
Exc L5 FEZF2 RNF144A-AS1,27,0.235028
Exc L5 RORB MED8,157,1.36664
Exc L5 THEMIS FGF10,8,0.0696379
Exc L5 THEMIS SLC22A18,120,1.04457
Exc L5 THEMIS VILL,12,0.104457
Exc L5-6 FEZF2 C9orf135-AS1,144,1.25348
Exc L5-6 FEZF2 IFNG-AS1,92,0.800836
Exc L5-6 FEZF2 OR1L8,8,0.0696379
Exc L5-6 THEMIS SMYD1,169,1.47110
Exc L5-6 THEMIS TNFAIP6,70,0.609331
Exc L6 FEZF2 FFAR4,23,0.200209
Exc L6 FEZF2 KLK7,111,0.966226
Exc L6 FEZF2 POGK,3,0.0261142
Exc L6 FEZF2 PROKR2,10,0.0870474
Exc L6 THEMIS LINC00343,233,2.02820
Exc L6 THEMIS SLN,51,0.443942
Exc L6 THEMIS SNTG2,80,0.696379
Inh L1 LAMP5 BMP2,63,0.548398
Inh L1 LAMP5 NMBR,35,0.304666
Inh L1 LAMP5 PVRL2,7,0.0609331
Inh L1 LAMP5 RAB11FIP1,23,0.200209
Inh L1 PAX6 CHRFAM7A,35,0.304666
Inh L1 PAX6 MIR101-1,21,0.182799
Inh L1 PVALB SST ASIC4,45,0.391713
Inh L1 SST DEFB108B,71,0.618036
Inh L1 SST P4HA3,6,0.0522284
Inh L1 VIP KLHDC8B,18,0.156685
Inh L1-2 PVALB CDK20,8,0.0696379
Inh L1-2 SST CCNJL,93,0.809540
Inh L1-2 SST CLIC6,7,0.0609331
Inh L1-2 SST PRRT4,107,0.931407
Inh L1-2 VIP EXPH5,95,0.826950
Inh L1-2 VIP HTR3A,3,0.0261142
Inh L1-2 VIP PTGER3,10,0.0870474
Inh L1-2 VIP SCML4,4,0.0348189
Inh L1-2 VIP WNT4,3,0.0261142
Inh L1-3 SST FAM20A,291,2.53308
Inh L1-3 VIP CBLN1,59,0.513579
Inh L1-3 VIP CHRNA2,47,0.409123
Inh L1-3 VIP FNDC1,24,0.208914
Inh L1-3 VIP HSPB6,126,1.09680
Inh L1-5 VIP CD27-AS1,13,0.113162
Inh L1-5 VIP LINC01013,22,0.191504
Inh L1-5 VIP PHLDB3,9,0.0783426
Inh L1-5 VIP SMOC1,103,0.896588
Inh L1-6 LAMP5 AARD,96,0.835655
Inh L1-6 LAMP5 CA1,31,0.269847
Inh L1-6 LAMP5 NES,49,0.426532
Inh L1-6 PVALB COL15A1,48,0.417827
Inh L1-6 SST NPY,9,0.0783426
Inh L1-6 VIP SLC7A6OS,8,0.0696379
Inh L2 PAX6 FREM2,3,0.0261142
Inh L2 PVALB FRZB,19,0.165390
Inh L2 VIP SLC6A16,39,0.339485
Inh L2-3 SST NMU,50,0.435237
Inh L2-5 PVALB HHIPL1,16,0.139276
Inh L2-5 PVALB RPH3AL,463,4.03029
Inh L2-5 VIP BSPRY,3,0.0261142
Inh L2-5 VIP SOX11,9,0.0783426
Inh L3 PVALB SAMD13,50,0.435237
Inh L3-5 SST GGTLC3,229,1.99338
Inh L3-5 SST OR5AH1P,16,0.139276
Inh L3-5 VIP HS3ST3A1,32,0.278552
Inh L3-5 VIP IGDCC3,54,0.470056
Inh L3-5 VIP TAC3,10,0.0870474
Inh L3-6 PAX6 LINC01497,13,0.113162
Inh L3-6 VIP ZIM2-AS1,11,0.0957521
Inh L5 PVALB LRIG3,3,0.0261142
Inh L5 SST RPL35AP11,93,0.809540
Inh L5-6 LAMP5 CRABP1,57,0.496170
Inh L5-6 PVALB GAPDHP60,11,0.0957521
Inh L5-6 PVALB KCNIP2,6,0.0522284
Inh L5-6 PVALB MEPE,20,0.174095
Inh L5-6 PVALB SST CRHR2,20,0.174095
Inh L5-6 PVALB ZFPM2-AS1,5,0.0435237
Inh L5-6 SST BEAN1,12,0.104457
Inh L5-6 SST C4orf26,9,0.0783426
Inh L5-6 SST DNAJC14,2,0.0174095
Inh L5-6 SST FBN2,9,0.0783426
Inh L5-6 SST ISX,5,0.0435237
Inh L5-6 SST KLHL1,10,0.0870474
Inh L5-6 SST PAWR,34,0.295961
Inh L5-6 SST PIK3CD,3,0.0261142
Inh L6 SST TH,14,0.121866
