cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,5,0.0596872
Astro L1-6 FGFR3 AQP1,38,0.453623
Astro L1-6 FGFR3 PLCG1,150,1.79062
Exc L2 LINC00507 GLRA3,2689,32.0998
Exc L2-3 RORB CCDC68,39,0.465560
Exc L2-3 RORB PTPN3,134,1.59962
Exc L2-3 RORB RTKN2,16,0.190999
Exc L3 RORB OTOGL,221,2.63818
Exc L3 THEMIS ENPEP,51,0.608810
Exc L3-5 FEZF2 ASGR2,31,0.370061
Exc L3-5 RORB LINC01202,313,3.73642
Exc L3-5 RORB LNX2,475,5.67029
Exc L3-5 RORB RPRM,623,7.43703
Exc L3-5 RORB TNNT2,12,0.143249
Exc L5 FEZF2 CSN1S1,17,0.202937
Exc L5 FEZF2 NREP-AS1,41,0.489435
Exc L5 FEZF2 RNF144A-AS1,9,0.107437
Exc L5 RORB MED8,180,2.14874
Exc L5 THEMIS FGF10,1,0.0119374
Exc L5 THEMIS SLC22A18,170,2.02937
Exc L5 THEMIS VILL,3,0.0358123
Exc L5-6 FEZF2 C9orf135-AS1,166,1.98162
Exc L5-6 FEZF2 IFNG-AS1,56,0.668497
Exc L5-6 FEZF2 OR1L8,3,0.0358123
Exc L5-6 THEMIS SMYD1,78,0.931121
Exc L5-6 THEMIS TNFAIP6,28,0.334249
Exc L6 FEZF2 FFAR4,24,0.286499
Exc L6 FEZF2 KLK7,157,1.87418
Exc L6 FEZF2 PROKR2,26,0.310374
Exc L6 THEMIS LINC00343,303,3.61705
Exc L6 THEMIS SLN,29,0.346186
Exc L6 THEMIS SNTG2,40,0.477498
Inh L1 LAMP5 BMP2,12,0.143249
Inh L1 LAMP5 NMBR,49,0.584935
Inh L1 LAMP5 RAB11FIP1,10,0.119374
Inh L1 PAX6 CHRFAM7A,50,0.596872
Inh L1 PAX6 MIR101-1,17,0.202937
Inh L1 PVALB SST ASIC4,30,0.358123
Inh L1 SST DEFB108B,43,0.513310
Inh L1 SST P4HA3,5,0.0596872
Inh L1 VIP KLHDC8B,6,0.0716247
Inh L1-2 PVALB CDK20,9,0.107437
Inh L1-2 SST CCNJL,59,0.704309
Inh L1-2 SST CLIC6,6,0.0716247
Inh L1-2 SST PRRT4,50,0.596872
Inh L1-2 VIP EXPH5,47,0.561060
Inh L1-2 VIP HTR3A,1,0.0119374
Inh L1-2 VIP SCML4,16,0.190999
Inh L1-3 SST FAM20A,188,2.24424
Inh L1-3 VIP CBLN1,31,0.370061
Inh L1-3 VIP CHRNA2,35,0.417811
Inh L1-3 VIP FNDC1,9,0.107437
Inh L1-3 VIP HSPB6,55,0.656560
Inh L1-5 VIP CD27-AS1,4,0.0477498
Inh L1-5 VIP LINC01013,22,0.262624
Inh L1-5 VIP PHLDB3,8,0.0954996
Inh L1-5 VIP SMOC1,73,0.871434
Inh L1-6 LAMP5 AARD,29,0.346186
Inh L1-6 LAMP5 CA1,58,0.692372
Inh L1-6 LAMP5 NES,59,0.704309
Inh L1-6 PVALB COL15A1,6,0.0716247
Inh L1-6 SST NPY,13,0.155187
Inh L1-6 VIP SLC7A6OS,10,0.119374
Inh L2 PAX6 FREM2,8,0.0954996
Inh L2 PVALB FRZB,15,0.179062
Inh L2 VIP SLC6A16,21,0.250686
Inh L2-3 SST NMU,35,0.417811
Inh L2-5 PVALB RPH3AL,304,3.62898
Inh L3 PVALB SAMD13,19,0.226812
Inh L3-5 SST GGTLC3,152,1.81449
Inh L3-5 SST OR5AH1P,1,0.0119374
Inh L3-5 VIP HS3ST3A1,10,0.119374
Inh L3-5 VIP IGDCC3,26,0.310374
Inh L3-5 VIP TAC3,13,0.155187
Inh L3-6 PAX6 LINC01497,2,0.0238749
Inh L3-6 VIP ZIM2-AS1,8,0.0954996
Inh L5 PVALB LRIG3,8,0.0954996
Inh L5 SST RPL35AP11,94,1.12212
Inh L5-6 LAMP5 CRABP1,47,0.561060
Inh L5-6 PVALB GAPDHP60,10,0.119374
Inh L5-6 PVALB MEPE,26,0.310374
Inh L5-6 PVALB SST CRHR2,4,0.0477498
Inh L5-6 PVALB ZFPM2-AS1,27,0.322311
Inh L5-6 SST BEAN1,1,0.0119374
Inh L5-6 SST C4orf26,12,0.143249
Inh L5-6 SST DNAJC14,3,0.0358123
Inh L5-6 SST ISX,1,0.0119374
Inh L5-6 SST KLHL1,6,0.0716247
Inh L5-6 SST PAWR,23,0.274561
Inh L5-6 SST PIK3CD,7,0.0835621
Inh L5-6 VIP COL4A3,2,0.0238749
Inh L6 SST TH,13,0.155187
Micro L1-6 TYROBP CD74,42,0.501373
Oligo L2-6 OPALIN FTH1P3,165,1.96968
Oligo L2-6 OPALIN MAP6D1,13,0.155187
Oligo L3-6 OPALIN LRP4-AS1,4,0.0477498
OPC L1-6 PDGFRA COL20A1,106,1.26537
VLMC L1-5 PDGFRA COLEC12,11,0.131312
