cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,49,1.44543
Astro L1-6 FGFR3 PLCG1,142,4.18879
Endo L2-5 NOSTRIN SRGN,25,0.737463
Exc L2 LINC00507 GLRA3,2092,61.7109
Exc L5 FEZF2 PKD2L1,3,0.0884956
Inh L1-2 VIP EXPH5,1,0.0294985
Inh L1-2 VIP WNT4,2,0.0589971
Inh L1-3 SST FAM20A,3,0.0884956
Inh L1-3 VIP HSPB6,2,0.0589971
Inh L1-5 VIP CD27-AS1,1,0.0294985
Inh L1-5 VIP SMOC1,16,0.471976
Inh L1-6 SST NPY,35,1.03245
Inh L2-5 VIP SOX11,51,1.50442
Inh L3 PVALB SAMD13,38,1.12094
Inh L3-5 PVALB ISG20,16,0.471976
Inh L3-6 PAX6 LINC01497,36,1.06195
Inh L3-6 VIP ZIM2-AS1,6,0.176991
Inh L5 PVALB LRIG3,24,0.707965
Inh L5-6 PVALB FAM150B,3,0.0884956
Inh L5-6 PVALB KCNIP2,11,0.324484
Inh L5-6 SST C4orf26,2,0.0589971
Inh L5-6 SST DNAJC14,5,0.147493
Micro L1-6 TYROBP CD74,62,1.82891
Oligo L2-6 OPALIN FTH1P3,246,7.25664
Oligo L3-6 OPALIN ENPP6,263,7.75811
Oligo L3-6 OPALIN LRP4-AS1,45,1.32743
OPC L1-6 PDGFRA COL20A1,106,3.12684
VLMC L1-5 PDGFRA COLEC12,105,3.09735
