cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0158303
Astro L1-6 FGFR3 AQP1,108,1.70967
Astro L1-6 FGFR3 PLCG1,316,5.00237
Endo L2-5 NOSTRIN SRGN,3,0.0474909
Exc L2 LINC00507 GLRA3,37,0.585721
Exc L3 LAMP5 CARM1P1,1167,18.4740
Exc L3-5 RORB LNX2,29,0.459079
Exc L5-6 FEZF2 LPO,682,10.7963
Exc L5-6 THEMIS SMYD1,1,0.0158303
Inh L1 LAMP5 BMP2,4,0.0633212
Inh L1 LAMP5 PVRL2,17,0.269115
Inh L1-2 SST CCNJL,2,0.0316606
Inh L1-2 VIP EXPH5,11,0.174133
Inh L1-2 VIP WNT4,56,0.886497
Inh L1-5 VIP SMOC1,177,2.80196
Inh L1-6 LAMP5 NES,44,0.696533
Inh L1-6 SST NPY,301,4.76492
Inh L1-6 VIP SLC7A6OS,408,6.45876
Inh L2 PVALB FRZB,1,0.0158303
Inh L2-5 PVALB RPH3AL,6,0.0949818
Inh L2-5 VIP BSPRY,1,0.0158303
Inh L2-5 VIP SOX11,2,0.0316606
Inh L3 PVALB SAMD13,9,0.142473
Inh L3-5 PVALB ISG20,532,8.42172
Inh L3-6 PAX6 LINC01497,27,0.427418
Inh L5 PVALB LRIG3,33,0.522400
Inh L5-6 PVALB KCNIP2,52,0.823176
Inh L5-6 PVALB ZFPM2-AS1,3,0.0474909
Inh L5-6 SST ISX,1,0.0158303
Micro L1-6 TYROBP CD74,436,6.90201
Oligo L2-6 OPALIN FTH1P3,1144,18.1099
Oligo L3-6 OPALIN ENPP6,495,7.83600
Oligo L3-6 OPALIN LRP4-AS1,18,0.284945
OPC L1-6 PDGFRA COL20A1,109,1.72550
VLMC L1-5 PDGFRA COLEC12,84,1.32975
