cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,31,0.474587
Astro L1-6 FGFR3 PLCG1,205,3.13840
Exc L2 LAMP5 KCNG3,9,0.137783
Exc L2 LINC00507 GLRA3,565,8.64972
Exc L3-5 FEZF2 ASGR2,40,0.612370
Exc L3-5 RORB LNX2,1,0.0153092
Exc L5 FEZF2 PKD2L1,32,0.489896
Exc L5 THEMIS RGPD6,1,0.0153092
Exc L5 THEMIS SLC22A18,52,0.796081
Exc L5-6 FEZF2 C9orf135-AS1,1,0.0153092
Exc L5-6 FEZF2 IFNG-AS1,1,0.0153092
Exc L5-6 THEMIS SMYD1,1,0.0153092
Exc L6 FEZF2 FFAR4,2923,44.7489
Exc L6 THEMIS SLN,2,0.0306185
Exc L6 THEMIS SNTG2,13,0.199020
Inh L1 LAMP5 BMP2,63,0.964483
Inh L1 LAMP5 RAB11FIP1,5,0.0765462
Inh L1 PAX6 CHRFAM7A,17,0.260257
Inh L1 SST DEFB108B,7,0.107165
Inh L1 VIP KLHDC8B,12,0.183711
Inh L1-2 PVALB CDK20,19,0.290876
Inh L1-2 SST CCNJL,12,0.183711
Inh L1-2 SST CLIC6,4,0.0612370
Inh L1-2 VIP PTGER3,5,0.0765462
Inh L1-3 SST FAM20A,44,0.673607
Inh L1-3 VIP HSPB6,33,0.505205
Inh L1-5 VIP CD27-AS1,9,0.137783
Inh L1-5 VIP LINC01013,11,0.168402
Inh L1-5 VIP SMOC1,21,0.321494
Inh L1-6 LAMP5 AARD,4,0.0612370
Inh L1-6 LAMP5 CA1,69,1.05634
Inh L1-6 LAMP5 NES,77,1.17881
Inh L1-6 PVALB COL15A1,26,0.398040
Inh L1-6 SST NPY,112,1.71464
Inh L1-6 VIP SLC7A6OS,13,0.199020
Inh L2 PAX6 FREM2,2,0.0306185
Inh L2-5 PVALB RPH3AL,3,0.0459277
Inh L2-5 VIP SOX11,29,0.443968
Inh L3-5 SST GGTLC3,1,0.0153092
Inh L3-5 VIP IGDCC3,13,0.199020
Inh L3-6 PAX6 LINC01497,1060,16.2278
Inh L3-6 VIP ZIM2-AS1,9,0.137783
Inh L5 SST RPL35AP11,2,0.0306185
Inh L5-6 LAMP5 CRABP1,8,0.122474
Inh L5-6 SST DNAJC14,1,0.0153092
Inh L5-6 SST ISX,19,0.290876
Inh L5-6 SST PAWR,1,0.0153092
Inh L5-6 VIP COL4A3,1,0.0153092
Micro L1-6 TYROBP CD74,166,2.54133
Oligo L2-6 OPALIN FTH1P3,466,7.13411
Oligo L3-6 OPALIN ENPP6,24,0.367422
Oligo L3-6 OPALIN LRP4-AS1,16,0.244948
OPC L1-6 PDGFRA COL20A1,247,3.78138
VLMC L1-5 PDGFRA COLEC12,24,0.367422
