cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,247,4.21214
Endo L2-5 NOSTRIN SRGN,5,0.0852660
Exc L2 LINC00507 ATP7B,23,0.392224
Exc L2 LINC00507 GLRA3,1252,21.3506
Exc L2-3 RORB CCDC68,873,14.8874
Exc L2-3 RORB PTPN3,306,5.21828
Exc L2-3 RORB RTKN2,18,0.306958
Exc L3 LAMP5 CARM1P1,73,1.24488
Exc L3 THEMIS ENPEP,224,3.81992
Exc L3-5 FEZF2 ASGR2,1,0.0170532
Exc L3-5 RORB LAMA4,841,14.3417
Exc L3-5 RORB LNX2,100,1.70532
Exc L3-5 RORB RPRM,39,0.665075
Exc L5 FEZF2 RNF144A-AS1,6,0.102319
Exc L5 RORB MED8,32,0.545703
Exc L5 THEMIS FGF10,10,0.170532
Exc L5-6 FEZF2 C9orf135-AS1,133,2.26808
Exc L5-6 FEZF2 CFTR,1,0.0170532
Exc L5-6 FEZF2 FILIP1L,4,0.0682128
Exc L5-6 FEZF2 IFNG-AS1,15,0.255798
Exc L5-6 FEZF2 LPO,1,0.0170532
Exc L5-6 FEZF2 OR1L8,5,0.0852660
Exc L5-6 THEMIS SMYD1,45,0.767394
Exc L5-6 THEMIS TNFAIP6,6,0.102319
Exc L6 FEZF2 KLK7,6,0.102319
Exc L6 THEMIS LINC00343,66,1.12551
Inh L1 LAMP5 BMP2,17,0.289905
Inh L1 LAMP5 NMBR,5,0.0852660
Inh L1 LAMP5 PVRL2,1,0.0170532
Inh L1 LAMP5 RAB11FIP1,4,0.0682128
Inh L1 PAX6 CHRFAM7A,8,0.136426
Inh L1 PVALB SST ASIC4,18,0.306958
Inh L1 SST DEFB108B,11,0.187585
Inh L1 VIP KLHDC8B,5,0.0852660
Inh L1-2 PVALB CDK20,5,0.0852660
Inh L1-2 SST CCNJL,26,0.443383
Inh L1-2 SST CLIC6,1,0.0170532
Inh L1-2 SST PRRT4,56,0.954980
Inh L1-2 VIP EXPH5,32,0.545703
Inh L1-2 VIP PTGER3,1,0.0170532
Inh L1-3 SST FAM20A,49,0.835607
Inh L1-3 VIP CBLN1,14,0.238745
Inh L1-3 VIP CHRNA2,16,0.272851
Inh L1-3 VIP FNDC1,3,0.0511596
Inh L1-3 VIP HSPB6,17,0.289905
Inh L1-5 VIP LINC01013,8,0.136426
Inh L1-5 VIP SMOC1,35,0.596862
Inh L1-6 LAMP5 AARD,39,0.665075
Inh L1-6 PVALB COL15A1,22,0.375171
Inh L1-6 SST NPY,1,0.0170532
Inh L2 VIP SLC6A16,14,0.238745
Inh L2-3 SST NMU,57,0.972033
Inh L2-5 PVALB RPH3AL,141,2.40450
Inh L2-5 VIP SOX11,1,0.0170532
Inh L3 PVALB SAMD13,150,2.55798
Inh L3-5 PVALB ISG20,1,0.0170532
Inh L3-5 SST GGTLC3,109,1.85880
Inh L3-5 SST OR5AH1P,8,0.136426
Inh L3-5 VIP HS3ST3A1,2,0.0341064
Inh L3-5 VIP IGDCC3,6,0.102319
Inh L3-5 VIP TAC3,7,0.119372
Inh L5 SST RPL35AP11,1,0.0170532
Inh L5-6 LAMP5 CRABP1,13,0.221692
Inh L5-6 PVALB GAPDHP60,2,0.0341064
Inh L5-6 PVALB KCNIP2,3,0.0511596
Inh L5-6 PVALB MEPE,2,0.0341064
Inh L5-6 PVALB SST CRHR2,1,0.0170532
Inh L5-6 SST C4orf26,2,0.0341064
Inh L5-6 SST FBN2,2,0.0341064
Inh L5-6 SST ISX,1,0.0170532
Inh L5-6 SST PAWR,2,0.0341064
Micro L1-6 TYROBP CD74,97,1.65416
Oligo L2-6 OPALIN FTH1P3,339,5.78104
Oligo L2-6 OPALIN MAP6D1,10,0.170532
Oligo L3-6 OPALIN ENPP6,30,0.511596
Oligo L3-6 OPALIN LRP4-AS1,4,0.0682128
OPC L1-6 PDGFRA COL20A1,130,2.21692
VLMC L1-5 PDGFRA COLEC12,3,0.0511596
