cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,18,0.227819
Astro L1-6 FGFR3 AQP1,26,0.329072
Astro L1-6 FGFR3 PLCG1,342,4.32857
Endo L2-5 NOSTRIN SRGN,49,0.620175
Exc L2 LAMP5 KCNG3,15,0.189849
Exc L2 LINC00507 GLRA3,1926,24.3767
Exc L2-3 RORB CCDC68,35,0.442982
Exc L2-3 RORB PTPN3,103,1.30363
Exc L2-3 RORB RTKN2,6,0.0759398
Exc L3 RORB OTOGL,220,2.78446
Exc L3 THEMIS ENPEP,32,0.405012
Exc L3-5 FEZF2 ASGR2,32,0.405012
Exc L3-5 RORB LINC01202,284,3.59448
Exc L3-5 RORB LNX2,365,4.61967
Exc L3-5 RORB RPRM,634,8.02430
Exc L3-5 RORB TNNT2,11,0.139223
Exc L5 FEZF2 CSN1S1,12,0.151880
Exc L5 FEZF2 NREP-AS1,14,0.177193
Exc L5 FEZF2 PKD2L1,5,0.0632831
Exc L5 FEZF2 RNF144A-AS1,40,0.506265
Exc L5 RORB MED8,117,1.48083
Exc L5 THEMIS SLC22A18,107,1.35426
Exc L5-6 FEZF2 C9orf135-AS1,133,1.68333
Exc L5-6 FEZF2 IFNG-AS1,40,0.506265
Exc L5-6 FEZF2 OR1L8,1,0.0126566
Exc L5-6 THEMIS SMYD1,45,0.569548
Exc L5-6 THEMIS TNFAIP6,18,0.227819
Exc L6 FEZF2 FFAR4,4,0.0506265
Exc L6 FEZF2 KLK7,86,1.08847
Exc L6 FEZF2 PROKR2,11,0.139223
Exc L6 THEMIS LINC00343,197,2.49336
Exc L6 THEMIS SLN,21,0.265789
Exc L6 THEMIS SNTG2,7,0.0885964
Inh L1 LAMP5 BMP2,21,0.265789
Inh L1 LAMP5 NMBR,41,0.518922
Inh L1 LAMP5 RAB11FIP1,13,0.164536
Inh L1 PAX6 CHRFAM7A,43,0.544235
Inh L1 PAX6 MIR101-1,22,0.278446
Inh L1 PVALB SST ASIC4,29,0.367042
Inh L1 SST DEFB108B,29,0.367042
Inh L1 SST P4HA3,5,0.0632831
Inh L1 VIP KLHDC8B,2,0.0253133
Inh L1-2 PVALB CDK20,13,0.164536
Inh L1-2 SST CCNJL,79,0.999873
Inh L1-2 SST CLIC6,11,0.139223
Inh L1-2 SST PRRT4,59,0.746741
Inh L1-2 VIP EXPH5,44,0.556892
Inh L1-2 VIP HTR3A,1,0.0126566
Inh L1-2 VIP PTGER3,4,0.0506265
Inh L1-2 VIP SCML4,8,0.101253
Inh L1-2 VIP WNT4,4,0.0506265
Inh L1-3 SST FAM20A,215,2.72117
Inh L1-3 VIP CBLN1,32,0.405012
Inh L1-3 VIP CHRNA2,27,0.341729
Inh L1-3 VIP FNDC1,13,0.164536
Inh L1-3 VIP HSPB6,90,1.13910
Inh L1-5 VIP CD27-AS1,8,0.101253
Inh L1-5 VIP LINC01013,25,0.316416
Inh L1-5 VIP SMOC1,74,0.936590
Inh L1-6 LAMP5 AARD,18,0.227819
Inh L1-6 LAMP5 CA1,38,0.480952
Inh L1-6 LAMP5 NES,45,0.569548
Inh L1-6 PVALB COL15A1,25,0.316416
Inh L1-6 SST NPY,3,0.0379699
Inh L1-6 VIP SLC7A6OS,1,0.0126566
Inh L2 PAX6 FREM2,4,0.0506265
Inh L2 PVALB FRZB,26,0.329072
Inh L2 VIP SLC6A16,12,0.151880
Inh L2-3 SST NMU,54,0.683458
Inh L2-5 PVALB RPH3AL,312,3.94887
Inh L2-5 VIP SOX11,7,0.0885964
Inh L3 PVALB SAMD13,17,0.215163
Inh L3-5 SST GGTLC3,150,1.89849
Inh L3-5 SST OR5AH1P,2,0.0253133
Inh L3-5 VIP HS3ST3A1,7,0.0885964
Inh L3-5 VIP IGDCC3,30,0.379699
Inh L3-5 VIP TAC3,19,0.240476
Inh L3-6 PAX6 LINC01497,7,0.0885964
Inh L3-6 VIP ZIM2-AS1,7,0.0885964
Inh L5 PVALB LRIG3,6,0.0759398
Inh L5 SST RPL35AP11,64,0.810024
Inh L5-6 LAMP5 CRABP1,16,0.202506
Inh L5-6 PVALB GAPDHP60,4,0.0506265
Inh L5-6 PVALB MEPE,1,0.0126566
Inh L5-6 PVALB SST CRHR2,2,0.0253133
Inh L5-6 PVALB ZFPM2-AS1,4,0.0506265
Inh L5-6 SST DNAJC14,1,0.0126566
Inh L5-6 SST KLHL1,14,0.177193
Inh L5-6 SST PAWR,3,0.0379699
Inh L5-6 SST PIK3CD,10,0.126566
Inh L6 SST TH,7,0.0885964
Micro L1-6 TYROBP CD74,415,5.25250
Oligo L2-6 OPALIN FTH1P3,369,4.67029
Oligo L2-6 OPALIN MAP6D1,14,0.177193
Oligo L3-6 OPALIN ENPP6,23,0.291102
Oligo L3-6 OPALIN LRP4-AS1,56,0.708771
OPC L1-6 PDGFRA COL20A1,234,2.96165
VLMC L1-5 PDGFRA COLEC12,6,0.0759398
