cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,54,0.831793
Endo L2-5 NOSTRIN SRGN,8,0.123229
Exc L2 LINC00507 ATP7B,4,0.0616143
Exc L2 LINC00507 GLRA3,705,10.8595
Exc L2-3 LINC00507 DSG3,61,0.939618
Exc L2-3 RORB CCDC68,242,3.72766
Exc L2-3 RORB PTPN3,93,1.43253
Exc L2-3 RORB RTKN2,77,1.18608
Exc L3 LAMP5 CARM1P1,465,7.16266
Exc L3 RORB OTOGL,170,2.61861
Exc L3 THEMIS ENPEP,130,2.00246
Exc L3-5 FEZF2 ASGR2,39,0.600739
Exc L3-5 FEZF2 LINC01107,6,0.0924214
Exc L3-5 RORB LAMA4,30,0.462107
Exc L3-5 RORB LINC01202,62,0.955022
Exc L3-5 RORB LNX2,504,7.76340
Exc L3-5 RORB RPRM,98,1.50955
Exc L3-5 RORB TNNT2,51,0.785582
Exc L5 FEZF2 CSN1S1,39,0.600739
Exc L5 FEZF2 NREP-AS1,21,0.323475
Exc L5 FEZF2 PKD2L1,34,0.523722
Exc L5 FEZF2 RNF144A-AS1,33,0.508318
Exc L5 RORB MED8,24,0.369686
Exc L5 THEMIS FGF10,6,0.0924214
Exc L5 THEMIS LINC01116,10,0.154036
Exc L5 THEMIS RGPD6,14,0.215650
Exc L5 THEMIS SLC22A18,153,2.35675
Exc L5 THEMIS VILL,60,0.924214
Exc L5-6 FEZF2 C9orf135-AS1,216,3.32717
Exc L5-6 FEZF2 CFTR,5,0.0770179
Exc L5-6 FEZF2 FILIP1L,28,0.431300
Exc L5-6 FEZF2 IFNG-AS1,73,1.12446
Exc L5-6 FEZF2 LPO,11,0.169439
Exc L5-6 FEZF2 OR1L8,30,0.462107
Exc L5-6 FEZF2 SH2D1B,5,0.0770179
Exc L5-6 THEMIS SMYD1,142,2.18731
Exc L5-6 THEMIS TNFAIP6,212,3.26556
Exc L6 FEZF2 FFAR4,15,0.231054
Exc L6 FEZF2 KLK7,189,2.91128
Exc L6 FEZF2 POGK,16,0.246457
Exc L6 FEZF2 PROKR2,5,0.0770179
Exc L6 THEMIS LINC00343,285,4.39002
Exc L6 THEMIS SLN,42,0.646950
Exc L6 THEMIS SNTG2,128,1.97166
Inh L1 LAMP5 PVRL2,3,0.0462107
Inh L1 PAX6 CHRFAM7A,2,0.0308071
Inh L1 PVALB SST ASIC4,4,0.0616143
Inh L1 SST DEFB108B,2,0.0308071
Inh L1-2 SST CCNJL,24,0.369686
Inh L1-2 SST CLIC6,10,0.154036
Inh L1-2 SST PRRT4,1,0.0154036
Inh L1-2 VIP EXPH5,33,0.508318
Inh L1-3 SST FAM20A,50,0.770179
Inh L1-3 VIP CBLN1,33,0.508318
Inh L1-3 VIP CHRNA2,29,0.446704
Inh L1-3 VIP FNDC1,5,0.0770179
Inh L1-3 VIP HSPB6,24,0.369686
Inh L1-5 VIP CD27-AS1,5,0.0770179
Inh L1-5 VIP LINC01013,3,0.0462107
Inh L1-5 VIP SMOC1,60,0.924214
Inh L1-6 LAMP5 AARD,108,1.66359
Inh L1-6 LAMP5 CA1,39,0.600739
Inh L1-6 LAMP5 NES,49,0.754775
Inh L1-6 PVALB COL15A1,16,0.246457
Inh L1-6 SST NPY,6,0.0924214
Inh L1-6 VIP SLC7A6OS,2,0.0308071
Inh L2 PAX6 FREM2,5,0.0770179
Inh L2 PVALB FRZB,1,0.0154036
Inh L2 VIP SLC6A16,19,0.292668
Inh L2-3 SST NMU,18,0.277264
Inh L2-5 PVALB HHIPL1,18,0.277264
Inh L2-5 PVALB RPH3AL,234,3.60444
Inh L2-5 VIP SOX11,4,0.0616143
Inh L3 PVALB SAMD13,87,1.34011
Inh L3-5 PVALB ISG20,10,0.154036
Inh L3-5 SST CDH3,2,0.0308071
Inh L3-5 SST GGTLC3,94,1.44794
Inh L3-5 SST OR5AH1P,11,0.169439
Inh L3-5 VIP HS3ST3A1,29,0.446704
Inh L3-5 VIP IGDCC3,41,0.631547
Inh L3-5 VIP TAC3,30,0.462107
Inh L3-6 PAX6 LINC01497,3,0.0462107
Inh L3-6 VIP UG0898H09,8,0.123229
Inh L3-6 VIP ZIM2-AS1,14,0.215650
Inh L5 PVALB LRIG3,67,1.03204
Inh L5 SST RPL35AP11,83,1.27850
Inh L5-6 LAMP5 CRABP1,83,1.27850
Inh L5-6 PVALB FAM150B,17,0.261861
Inh L5-6 PVALB GAPDHP60,8,0.123229
Inh L5-6 PVALB KCNIP2,19,0.292668
Inh L5-6 PVALB MEPE,28,0.431300
Inh L5-6 PVALB SST CRHR2,31,0.477511
Inh L5-6 PVALB ZFPM2-AS1,23,0.354282
Inh L5-6 SST C4orf26,12,0.184843
Inh L5-6 SST DNAJC14,3,0.0462107
Inh L5-6 SST FBN2,9,0.138632
Inh L5-6 SST ISX,18,0.277264
Inh L5-6 SST KLHL1,28,0.431300
Inh L5-6 SST PAWR,19,0.292668
Inh L5-6 SST PIK3CD,10,0.154036
Inh L5-6 VIP COL4A3,6,0.0924214
Inh L6 SST TH,9,0.138632
Micro L1-6 TYROBP CD74,18,0.277264
Oligo L2-6 OPALIN FTH1P3,184,2.83426
Oligo L2-6 OPALIN MAP6D1,15,0.231054
Oligo L3-6 OPALIN ENPP6,33,0.508318
Oligo L3-6 OPALIN LRP4-AS1,5,0.0770179
OPC L1-6 PDGFRA COL20A1,10,0.154036
VLMC L1-5 PDGFRA COLEC12,23,0.354282
