cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,2,0.0336022
Astro L1-6 FGFR3 AQP1,14,0.235215
Astro L1-6 FGFR3 PLCG1,242,4.06586
Endo L2-5 NOSTRIN SRGN,5,0.0840054
Exc L2 LINC00507 ATP7B,21,0.352823
Exc L2 LINC00507 GLRA3,1346,22.6142
Exc L2-3 RORB CCDC68,1108,18.6156
Exc L2-3 RORB PTPN3,324,5.44355
Exc L2-3 RORB RTKN2,7,0.117608
Exc L3 LAMP5 CARM1P1,4,0.0672043
Exc L3 THEMIS ENPEP,655,11.0047
Exc L3-5 RORB LAMA4,189,3.17540
Exc L3-5 RORB LNX2,136,2.28495
Exc L3-5 RORB RPRM,33,0.554435
Exc L5 RORB MED8,29,0.487231
Exc L5 THEMIS FGF10,22,0.369624
Exc L5-6 FEZF2 C9orf135-AS1,138,2.31855
Exc L5-6 FEZF2 FILIP1L,3,0.0504032
Exc L5-6 FEZF2 IFNG-AS1,19,0.319220
Exc L5-6 FEZF2 OR1L8,2,0.0336022
Exc L5-6 THEMIS SMYD1,46,0.772849
Exc L5-6 THEMIS TNFAIP6,5,0.0840054
Exc L6 FEZF2 KLK7,7,0.117608
Exc L6 THEMIS LINC00343,63,1.05847
Exc L6 THEMIS SLN,1,0.0168011
Inh L1 LAMP5 BMP2,11,0.184812
Inh L1 LAMP5 PVRL2,2,0.0336022
Inh L1 LAMP5 RAB11FIP1,6,0.100806
Inh L1 PAX6 CHRFAM7A,11,0.184812
Inh L1 PVALB SST ASIC4,11,0.184812
Inh L1 SST DEFB108B,9,0.151210
Inh L1-2 PVALB CDK20,4,0.0672043
Inh L1-2 SST CCNJL,11,0.184812
Inh L1-2 SST CLIC6,1,0.0168011
Inh L1-2 SST PRRT4,59,0.991263
Inh L1-2 VIP EXPH5,43,0.722446
Inh L1-3 SST FAM20A,39,0.655242
Inh L1-3 VIP CBLN1,5,0.0840054
Inh L1-3 VIP CHRNA2,17,0.285618
Inh L1-3 VIP FNDC1,7,0.117608
Inh L1-3 VIP HSPB6,17,0.285618
Inh L1-5 VIP LINC01013,5,0.0840054
Inh L1-5 VIP SMOC1,23,0.386425
Inh L1-6 LAMP5 AARD,31,0.520833
Inh L1-6 LAMP5 CA1,7,0.117608
Inh L1-6 PVALB COL15A1,37,0.621640
Inh L1-6 SST NPY,1,0.0168011
Inh L2 PVALB FRZB,1,0.0168011
Inh L2 VIP SLC6A16,15,0.252016
Inh L2-3 SST NMU,45,0.756048
Inh L2-5 PVALB HHIPL1,2,0.0336022
Inh L2-5 PVALB RPH3AL,154,2.58737
Inh L3 PVALB SAMD13,167,2.80578
Inh L3-5 SST GGTLC3,115,1.93212
Inh L3-5 SST OR5AH1P,11,0.184812
Inh L3-5 VIP IGDCC3,15,0.252016
Inh L3-5 VIP TAC3,8,0.134409
Inh L3-6 VIP UG0898H09,2,0.0336022
Inh L3-6 VIP ZIM2-AS1,4,0.0672043
Inh L5-6 LAMP5 CRABP1,11,0.184812
Inh L5-6 PVALB GAPDHP60,1,0.0168011
Inh L5-6 PVALB KCNIP2,5,0.0840054
Inh L5-6 PVALB ZFPM2-AS1,1,0.0168011
Inh L5-6 SST BEAN1,1,0.0168011
Inh L5-6 SST FBN2,2,0.0336022
Inh L5-6 SST KLHL1,11,0.184812
Micro L1-6 TYROBP CD74,71,1.19288
Oligo L2-6 OPALIN FTH1P3,325,5.46035
Oligo L2-6 OPALIN MAP6D1,30,0.504032
Oligo L3-6 OPALIN ENPP6,17,0.285618
Oligo L3-6 OPALIN LRP4-AS1,11,0.184812
OPC L1-6 PDGFRA COL20A1,138,2.31855
VLMC L1-5 PDGFRA COLEC12,11,0.184812
