cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,219,3.20222
Endo L2-5 NOSTRIN SRGN,2,0.0292440
Exc L2 LINC00507 GLRA3,5123,74.9086
Exc L5 FEZF2 PKD2L1,394,5.76108
Exc L5 THEMIS LINC01116,95,1.38909
Exc L5-6 FEZF2 C9orf135-AS1,177,2.58810
Exc L5-6 FEZF2 LPO,16,0.233952
Inh L1 SST P4HA3,1,0.0146220
Inh L1 VIP KLHDC8B,1,0.0146220
Inh L1-2 SST CLIC6,1,0.0146220
Inh L1-2 VIP WNT4,2,0.0292440
Inh L1-3 SST FAM20A,1,0.0146220
Inh L1-3 VIP CBLN1,50,0.731101
Inh L1-3 VIP HSPB6,2,0.0292440
Inh L1-5 VIP PHLDB3,3,0.0438661
Inh L1-5 VIP SMOC1,2,0.0292440
Inh L1-6 LAMP5 CA1,13,0.190086
Inh L1-6 LAMP5 NES,7,0.102354
Inh L1-6 PVALB COL15A1,6,0.0877321
Inh L1-6 SST NPY,127,1.85700
Inh L1-6 VIP SLC7A6OS,9,0.131598
Inh L2 PVALB FRZB,2,0.0292440
Inh L3-5 SST GGTLC3,4,0.0584881
Inh L3-5 VIP TAC3,1,0.0146220
Inh L3-6 PAX6 LINC01497,2,0.0292440
Inh L5 PVALB LRIG3,57,0.833455
Inh L5-6 PVALB FAM150B,48,0.701857
Inh L5-6 SST PAWR,1,0.0146220
Micro L1-6 TYROBP CD74,121,1.76926
Oligo L2-6 OPALIN FTH1P3,63,0.921187
Oligo L3-6 OPALIN LRP4-AS1,141,2.06170
OPC L1-6 PDGFRA COL20A1,108,1.57918
VLMC L1-5 PDGFRA COLEC12,40,0.584881
