cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,3,0.0375563
Astro L1-6 FGFR3 PLCG1,162,2.02804
Exc L2 LINC00507 ATP7B,10,0.125188
Exc L2 LINC00507 GLRA3,2127,26.6274
Exc L2-3 LINC00507 DSG3,1,0.0125188
Exc L2-3 RORB CCDC68,82,1.02654
Exc L2-3 RORB PTPN3,170,2.12819
Exc L2-3 RORB RTKN2,3,0.0375563
Exc L3 LAMP5 CARM1P1,36,0.450676
Exc L3 RORB OTOGL,274,3.43015
Exc L3 THEMIS ENPEP,119,1.48973
Exc L3-5 FEZF2 ASGR2,12,0.150225
Exc L3-5 RORB LINC01202,372,4.65699
Exc L3-5 RORB LNX2,557,6.97296
Exc L3-5 RORB RPRM,201,2.51627
Exc L3-5 RORB TNNT2,4,0.0500751
Exc L5 FEZF2 CSN1S1,12,0.150225
Exc L5 FEZF2 NREP-AS1,20,0.250376
Exc L5 FEZF2 PKD2L1,20,0.250376
Exc L5 FEZF2 RNF144A-AS1,10,0.125188
Exc L5 RORB MED8,78,0.976465
Exc L5 THEMIS FGF10,1,0.0125188
Exc L5 THEMIS SLC22A18,106,1.32699
Exc L5-6 FEZF2 C9orf135-AS1,100,1.25188
Exc L5-6 FEZF2 IFNG-AS1,81,1.01402
Exc L5-6 FEZF2 LPO,2,0.0250376
Exc L5-6 FEZF2 OR1L8,8,0.100150
Exc L5-6 THEMIS SMYD1,99,1.23936
Exc L5-6 THEMIS TNFAIP6,66,0.826239
Exc L6 FEZF2 FFAR4,9,0.112669
Exc L6 FEZF2 KLK7,86,1.07661
Exc L6 FEZF2 POGK,36,0.450676
Exc L6 FEZF2 PROKR2,1,0.0125188
Exc L6 THEMIS LINC00343,131,1.63996
Exc L6 THEMIS SLN,12,0.150225
Exc L6 THEMIS SNTG2,33,0.413120
Inh L1 LAMP5 BMP2,21,0.262894
Inh L1 LAMP5 NMBR,36,0.450676
Inh L1 LAMP5 PVRL2,2,0.0250376
Inh L1 LAMP5 RAB11FIP1,34,0.425638
Inh L1 PAX6 CHRFAM7A,38,0.475714
Inh L1 PAX6 MIR101-1,34,0.425638
Inh L1 PVALB SST ASIC4,46,0.575864
Inh L1 SST DEFB108B,50,0.625939
Inh L1 SST P4HA3,1,0.0125188
Inh L1 VIP KLHDC8B,19,0.237857
Inh L1-2 PVALB CDK20,10,0.125188
Inh L1-2 SST CCNJL,85,1.06410
Inh L1-2 SST CLIC6,5,0.0625939
Inh L1-2 SST PRRT4,101,1.26440
Inh L1-2 VIP EXPH5,88,1.10165
Inh L1-2 VIP HTR3A,3,0.0375563
Inh L1-2 VIP PTGER3,2,0.0250376
Inh L1-2 VIP SCML4,10,0.125188
Inh L1-2 VIP WNT4,5,0.0625939
Inh L1-3 SST FAM20A,206,2.57887
Inh L1-3 VIP CBLN1,58,0.726089
Inh L1-3 VIP CHRNA2,43,0.538307
Inh L1-3 VIP FNDC1,28,0.350526
Inh L1-3 VIP HSPB6,90,1.12669
Inh L1-5 VIP CD27-AS1,8,0.100150
Inh L1-5 VIP LINC01013,14,0.175263
Inh L1-5 VIP PHLDB3,1,0.0125188
Inh L1-5 VIP SMOC1,85,1.06410
Inh L1-6 LAMP5 AARD,87,1.08913
Inh L1-6 LAMP5 CA1,27,0.338007
Inh L1-6 LAMP5 NES,15,0.187782
Inh L1-6 PVALB COL15A1,21,0.262894
Inh L1-6 SST NPY,3,0.0375563
Inh L1-6 VIP SLC7A6OS,2,0.0250376
Inh L2 PAX6 FREM2,6,0.0751127
Inh L2 PVALB FRZB,30,0.375563
Inh L2 VIP SLC6A16,43,0.538307
Inh L2-3 SST NMU,40,0.500751
Inh L2-5 PVALB HHIPL1,21,0.262894
Inh L2-5 PVALB RPH3AL,360,4.50676
Inh L2-5 VIP BSPRY,6,0.0751127
Inh L2-5 VIP SOX11,8,0.100150
Inh L3 PVALB SAMD13,49,0.613420
Inh L3-5 SST GGTLC3,211,2.64146
Inh L3-5 SST OR5AH1P,11,0.137707
Inh L3-5 VIP HS3ST3A1,9,0.112669
Inh L3-5 VIP IGDCC3,43,0.538307
Inh L3-5 VIP TAC3,25,0.312969
Inh L3-6 VIP ZIM2-AS1,6,0.0751127
Inh L5 PVALB LRIG3,14,0.175263
Inh L5 SST RPL35AP11,83,1.03906
Inh L5-6 LAMP5 CRABP1,34,0.425638
Inh L5-6 PVALB FAM150B,7,0.0876314
Inh L5-6 PVALB GAPDHP60,6,0.0751127
Inh L5-6 PVALB MEPE,7,0.0876314
Inh L5-6 PVALB SST CRHR2,16,0.200300
Inh L5-6 PVALB ZFPM2-AS1,19,0.237857
Inh L5-6 SST BEAN1,4,0.0500751
Inh L5-6 SST C4orf26,2,0.0250376
Inh L5-6 SST FBN2,9,0.112669
Inh L5-6 SST KLHL1,30,0.375563
Inh L5-6 SST PAWR,9,0.112669
Inh L5-6 SST PIK3CD,2,0.0250376
Inh L6 SST TH,8,0.100150
Micro L1-6 TYROBP CD74,91,1.13921
Oligo L2-6 OPALIN FTH1P3,241,3.01703
Oligo L2-6 OPALIN MAP6D1,15,0.187782
Oligo L3-6 OPALIN ENPP6,1,0.0125188
Oligo L3-6 OPALIN LRP4-AS1,89,1.11417
OPC L1-6 PDGFRA COL20A1,89,1.11417
VLMC L1-5 PDGFRA COLEC12,22,0.275413
