cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,4,0.0526593
Astro L1-6 FGFR3 AQP1,1,0.0131648
Astro L1-6 FGFR3 PLCG1,767,10.0974
Endo L2-5 NOSTRIN SRGN,16,0.210637
Exc L2 LAMP5 KCNG3,5,0.0658241
Exc L2 LINC00507 ATP7B,1,0.0131648
Exc L2 LINC00507 GLRA3,2480,32.6488
Exc L2-3 RORB CCDC68,10,0.131648
Exc L2-3 RORB PTPN3,15,0.197472
Exc L2-3 RORB RTKN2,3,0.0394945
Exc L3 RORB OTOGL,26,0.342285
Exc L3-5 FEZF2 ASGR2,74,0.974197
Exc L3-5 RORB LINC01202,31,0.408110
Exc L3-5 RORB LNX2,58,0.763560
Exc L3-5 RORB RPRM,27,0.355450
Exc L5 FEZF2 CSN1S1,89,1.17167
Exc L5 FEZF2 NREP-AS1,43,0.566087
Exc L5 RORB MED8,25,0.329121
Exc L5 THEMIS SLC22A18,79,1.04002
Exc L5-6 FEZF2 C9orf135-AS1,74,0.974197
Exc L5-6 FEZF2 IFNG-AS1,8,0.105319
Exc L5-6 FEZF2 LPO,23,0.302791
Exc L5-6 FEZF2 OR1L8,33,0.434439
Exc L5-6 THEMIS SMYD1,14,0.184308
Exc L5-6 THEMIS TNFAIP6,3,0.0394945
Exc L6 FEZF2 FFAR4,2,0.0263296
Exc L6 FEZF2 KLK7,15,0.197472
Exc L6 FEZF2 PROKR2,19,0.250132
Exc L6 THEMIS LINC00343,2,0.0263296
Exc L6 THEMIS SLN,538,7.08268
Exc L6 THEMIS SNTG2,52,0.684571
Inh L1 LAMP5 BMP2,36,0.473934
Inh L1 LAMP5 NMBR,34,0.447604
Inh L1 LAMP5 RAB11FIP1,22,0.289626
Inh L1 PAX6 CHRFAM7A,96,1.26382
Inh L1 PAX6 MIR101-1,53,0.697736
Inh L1 PVALB SST ASIC4,10,0.131648
Inh L1 SST DEFB108B,24,0.315956
Inh L1 SST P4HA3,16,0.210637
Inh L1 VIP KLHDC8B,11,0.144813
Inh L1-2 PVALB CDK20,23,0.302791
Inh L1-2 SST CCNJL,70,0.921538
Inh L1-2 SST CLIC6,33,0.434439
Inh L1-2 VIP EXPH5,22,0.289626
Inh L1-2 VIP HTR3A,2,0.0263296
Inh L1-2 VIP PTGER3,13,0.171143
Inh L1-2 VIP SCML4,10,0.131648
Inh L1-3 SST FAM20A,202,2.65929
Inh L1-3 VIP CBLN1,30,0.394945
Inh L1-3 VIP CHRNA2,8,0.105319
Inh L1-3 VIP FNDC1,4,0.0526593
Inh L1-3 VIP HSPB6,59,0.776725
Inh L1-5 VIP CD27-AS1,11,0.144813
Inh L1-5 VIP LINC01013,18,0.236967
Inh L1-5 VIP PHLDB3,5,0.0658241
Inh L1-5 VIP SMOC1,227,2.98841
Inh L1-6 LAMP5 AARD,6,0.0789889
Inh L1-6 LAMP5 CA1,116,1.52712
Inh L1-6 LAMP5 NES,249,3.27804
Inh L1-6 PVALB COL15A1,32,0.421274
Inh L1-6 SST NPY,14,0.184308
Inh L1-6 VIP SLC7A6OS,16,0.210637
Inh L2 PAX6 FREM2,13,0.171143
Inh L2 PVALB FRZB,34,0.447604
Inh L2 VIP SLC6A16,14,0.184308
Inh L2-3 SST NMU,6,0.0789889
Inh L2-5 PVALB RPH3AL,195,2.56714
Inh L2-5 VIP BSPRY,16,0.210637
Inh L2-5 VIP SOX11,5,0.0658241
Inh L3 PVALB SAMD13,22,0.289626
Inh L3-5 SST GGTLC3,41,0.539758
Inh L3-5 VIP HS3ST3A1,10,0.131648
Inh L3-5 VIP IGDCC3,45,0.592417
Inh L3-5 VIP TAC3,5,0.0658241
Inh L3-6 PAX6 LINC01497,1,0.0131648
Inh L3-6 VIP ZIM2-AS1,3,0.0394945
Inh L5 PVALB LRIG3,4,0.0526593
Inh L5 SST RPL35AP11,47,0.618747
Inh L5-6 LAMP5 CRABP1,22,0.289626
Inh L5-6 PVALB FAM150B,20,0.263296
Inh L5-6 PVALB GAPDHP60,11,0.144813
Inh L5-6 PVALB MEPE,3,0.0394945
Inh L5-6 PVALB SST CRHR2,3,0.0394945
Inh L5-6 PVALB ZFPM2-AS1,16,0.210637
Inh L5-6 SST BEAN1,1,0.0131648
Inh L5-6 SST C4orf26,9,0.118483
Inh L5-6 SST ISX,10,0.131648
Inh L5-6 SST KLHL1,1,0.0131648
Inh L5-6 SST PAWR,6,0.0789889
Inh L5-6 VIP COL4A3,2,0.0263296
Micro L1-6 TYROBP CD74,188,2.47499
Oligo L2-6 OPALIN FTH1P3,367,4.83149
Oligo L2-6 OPALIN MAP6D1,6,0.0789889
Oligo L3-6 OPALIN ENPP6,16,0.210637
Oligo L3-6 OPALIN LRP4-AS1,17,0.223802
OPC L1-6 PDGFRA COL20A1,382,5.02896
VLMC L1-5 PDGFRA COLEC12,46,0.605582
