cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,3,0.0505476
Astro L1-6 FGFR3 PLCG1,193,3.25190
Endo L2-5 NOSTRIN SRGN,75,1.26369
Exc L2 LAMP5 KCNG3,1,0.0168492
Exc L2 LINC00507 ATP7B,4,0.0673968
Exc L2 LINC00507 GLRA3,1754,29.5535
Exc L2-3 LINC00507 DSG3,1,0.0168492
Exc L2-3 RORB CCDC68,95,1.60067
Exc L2-3 RORB PTPN3,75,1.26369
Exc L2-3 RORB RTKN2,9,0.151643
Exc L3 LAMP5 CARM1P1,31,0.522325
Exc L3 RORB OTOGL,81,1.36479
Exc L3 THEMIS ENPEP,58,0.977254
Exc L3-5 FEZF2 ASGR2,8,0.134794
Exc L3-5 RORB LINC01202,430,7.24516
Exc L3-5 RORB LNX2,249,4.19545
Exc L3-5 RORB RPRM,83,1.39848
Exc L3-5 RORB TNNT2,1,0.0168492
Exc L5 FEZF2 NREP-AS1,5,0.0842460
Exc L5 RORB MED8,65,1.09520
Exc L5 THEMIS SLC22A18,23,0.387532
Exc L5-6 FEZF2 C9orf135-AS1,57,0.960404
Exc L5-6 FEZF2 IFNG-AS1,55,0.926706
Exc L5-6 THEMIS SMYD1,55,0.926706
Exc L5-6 THEMIS TNFAIP6,12,0.202190
Exc L6 FEZF2 FFAR4,14,0.235889
Exc L6 FEZF2 KLK7,29,0.488627
Exc L6 FEZF2 PROKR2,4,0.0673968
Exc L6 THEMIS LINC00343,106,1.78602
Exc L6 THEMIS SLN,11,0.185341
Exc L6 THEMIS SNTG2,23,0.387532
Inh L1 LAMP5 BMP2,31,0.522325
Inh L1 LAMP5 NMBR,26,0.438079
Inh L1 LAMP5 PVRL2,2,0.0336984
Inh L1 LAMP5 RAB11FIP1,12,0.202190
Inh L1 PAX6 CHRFAM7A,22,0.370682
Inh L1 PAX6 MIR101-1,20,0.336984
Inh L1 PVALB SST ASIC4,43,0.724516
Inh L1 SST DEFB108B,33,0.556024
Inh L1 SST P4HA3,5,0.0842460
Inh L1 VIP KLHDC8B,8,0.134794
Inh L1-2 PVALB CDK20,16,0.269587
Inh L1-2 SST CCNJL,47,0.791912
Inh L1-2 SST CLIC6,5,0.0842460
Inh L1-2 SST PRRT4,106,1.78602
Inh L1-2 VIP EXPH5,85,1.43218
Inh L1-2 VIP PTGER3,1,0.0168492
Inh L1-2 VIP SCML4,2,0.0336984
Inh L1-3 SST FAM20A,172,2.89806
Inh L1-3 VIP CBLN1,20,0.336984
Inh L1-3 VIP CHRNA2,37,0.623420
Inh L1-3 VIP FNDC1,20,0.336984
Inh L1-3 VIP HSPB6,53,0.893008
Inh L1-5 VIP CD27-AS1,1,0.0168492
Inh L1-5 VIP LINC01013,17,0.286436
Inh L1-5 VIP SMOC1,60,1.01095
Inh L1-6 LAMP5 AARD,70,1.17944
Inh L1-6 LAMP5 CA1,18,0.303286
Inh L1-6 LAMP5 NES,20,0.336984
Inh L1-6 PVALB COL15A1,38,0.640270
Inh L1-6 SST NPY,1,0.0168492
Inh L1-6 VIP SLC7A6OS,3,0.0505476
Inh L2 PAX6 FREM2,1,0.0168492
Inh L2 PVALB FRZB,15,0.252738
Inh L2 VIP SLC6A16,26,0.438079
Inh L2-3 SST NMU,21,0.353833
Inh L2-5 PVALB HHIPL1,11,0.185341
Inh L2-5 PVALB RPH3AL,252,4.24600
Inh L2-5 VIP SOX11,2,0.0336984
Inh L3 PVALB SAMD13,25,0.421230
Inh L3-5 SST GGTLC3,114,1.92081
Inh L3-5 SST OR5AH1P,1,0.0168492
Inh L3-5 VIP HS3ST3A1,8,0.134794
Inh L3-5 VIP IGDCC3,27,0.454928
Inh L3-5 VIP TAC3,16,0.269587
Inh L3-6 PAX6 LINC01497,1,0.0168492
Inh L3-6 VIP ZIM2-AS1,3,0.0505476
Inh L5 PVALB LRIG3,1,0.0168492
Inh L5 SST RPL35AP11,28,0.471778
Inh L5-6 LAMP5 CRABP1,11,0.185341
Inh L5-6 PVALB FAM150B,1,0.0168492
Inh L5-6 PVALB KCNIP2,1,0.0168492
Inh L5-6 PVALB MEPE,16,0.269587
Inh L5-6 PVALB SST CRHR2,2,0.0336984
Inh L5-6 PVALB ZFPM2-AS1,9,0.151643
Inh L5-6 SST BEAN1,2,0.0336984
Inh L5-6 SST FBN2,3,0.0505476
Inh L5-6 SST KLHL1,12,0.202190
Inh L5-6 SST PAWR,11,0.185341
Inh L5-6 VIP COL4A3,2,0.0336984
Inh L6 SST TH,2,0.0336984
Micro L1-6 TYROBP CD74,146,2.45998
Oligo L2-6 OPALIN FTH1P3,436,7.34625
Oligo L2-6 OPALIN MAP6D1,7,0.117944
Oligo L3-6 OPALIN ENPP6,16,0.269587
Oligo L3-6 OPALIN LRP4-AS1,15,0.252738
OPC L1-6 PDGFRA COL20A1,85,1.43218
VLMC L1-5 PDGFRA COLEC12,2,0.0336984
