cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,13,0.196434
Astro L1-6 FGFR3 AQP1,17,0.256875
Astro L1-6 FGFR3 PLCG1,286,4.32155
Exc L2 LAMP5 KCNG3,13,0.196434
Exc L2 LINC00507 ATP7B,1,0.0151103
Exc L2 LINC00507 GLRA3,1891,28.5736
Exc L2-3 RORB CCDC68,15,0.226655
Exc L2-3 RORB PTPN3,150,2.26655
Exc L2-3 RORB RTKN2,4,0.0604412
Exc L3 LAMP5 CARM1P1,4,0.0604412
Exc L3 RORB OTOGL,199,3.00695
Exc L3 THEMIS ENPEP,35,0.528861
Exc L3-5 RORB LINC01202,299,4.51798
Exc L3-5 RORB LNX2,320,4.83530
Exc L3-5 RORB RPRM,336,5.07706
Exc L3-5 RORB TNNT2,4,0.0604412
Exc L5 FEZF2 CSN1S1,37,0.559081
Exc L5 FEZF2 NREP-AS1,6,0.0906618
Exc L5 FEZF2 RNF144A-AS1,10,0.151103
Exc L5 RORB MED8,118,1.78302
Exc L5 THEMIS FGF10,1,0.0151103
Exc L5 THEMIS SLC22A18,77,1.16349
Exc L5-6 FEZF2 C9orf135-AS1,101,1.52614
Exc L5-6 FEZF2 IFNG-AS1,57,0.861287
Exc L5-6 FEZF2 LPO,1,0.0151103
Exc L5-6 FEZF2 OR1L8,2,0.0302206
Exc L5-6 THEMIS SMYD1,46,0.695074
Exc L5-6 THEMIS TNFAIP6,15,0.226655
Exc L6 FEZF2 FFAR4,8,0.120882
Exc L6 FEZF2 KLK7,85,1.28438
Exc L6 FEZF2 PROKR2,3,0.0453309
Exc L6 THEMIS LINC00343,150,2.26655
Exc L6 THEMIS SLN,17,0.256875
Exc L6 THEMIS SNTG2,12,0.181324
Inh L1 LAMP5 BMP2,8,0.120882
Inh L1 LAMP5 NMBR,42,0.634633
Inh L1 LAMP5 RAB11FIP1,13,0.196434
Inh L1 PAX6 CHRFAM7A,40,0.604412
Inh L1 PAX6 MIR101-1,13,0.196434
Inh L1 PVALB SST ASIC4,41,0.619523
Inh L1 SST DEFB108B,33,0.498640
Inh L1 SST P4HA3,9,0.135993
Inh L1 VIP KLHDC8B,7,0.105772
Inh L1-2 PVALB CDK20,12,0.181324
Inh L1-2 SST CCNJL,72,1.08794
Inh L1-2 SST CLIC6,7,0.105772
Inh L1-2 SST PRRT4,47,0.710184
Inh L1-2 VIP EXPH5,75,1.13327
Inh L1-2 VIP HTR3A,2,0.0302206
Inh L1-2 VIP PTGER3,3,0.0453309
Inh L1-2 VIP SCML4,13,0.196434
Inh L1-3 SST FAM20A,159,2.40254
Inh L1-3 VIP CBLN1,25,0.377758
Inh L1-3 VIP CHRNA2,23,0.347537
Inh L1-3 VIP FNDC1,8,0.120882
Inh L1-3 VIP HSPB6,76,1.14838
Inh L1-5 VIP CD27-AS1,11,0.166213
Inh L1-5 VIP LINC01013,20,0.302206
Inh L1-5 VIP PHLDB3,10,0.151103
Inh L1-5 VIP SMOC1,86,1.29949
Inh L1-6 LAMP5 AARD,32,0.483530
Inh L1-6 LAMP5 CA1,16,0.241765
Inh L1-6 LAMP5 NES,24,0.362647
Inh L1-6 PVALB COL15A1,27,0.407978
Inh L1-6 SST NPY,1,0.0151103
Inh L1-6 VIP SLC7A6OS,6,0.0906618
Inh L2 PAX6 FREM2,4,0.0604412
Inh L2 PVALB FRZB,12,0.181324
Inh L2 VIP SLC6A16,23,0.347537
Inh L2-3 SST NMU,29,0.438199
Inh L2-5 PVALB RPH3AL,302,4.56331
Inh L2-5 VIP SOX11,8,0.120882
Inh L3 PVALB SAMD13,32,0.483530
Inh L3-5 SST GGTLC3,150,2.26655
Inh L3-5 SST OR5AH1P,4,0.0604412
Inh L3-5 VIP HS3ST3A1,16,0.241765
Inh L3-5 VIP IGDCC3,32,0.483530
Inh L3-5 VIP TAC3,15,0.226655
Inh L3-6 PAX6 LINC01497,8,0.120882
Inh L3-6 VIP UG0898H09,2,0.0302206
Inh L5 PVALB LRIG3,4,0.0604412
Inh L5 SST RPL35AP11,58,0.876398
Inh L5-6 LAMP5 CRABP1,22,0.332427
Inh L5-6 PVALB GAPDHP60,2,0.0302206
Inh L5-6 PVALB MEPE,15,0.226655
Inh L5-6 PVALB SST CRHR2,3,0.0453309
Inh L5-6 PVALB ZFPM2-AS1,10,0.151103
Inh L5-6 SST BEAN1,1,0.0151103
Inh L5-6 SST C4orf26,3,0.0453309
Inh L5-6 SST DNAJC14,4,0.0604412
Inh L5-6 SST FBN2,5,0.0755515
Inh L5-6 SST KLHL1,6,0.0906618
Inh L5-6 SST PAWR,7,0.105772
Inh L5-6 SST PIK3CD,4,0.0604412
Inh L6 SST TH,9,0.135993
Micro L1-6 TYROBP CD74,142,2.14566
Oligo L2-6 OPALIN FTH1P3,150,2.26655
Oligo L2-6 OPALIN MAP6D1,7,0.105772
Oligo L3-6 OPALIN LRP4-AS1,7,0.105772
OPC L1-6 PDGFRA COL20A1,226,3.41493
VLMC L1-5 PDGFRA COLEC12,2,0.0302206
