cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,2,0.0204332
Astro L1-6 FGFR3 AQP1,79,0.807111
Astro L1-6 FGFR3 PLCG1,211,2.15570
Endo L2-5 NOSTRIN SRGN,24,0.245198
Exc L2 LAMP5 KCNG3,26,0.265631
Exc L2 LINC00507 GLRA3,2506,25.6028
Exc L2-3 RORB CCDC68,70,0.715161
Exc L2-3 RORB PTPN3,114,1.16469
Exc L2-3 RORB RTKN2,28,0.286065
Exc L3 LAMP5 CARM1P1,1,0.0102166
Exc L3 RORB OTOGL,231,2.36003
Exc L3 THEMIS ENPEP,1,0.0102166
Exc L3-5 FEZF2 ASGR2,22,0.224765
Exc L3-5 RORB LINC01202,37,0.378014
Exc L3-5 RORB LNX2,288,2.94238
Exc L3-5 RORB RPRM,139,1.42011
Exc L5 FEZF2 CSN1S1,169,1.72660
Exc L5 FEZF2 NREP-AS1,57,0.582346
Exc L5 FEZF2 PKD2L1,28,0.286065
Exc L5 FEZF2 RNF144A-AS1,31,0.316714
Exc L5 RORB MED8,224,2.28852
Exc L5 THEMIS SLC22A18,340,3.47364
Exc L5-6 FEZF2 C9orf135-AS1,271,2.76870
Exc L5-6 FEZF2 FILIP1L,2,0.0204332
Exc L5-6 FEZF2 IFNG-AS1,92,0.939926
Exc L5-6 FEZF2 LPO,28,0.286065
Exc L5-6 FEZF2 OR1L8,36,0.367797
Exc L5-6 THEMIS SMYD1,64,0.653862
Exc L5-6 THEMIS TNFAIP6,54,0.551696
Exc L6 FEZF2 FFAR4,23,0.234982
Exc L6 FEZF2 KLK7,102,1.04209
Exc L6 FEZF2 POGK,71,0.725378
Exc L6 FEZF2 PROKR2,66,0.674295
Exc L6 THEMIS LINC00343,139,1.42011
Exc L6 THEMIS SLN,185,1.89007
Exc L6 THEMIS SNTG2,113,1.15447
Inh L1 LAMP5 BMP2,10,0.102166
Inh L1 LAMP5 NMBR,49,0.500613
Inh L1 LAMP5 PVRL2,16,0.163465
Inh L1 LAMP5 RAB11FIP1,10,0.102166
Inh L1 PAX6 CHRFAM7A,117,1.19534
Inh L1 PAX6 MIR101-1,16,0.163465
Inh L1 PVALB SST ASIC4,46,0.469963
Inh L1 SST DEFB108B,88,0.899060
Inh L1 SST P4HA3,27,0.275848
Inh L1 VIP KLHDC8B,5,0.0510830
Inh L1-2 PVALB CDK20,15,0.153249
Inh L1-2 SST CCNJL,73,0.745811
Inh L1-2 SST CLIC6,32,0.326931
Inh L1-2 SST PRRT4,25,0.255415
Inh L1-2 VIP EXPH5,17,0.173682
Inh L1-2 VIP HTR3A,1,0.0102166
Inh L1-2 VIP PTGER3,9,0.0919493
Inh L1-2 VIP SCML4,2,0.0204332
Inh L1-2 VIP WNT4,13,0.132816
Inh L1-3 SST FAM20A,283,2.89130
Inh L1-3 VIP CBLN1,53,0.541479
Inh L1-3 VIP CHRNA2,26,0.265631
Inh L1-3 VIP FNDC1,18,0.183899
Inh L1-3 VIP HSPB6,99,1.01144
Inh L1-5 VIP CD27-AS1,9,0.0919493
Inh L1-5 VIP LINC01013,38,0.388230
Inh L1-5 VIP SMOC1,71,0.725378
Inh L1-6 LAMP5 AARD,38,0.388230
Inh L1-6 LAMP5 CA1,62,0.633429
Inh L1-6 LAMP5 NES,76,0.776461
Inh L1-6 PVALB COL15A1,24,0.245198
Inh L1-6 SST NPY,23,0.234982
Inh L1-6 VIP SLC7A6OS,15,0.153249
Inh L2 PAX6 FREM2,15,0.153249
Inh L2 PVALB FRZB,19,0.194115
Inh L2 VIP SLC6A16,15,0.153249
Inh L2-3 SST NMU,17,0.173682
Inh L2-5 PVALB RPH3AL,408,4.16837
Inh L2-5 VIP BSPRY,11,0.112383
Inh L2-5 VIP SOX11,12,0.122599
Inh L3 PVALB SAMD13,31,0.316714
Inh L3-5 SST GGTLC3,196,2.00245
Inh L3-5 SST OR5AH1P,1,0.0102166
Inh L3-5 VIP HS3ST3A1,5,0.0510830
Inh L3-5 VIP IGDCC3,64,0.653862
Inh L3-5 VIP TAC3,18,0.183899
Inh L3-6 PAX6 LINC01497,5,0.0510830
Inh L3-6 VIP ZIM2-AS1,5,0.0510830
Inh L5 PVALB LRIG3,17,0.173682
Inh L5 SST RPL35AP11,92,0.939926
Inh L5-6 LAMP5 CRABP1,70,0.715161
Inh L5-6 PVALB FAM150B,4,0.0408664
Inh L5-6 PVALB GAPDHP60,21,0.214548
Inh L5-6 PVALB KCNIP2,3,0.0306498
Inh L5-6 PVALB MEPE,27,0.275848
Inh L5-6 PVALB SST CRHR2,2,0.0204332
Inh L5-6 PVALB ZFPM2-AS1,37,0.378014
Inh L5-6 SST C4orf26,20,0.204332
Inh L5-6 SST DNAJC14,7,0.0715161
Inh L5-6 SST ISX,10,0.102166
Inh L5-6 SST KLHL1,32,0.326931
Inh L5-6 SST PAWR,9,0.0919493
Inh L5-6 SST PIK3CD,3,0.0306498
Inh L5-6 VIP COL4A3,10,0.102166
Inh L6 SST TH,26,0.265631
Micro L1-6 TYROBP CD74,210,2.14548
Oligo L2-6 OPALIN FTH1P3,831,8.48999
Oligo L2-6 OPALIN MAP6D1,72,0.735595
Oligo L3-6 OPALIN ENPP6,41,0.418880
Oligo L3-6 OPALIN LRP4-AS1,11,0.112383
OPC L1-6 PDGFRA COL20A1,126,1.28729
VLMC L1-5 PDGFRA COLEC12,5,0.0510830
