cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,2,0.0279369
Astro L1-6 FGFR3 AQP1,23,0.321274
Astro L1-6 FGFR3 PLCG1,214,2.98924
Endo L2-5 NOSTRIN SRGN,13,0.181590
Exc L2 LAMP5 KCNG3,161,2.24892
Exc L2 LINC00507 GLRA3,1909,26.6657
Exc L2-3 RORB CCDC68,17,0.237463
Exc L2-3 RORB PTPN3,65,0.907948
Exc L2-3 RORB RTKN2,25,0.349211
Exc L3 RORB OTOGL,198,2.76575
Exc L3-5 FEZF2 ASGR2,38,0.530800
Exc L3-5 RORB LINC01202,328,4.58165
Exc L3-5 RORB LNX2,273,3.81338
Exc L3-5 RORB RPRM,250,3.49211
Exc L3-5 RORB TNNT2,1,0.0139684
Exc L5 FEZF2 CSN1S1,17,0.237463
Exc L5 FEZF2 RNF144A-AS1,32,0.446990
Exc L5 RORB MED8,39,0.544769
Exc L5 THEMIS SLC22A18,338,4.72133
Exc L5-6 FEZF2 C9orf135-AS1,153,2.13717
Exc L5-6 FEZF2 IFNG-AS1,68,0.949853
Exc L5-6 THEMIS SMYD1,169,2.36066
Exc L5-6 THEMIS TNFAIP6,33,0.460958
Exc L6 FEZF2 FFAR4,8,0.111747
Exc L6 FEZF2 KLK7,49,0.684453
Exc L6 THEMIS LINC00343,12,0.167621
Exc L6 THEMIS SLN,79,1.10351
Exc L6 THEMIS SNTG2,157,2.19304
Inh L1 LAMP5 BMP2,6,0.0838106
Inh L1 LAMP5 NMBR,53,0.740327
Inh L1 PAX6 CHRFAM7A,42,0.586674
Inh L1 PAX6 MIR101-1,51,0.712390
Inh L1 PVALB SST ASIC4,32,0.446990
Inh L1 SST DEFB108B,79,1.10351
Inh L1 SST P4HA3,8,0.111747
Inh L1 VIP KLHDC8B,3,0.0419053
Inh L1-2 PVALB CDK20,28,0.391116
Inh L1-2 SST CCNJL,63,0.880011
Inh L1-2 SST CLIC6,12,0.167621
Inh L1-2 SST PRRT4,22,0.307305
Inh L1-2 VIP EXPH5,30,0.419053
Inh L1-2 VIP HTR3A,2,0.0279369
Inh L1-2 VIP PTGER3,3,0.0419053
Inh L1-2 VIP SCML4,19,0.265400
Inh L1-2 VIP WNT4,7,0.0977790
Inh L1-3 SST FAM20A,220,3.07305
Inh L1-3 VIP CBLN1,34,0.474927
Inh L1-3 VIP CHRNA2,35,0.488895
Inh L1-3 VIP FNDC1,7,0.0977790
Inh L1-3 VIP HSPB6,116,1.62034
Inh L1-5 VIP CD27-AS1,4,0.0558737
Inh L1-5 VIP LINC01013,44,0.614611
Inh L1-5 VIP PHLDB3,1,0.0139684
Inh L1-5 VIP SMOC1,65,0.907948
Inh L1-6 LAMP5 AARD,44,0.614611
Inh L1-6 LAMP5 CA1,47,0.656516
Inh L1-6 LAMP5 NES,94,1.31303
Inh L1-6 PVALB COL15A1,23,0.321274
Inh L1-6 SST NPY,4,0.0558737
Inh L1-6 VIP SLC7A6OS,21,0.293337
Inh L2 PAX6 FREM2,11,0.153653
Inh L2 PVALB FRZB,39,0.544769
Inh L2 VIP SLC6A16,29,0.405085
Inh L2-3 SST NMU,16,0.223495
Inh L2-5 PVALB RPH3AL,268,3.74354
Inh L2-5 VIP BSPRY,8,0.111747
Inh L2-5 VIP SOX11,15,0.209526
Inh L3 PVALB SAMD13,10,0.139684
Inh L3-5 SST GGTLC3,105,1.46669
Inh L3-5 SST OR5AH1P,1,0.0139684
Inh L3-5 VIP HS3ST3A1,21,0.293337
Inh L3-5 VIP IGDCC3,55,0.768264
Inh L3-5 VIP TAC3,18,0.251432
Inh L3-6 PAX6 LINC01497,7,0.0977790
Inh L3-6 VIP ZIM2-AS1,11,0.153653
Inh L5 PVALB LRIG3,17,0.237463
Inh L5 SST RPL35AP11,118,1.64827
Inh L5-6 LAMP5 CRABP1,37,0.516832
Inh L5-6 PVALB FAM150B,3,0.0419053
Inh L5-6 PVALB GAPDHP60,5,0.0698422
Inh L5-6 PVALB MEPE,20,0.279369
Inh L5-6 PVALB SST CRHR2,1,0.0139684
Inh L5-6 PVALB ZFPM2-AS1,17,0.237463
Inh L5-6 SST C4orf26,26,0.363179
Inh L5-6 SST DNAJC14,7,0.0977790
Inh L5-6 SST ISX,9,0.125716
Inh L5-6 SST KLHL1,7,0.0977790
Inh L5-6 SST PAWR,11,0.153653
Inh L5-6 SST PIK3CD,5,0.0698422
Inh L5-6 VIP COL4A3,8,0.111747
Inh L6 SST TH,8,0.111747
Micro L1-6 TYROBP CD74,47,0.656516
Oligo L2-6 OPALIN FTH1P3,123,1.71812
Oligo L2-6 OPALIN MAP6D1,48,0.670485
Oligo L3-6 OPALIN LRP4-AS1,12,0.167621
OPC L1-6 PDGFRA COL20A1,126,1.76002
